1, 0.79139, 0.0991405, 0.784283, -0.000312611, 0.881514, 0.366529, 0.784283, -0.000312611, 0.791346, 0.0988325, 0.784283, -0.000312611, 0.881368, 0.366244, 0.784283, -0.000625227, 0.0146643, -0.159929, 4.60878e-05, -0.159929, -0.0465461, -0.159937, -4.60878e-05, -0.159929, 5e-05, 0, 0.159931, 5e-05, 0, 0.159931, 0.2221, 0.2, 0.159931, 0.2221, -0.2, 0.159931, -0.2219, -0.2, 0.159931, 0.2221, 0.2, 0.159931, 0.2221, -0.2, 0.159931, -0.2219, -0.2, 0.159931, 0, 1, 0, 0, 0.300167, 0.800167, 0.000166667, 0.500167, 
2, 0.79139, 0.0991405, 0.784283, -0.000312611, 0.881514, 0.366529, 0.784283, -0.000312611, 0.791346, 0.0988325, 0.784283, -0.000312611, 0.881368, 0.366244, 0.784283, -0.000625227, 0.0146643, -0.159929, 4.60878e-05, -0.159929, -0.0465461, -0.159937, -4.60878e-05, -0.159929, 5e-05, 0, 0.159931, 5e-05, 0, 0.159931, 0.22215, 0.2, 0.159931, 0.22215, -0.2, 0.159931, -0.22185, -0.2, 0.159931, 0.22215, 0.2, 0.159931, 0.22215, -0.2, 0.159931, -0.22185, -0.2, 0.159931, 0, 1, 0, 0, 0.300333, 0.800333, 0.000333333, 0.500333, 
3, 0.79139, 0.0991405, 0.784283, -0.000312611, 0.881514, 0.366529, 0.784283, -0.000312611, 0.791346, 0.0988325, 0.784283, -0.000312611, 0.881368, 0.366244, 0.784283, -0.000625227, 0.0146643, -0.159929, 4.60878e-05, -0.159929, -0.0465461, -0.159937, -4.60878e-05, -0.159929, 5e-05, 0, 0.159931, 5e-05, 0, 0.159931, 0.2222, 0.2, 0.159931, 0.2222, -0.2, 0.159931, -0.2218, -0.2, 0.159931, 0.2222, 0.2, 0.159931, 0.2222, -0.2, 0.159931, -0.2218, -0.2, 0.159931, 0, 1, 0, 0, 0.3005, 0.8005, 0.0005, 0.5005, 
4, 0.79139, 0.0991405, 0.784283, -0.000312611, 0.881514, 0.366529, 0.784283, -0.000312611, 0.791346, 0.0988325, 0.784283, -0.000312611, 0.881368, 0.366244, 0.784283, -0.000625227, 0.0146643, -0.159929, 4.60878e-05, -0.159929, -0.0465461, -0.159937, -4.60878e-05, -0.159929, 5e-05, 0, 0.159931, 5e-05, 0, 0.159931, 0.22225, 0.2, 0.159931, 0.22225, -0.2, 0.159931, -0.22175, -0.2, 0.159931, 0.22225, 0.2, 0.159931, 0.22225, -0.2, 0.159931, -0.22175, -0.2, 0.159931, 0, 1, 0, 0, 0.300667, 0.800667, 0.000666667, 0.500667, 
5, 0.79139, 0.0991405, 0.784283, -0.000312611, 0.881514, 0.366529, 0.784283, -0.000312611, 0.791346, 0.0988325, 0.784283, -0.000312611, 0.881368, 0.366244, 0.784283, -0.000625227, 0.0146643, -0.159929, 4.60878e-05, -0.159929, -0.0465461, -0.159937, -4.60878e-05, -0.159929, 5e-05, 0, 0.159931, 5e-05, 0, 0.159931, 0.2223, 0.2, 0.159931, 0.2223, -0.2, 0.159931, -0.2217, -0.2, 0.159931, 0.2223, 0.2, 0.159931, 0.2223, -0.2, 0.159931, -0.2217, -0.2, 0.159931, 0, 1, 0, 0, 0.300833, 0.800833, 0.000833333, 0.500833, 
6, 0.79139, 0.0991405, 0.784283, -0.000312611, 0.881514, 0.366529, 0.784283, -0.000312611, 0.791346, 0.0988325, 0.784283, -0.000312611, 0.881368, 0.366244, 0.784283, -0.000625227, 0.0146643, -0.159929, 4.60878e-05, -0.159929, -0.0465461, -0.159937, -4.60878e-05, -0.159929, 5e-05, 0, 0.159931, 5e-05, 0, 0.159931, 0.22235, 0.2, 0.159931, 0.22235, -0.2, 0.159931, -0.22165, -0.2, 0.159931, 0.22235, 0.2, 0.159931, 0.22235, -0.2, 0.159931, -0.22165, -0.2, 0.159931, 0, 1, 0, 0, 0.301, 0.801, 0.001, 0.501, 
7, 0.79139, 0.0991405, 0.784283, -0.000312611, 0.881514, 0.366529, 0.784283, -0.000312611, 0.791346, 0.0988325, 0.784283, -0.000312611, 0.881368, 0.366244, 0.784283, -0.000625227, 0.0146643, -0.159929, 4.60878e-05, -0.159929, -0.0465461, -0.159937, -4.60878e-05, -0.159929, 5e-05, 0, 0.159931, 5e-05, 0, 0.159931, 0.2224, 0.2, 0.159931, 0.2224, -0.2, 0.159931, -0.2216, -0.2, 0.159931, 0.2224, 0.2, 0.159931, 0.2224, -0.2, 0.159931, -0.2216, -0.2, 0.159931, 0, 1, 0, 0, 0.301167, 0.801167, 0.00116667, 0.501167, 
8, 0.79139, 0.0991405, 0.784283, -0.000312611, 0.881514, 0.366529, 0.784283, -0.000312611, 0.791346, 0.0988325, 0.784283, -0.000312611, 0.881368, 0.366244, 0.784283, -0.000625227, 0.0146643, -0.159929, 4.60878e-05, -0.159929, -0.0465461, -0.159937, -4.60878e-05, -0.159929, 5e-05, 0, 0.159931, 5e-05, 0, 0.159931, 0.22245, 0.2, 0.159931, 0.22245, -0.2, 0.159931, -0.22155, -0.2, 0.159931, 0.22245, 0.2, 0.159931, 0.22245, -0.2, 0.159931, -0.22155, -0.2, 0.159931, 0, 1, 0, 0, 0.301333, 0.801333, 0.00133333, 0.501333, 
9, 0.79139, 0.0991405, 0.784283, -0.000312611, 0.881514, 0.366529, 0.784283, -0.000312611, 0.791346, 0.0988325, 0.784283, -0.000312611, 0.881368, 0.366244, 0.784283, -0.000625227, 0.0146643, -0.159929, 4.60878e-05, -0.159929, -0.0465461, -0.159937, -4.60878e-05, -0.159929, 5e-05, 0, 0.159931, 5e-05, 0, 0.159931, 0.2225, 0.2, 0.159931, 0.2225, -0.2, 0.159931, -0.2215, -0.2, 0.159931, 0.2225, 0.2, 0.159931, 0.2225, -0.2, 0.159931, -0.2215, -0.2, 0.159931, 0, 1, 0, 0, 0.3015, 0.8015, 0.0015, 0.5015, 
10, 0.79139, 0.0991405, 0.784283, -0.000312611, 0.881514, 0.366529, 0.784283, -0.000312611, 0.791346, 0.0988325, 0.784283, -0.000312611, 0.881368, 0.366244, 0.784283, -0.000625227, 0.0146643, -0.159929, 4.60878e-05, -0.159929, -0.0465461, -0.159937, -4.60878e-05, -0.159929, 5e-05, 0, 0.159931, 5e-05, 0, 0.159931, 0.22255, 0.2, 0.159931, 0.22255, -0.2, 0.159931, -0.22145, -0.2, 0.159931, 0.22255, 0.2, 0.159931, 0.22255, -0.2, 0.159931, -0.22145, -0.2, 0.159931, 0, 1, 0, 0, 0.301667, 0.801667, 0.00166667, 0.501667, 
