theta0,beta0,theta1,beta1,theta2,beta2,theta3,beta3,swing_phase0,swing_phase1,swing_phase2,swing_phase3,foothold0_x,foothold0_y,foothold0_z,foothold1_x,foothold1_y,foothold1_z,foothold2_x,foothold2_y,foothold2_z,foothold3_x,foothold3_y,foothold3_z
1.004820,-5.572435,0.651050,0.137558,0.689943,-0.140763,0.826661,0.502430,0,0,0,0,0.196874,0.200000,0.000000,0.247126,-0.200000,0.000000,-0.196874,-0.200000,0.000000,-0.247126,0.200000,0.000000
1.004514,-5.572656,0.650977,0.137223,0.690007,-0.141095,0.826485,0.502143,0,0,0,0,0.196874,0.200000,0.000000,0.247126,-0.200000,0.000000,-0.196874,-0.200000,0.000000,-0.247126,0.200000,0.000000
1.004514,-5.572656,0.650977,0.137223,0.690007,-0.141095,0.826485,0.502143,0,0,0,0,0.196874,0.200000,0.000000,0.247126,-0.200000,0.000000,-0.196874,-0.200000,0.000000,-0.247126,0.200000,0.000000
1.004209,-5.572876,0.650904,0.136887,0.690071,-0.141427,0.826308,0.501857,0,0,0,0,0.196874,0.200000,0.000000,0.247126,-0.200000,0.000000,-0.196874,-0.200000,0.000000,-0.247126,0.200000,0.000000
1.004209,-5.572876,0.650904,0.136887,0.690071,-0.141427,0.826308,0.501857,0,0,0,0,0.196874,0.200000,0.000000,0.247126,-0.200000,0.000000,-0.196874,-0.200000,0.000000,-0.247126,0.200000,0.000000
1.003903,-5.573096,0.650832,0.136552,0.690135,-0.141759,0.826132,0.501570,0,0,0,0,0.196874,0.200000,0.000000,0.247126,-0.200000,0.000000,-0.196874,-0.200000,0.000000,-0.247126,0.200000,0.000000
1.003903,-5.573096,0.650832,0.136552,0.690135,-0.141759,0.826132,0.501570,0,0,0,0,0.196874,0.200000,0.000000,0.247126,-0.200000,0.000000,-0.196874,-0.200000,0.000000,-0.247126,0.200000,0.000000
1.003597,-5.573317,0.650759,0.136216,0.690199,-0.142091,0.825957,0.501283,0,0,0,0,0.196874,0.200000,0.000000,0.247126,-0.200000,0.000000,-0.196874,-0.200000,0.000000,-0.247126,0.200000,0.000000
1.003597,-5.573317,0.650759,0.136216,0.690199,-0.142091,0.825957,0.501283,0,0,0,0,0.196874,0.200000,0.000000,0.247126,-0.200000,0.000000,-0.196874,-0.200000,0.000000,-0.247126,0.200000,0.000000
1.003292,-5.573538,0.650687,0.135880,0.690264,-0.142423,0.825781,0.500995,0,0,0,0,0.196874,0.200000,0.000000,0.247126,-0.200000,0.000000,-0.196874,-0.200000,0.000000,-0.247126,0.200000,0.000000
1.003292,-5.573538,0.650687,0.135880,0.690264,-0.142423,0.825781,0.500995,0,0,0,0,0.196874,0.200000,0.000000,0.247126,-0.200000,0.000000,-0.196874,-0.200000,0.000000,-0.247126,0.200000,0.000000
1.002987,-5.573758,0.650614,0.135544,0.690328,-0.142755,0.825605,0.500708,0,0,0,0,0.196874,0.200000,0.000000,0.247126,-0.200000,0.000000,-0.196874,-0.200000,0.000000,-0.247126,0.200000,0.000000
1.002987,-5.573758,0.650614,0.135544,0.690328,-0.142755,0.825605,0.500708,0,0,0,0,0.196874,0.200000,0.000000,0.247126,-0.200000,0.000000,-0.196874,-0.200000,0.000000,-0.247126,0.200000,0.000000
1.002682,-5.573979,0.650542,0.135209,0.690393,-0.143088,0.825430,0.500421,0,0,0,0,0.196874,0.200000,0.000000,0.247126,-0.200000,0.000000,-0.196874,-0.200000,0.000000,-0.247126,0.200000,0.000000
1.002682,-5.573979,0.650542,0.135209,0.690393,-0.143088,0.825430,0.500421,0,0,0,0,0.196874,0.200000,0.000000,0.247126,-0.200000,0.000000,-0.196874,-0.200000,0.000000,-0.247126,0.200000,0.000000
1.002376,-5.574200,0.650470,0.134873,0.690458,-0.143420,0.825254,0.500134,0,0,0,0,0.196874,0.200000,0.000000,0.247126,-0.200000,0.000000,-0.196874,-0.200000,0.000000,-0.247126,0.200000,0.000000
1.002376,-5.574200,0.650470,0.134873,0.690458,-0.143420,0.825254,0.500134,0,0,0,0,0.196874,0.200000,0.000000,0.247126,-0.200000,0.000000,-0.196874,-0.200000,0.000000,-0.247126,0.200000,0.000000
1.002071,-5.574421,0.650398,0.134537,0.690523,-0.143752,0.825079,0.499847,0,0,0,0,0.196874,0.200000,0.000000,0.247126,-0.200000,0.000000,-0.196874,-0.200000,0.000000,-0.247126,0.200000,0.000000
1.002071,-5.574421,0.650398,0.134537,0.690523,-0.143752,0.825079,0.499847,0,0,0,0,0.196874,0.200000,0.000000,0.247126,-0.200000,0.000000,-0.196874,-0.200000,0.000000,-0.247126,0.200000,0.000000
1.001766,-5.574642,0.650327,0.134201,0.690589,-0.144084,0.824904,0.499559,0,0,0,0,0.196874,0.200000,0.000000,0.247126,-0.200000,0.000000,-0.196874,-0.200000,0.000000,-0.247126,0.200000,0.000000
1.001766,-5.574642,0.650327,0.134201,0.690589,-0.144084,0.824904,0.499559,0,0,0,0,0.196874,0.200000,0.000000,0.247126,-0.200000,0.000000,-0.196874,-0.200000,0.000000,-0.247126,0.200000,0.000000
1.001462,-5.574863,0.650255,0.133865,0.690654,-0.144416,0.824729,0.499272,0,0,0,0,0.196874,0.200000,0.000000,0.247126,-0.200000,0.000000,-0.196874,-0.200000,0.000000,-0.247126,0.200000,0.000000
1.001462,-5.574863,0.650255,0.133865,0.690654,-0.144416,0.824729,0.499272,0,0,0,0,0.196874,0.200000,0.000000,0.247126,-0.200000,0.000000,-0.196874,-0.200000,0.000000,-0.247126,0.200000,0.000000
1.001157,-5.575084,0.650184,0.133529,0.690719,-0.144748,0.824554,0.498984,0,0,0,0,0.196874,0.200000,0.000000,0.247126,-0.200000,0.000000,-0.196874,-0.200000,0.000000,-0.247126,0.200000,0.000000
1.001157,-5.575084,0.650184,0.133529,0.690719,-0.144748,0.824554,0.498984,0,0,0,0,0.196874,0.200000,0.000000,0.247126,-0.200000,0.000000,-0.196874,-0.200000,0.000000,-0.247126,0.200000,0.000000
1.000852,-5.575305,0.650113,0.133193,0.690785,-0.145080,0.824379,0.498697,0,0,0,0,0.196874,0.200000,0.000000,0.247126,-0.200000,0.000000,-0.196874,-0.200000,0.000000,-0.247126,0.200000,0.000000
1.000852,-5.575305,0.650113,0.133193,0.690785,-0.145080,0.824379,0.498697,0,0,0,0,0.196874,0.200000,0.000000,0.247126,-0.200000,0.000000,-0.196874,-0.200000,0.000000,-0.247126,0.200000,0.000000
1.000547,-5.575526,0.650042,0.132857,0.690851,-0.145411,0.824205,0.498409,0,0,0,0,0.196874,0.200000,0.000000,0.247126,-0.200000,0.000000,-0.196874,-0.200000,0.000000,-0.247126,0.200000,0.000000
1.000547,-5.575526,0.650042,0.132857,0.690851,-0.145411,0.824205,0.498409,0,0,0,0,0.196874,0.200000,0.000000,0.247126,-0.200000,0.000000,-0.196874,-0.200000,0.000000,-0.247126,0.200000,0.000000
1.000243,-5.575748,0.649971,0.132521,0.690917,-0.145743,0.824030,0.498121,0,0,0,0,0.196874,0.200000,0.000000,0.247126,-0.200000,0.000000,-0.196874,-0.200000,0.000000,-0.247126,0.200000,0.000000
1.000243,-5.575748,0.649971,0.132521,0.690917,-0.145743,0.824030,0.498121,0,0,0,0,0.196874,0.200000,0.000000,0.247126,-0.200000,0.000000,-0.196874,-0.200000,0.000000,-0.247126,0.200000,0.000000
0.999939,-5.575969,0.649900,0.132185,0.690983,-0.146075,0.823856,0.497834,0,0,0,0,0.196874,0.200000,0.000000,0.247126,-0.200000,0.000000,-0.196874,-0.200000,0.000000,-0.247126,0.200000,0.000000
0.999939,-5.575969,0.649900,0.132185,0.690983,-0.146075,0.823856,0.497834,0,0,0,0,0.196874,0.200000,0.000000,0.247126,-0.200000,0.000000,-0.196874,-0.200000,0.000000,-0.247126,0.200000,0.000000
0.999634,-5.576191,0.649829,0.131849,0.691050,-0.146407,0.823682,0.497546,0,0,0,0,0.196874,0.200000,0.000000,0.247126,-0.200000,0.000000,-0.196874,-0.200000,0.000000,-0.247126,0.200000,0.000000
0.999634,-5.576191,0.649829,0.131849,0.691050,-0.146407,0.823682,0.497546,0,0,0,0,0.196874,0.200000,0.000000,0.247126,-0.200000,0.000000,-0.196874,-0.200000,0.000000,-0.247126,0.200000,0.000000
0.999330,-5.576412,0.649759,0.131512,0.691116,-0.146739,0.823507,0.497258,0,0,0,0,0.196874,0.200000,0.000000,0.247126,-0.200000,0.000000,-0.196874,-0.200000,0.000000,-0.247126,0.200000,0.000000
0.999330,-5.576412,0.649759,0.131512,0.691116,-0.146739,0.823507,0.497258,0,0,0,0,0.196874,0.200000,0.000000,0.247126,-0.200000,0.000000,-0.196874,-0.200000,0.000000,-0.247126,0.200000,0.000000
0.999026,-5.576634,0.649688,0.131176,0.691183,-0.147071,0.823333,0.496970,0,0,0,0,0.196874,0.200000,0.000000,0.247126,-0.200000,0.000000,-0.196874,-0.200000,0.000000,-0.247126,0.200000,0.000000
0.999026,-5.576634,0.649688,0.131176,0.691183,-0.147071,0.823333,0.496970,0,0,0,0,0.196874,0.200000,0.000000,0.247126,-0.200000,0.000000,-0.196874,-0.200000,0.000000,-0.247126,0.200000,0.000000
0.998722,-5.576856,0.649618,0.130840,0.691249,-0.147402,0.823159,0.496682,0,0,0,0,0.196874,0.200000,0.000000,0.247126,-0.200000,0.000000,-0.196874,-0.200000,0.000000,-0.247126,0.200000,0.000000
0.998722,-5.576856,0.649618,0.130840,0.691249,-0.147402,0.823159,0.496682,0,0,0,0,0.196874,0.200000,0.000000,0.247126,-0.200000,0.000000,-0.196874,-0.200000,0.000000,-0.247126,0.200000,0.000000
0.998418,-5.577078,0.649548,0.130504,0.691316,-0.147734,0.822986,0.496394,0,0,0,0,0.196874,0.200000,0.000000,0.247126,-0.200000,0.000000,-0.196874,-0.200000,0.000000,-0.247126,0.200000,0.000000
0.998418,-5.577078,0.649548,0.130504,0.691316,-0.147734,0.822986,0.496394,0,0,0,0,0.196874,0.200000,0.000000,0.247126,-0.200000,0.000000,-0.196874,-0.200000,0.000000,-0.247126,0.200000,0.000000
0.998114,-5.577300,0.649478,0.130167,0.691383,-0.148066,0.822812,0.496106,0,0,0,0,0.196874,0.200000,0.000000,0.247126,-0.200000,0.000000,-0.196874,-0.200000,0.000000,-0.247126,0.200000,0.000000
0.998114,-5.577300,0.649478,0.130167,0.691383,-0.148066,0.822812,0.496106,0,0,0,0,0.196874,0.200000,0.000000,0.247126,-0.200000,0.000000,-0.196874,-0.200000,0.000000,-0.247126,0.200000,0.000000
0.997811,-5.577522,0.649409,0.129831,0.691451,-0.148398,0.822638,0.495818,0,0,0,0,0.196874,0.200000,0.000000,0.247126,-0.200000,0.000000,-0.196874,-0.200000,0.000000,-0.247126,0.200000,0.000000
0.997811,-5.577522,0.649409,0.129831,0.691451,-0.148398,0.822638,0.495818,0,0,0,0,0.196874,0.200000,0.000000,0.247126,-0.200000,0.000000,-0.196874,-0.200000,0.000000,-0.247126,0.200000,0.000000
0.997507,-5.577744,0.649339,0.129494,0.691518,-0.148729,0.822465,0.495529,0,0,0,0,0.196874,0.200000,0.000000,0.247126,-0.200000,0.000000,-0.196874,-0.200000,0.000000,-0.247126,0.200000,0.000000
0.997507,-5.577744,0.649339,0.129494,0.691518,-0.148729,0.822465,0.495529,0,0,0,0,0.196874,0.200000,0.000000,0.247126,-0.200000,0.000000,-0.196874,-0.200000,0.000000,-0.247126,0.200000,0.000000
0.997203,-5.577966,0.649270,0.129158,0.691585,-0.149061,0.822291,0.495241,0,0,0,0,0.196874,0.200000,0.000000,0.247126,-0.200000,0.000000,-0.196874,-0.200000,0.000000,-0.247126,0.200000,0.000000
0.997203,-5.577966,0.649270,0.129158,0.691585,-0.149061,0.822291,0.495241,0,0,0,0,0.196874,0.200000,0.000000,0.247126,-0.200000,0.000000,-0.196874,-0.200000,0.000000,-0.247126,0.200000,0.000000
0.996900,-5.578188,0.649200,0.128821,0.691653,-0.149393,0.822118,0.494953,0,0,0,0,0.196874,0.200000,0.000000,0.247126,-0.200000,0.000000,-0.196874,-0.200000,0.000000,-0.247126,0.200000,0.000000
0.996900,-5.578188,0.649200,0.128821,0.691653,-0.149393,0.822118,0.494953,0,0,0,0,0.196874,0.200000,0.000000,0.247126,-0.200000,0.000000,-0.196874,-0.200000,0.000000,-0.247126,0.200000,0.000000
0.996597,-5.578410,0.649131,0.128485,0.691721,-0.149724,0.821945,0.494664,0,0,0,0,0.196874,0.200000,0.000000,0.247126,-0.200000,0.000000,-0.196874,-0.200000,0.000000,-0.247126,0.200000,0.000000
0.996597,-5.578410,0.649131,0.128485,0.691721,-0.149724,0.821945,0.494664,0,0,0,0,0.196874,0.200000,0.000000,0.247126,-0.200000,0.000000,-0.196874,-0.200000,0.000000,-0.247126,0.200000,0.000000
0.996293,-5.578633,0.649062,0.128148,0.691789,-0.150056,0.821772,0.494376,0,0,0,0,0.196874,0.200000,0.000000,0.247126,-0.200000,0.000000,-0.196874,-0.200000,0.000000,-0.247126,0.200000,0.000000
0.996293,-5.578633,0.649062,0.128148,0.691789,-0.150056,0.821772,0.494376,0,0,0,0,0.196874,0.200000,0.000000,0.247126,-0.200000,0.000000,-0.196874,-0.200000,0.000000,-0.247126,0.200000,0.000000
0.995990,-5.578855,0.648993,0.127811,0.691857,-0.150387,0.821599,0.494087,0,0,0,0,0.196874,0.200000,0.000000,0.247126,-0.200000,0.000000,-0.196874,-0.200000,0.000000,-0.247126,0.200000,0.000000
0.995990,-5.578855,0.648993,0.127811,0.691857,-0.150387,0.821599,0.494087,0,0,0,0,0.196874,0.200000,0.000000,0.247126,-0.200000,0.000000,-0.196874,-0.200000,0.000000,-0.247126,0.200000,0.000000
0.995687,-5.579078,0.648925,0.127475,0.691925,-0.150719,0.821427,0.493799,0,0,0,0,0.196874,0.200000,0.000000,0.247126,-0.200000,0.000000,-0.196874,-0.200000,0.000000,-0.247126,0.200000,0.000000
0.995687,-5.579078,0.648925,0.127475,0.691925,-0.150719,0.821427,0.493799,0,0,0,0,0.196874,0.200000,0.000000,0.247126,-0.200000,0.000000,-0.196874,-0.200000,0.000000,-0.247126,0.200000,0.000000
0.995384,-5.579300,0.648856,0.127138,0.691994,-0.151050,0.821254,0.493510,0,0,0,0,0.196874,0.200000,0.000000,0.247126,-0.200000,0.000000,-0.196874,-0.200000,0.000000,-0.247126,0.200000,0.000000
0.995384,-5.579300,0.648856,0.127138,0.691994,-0.151050,0.821254,0.493510,0,0,0,0,0.196874,0.200000,0.000000,0.247126,-0.200000,0.000000,-0.196874,-0.200000,0.000000,-0.247126,0.200000,0.000000
0.995081,-5.579523,0.648788,0.126801,0.692062,-0.151382,0.821081,0.493221,0,0,0,0,0.196874,0.200000,0.000000,0.247126,-0.200000,0.000000,-0.196874,-0.200000,0.000000,-0.247126,0.200000,0.000000
0.995081,-5.579523,0.648788,0.126801,0.692062,-0.151382,0.821081,0.493221,0,0,0,0,0.196874,0.200000,0.000000,0.247126,-0.200000,0.000000,-0.196874,-0.200000,0.000000,-0.247126,0.200000,0.000000
0.994778,-5.579746,0.648719,0.126465,0.692131,-0.151713,0.820909,0.492933,0,0,0,0,0.196874,0.200000,0.000000,0.247126,-0.200000,0.000000,-0.196874,-0.200000,0.000000,-0.247126,0.200000,0.000000
0.994778,-5.579746,0.648719,0.126465,0.692131,-0.151713,0.820909,0.492933,0,0,0,0,0.196874,0.200000,0.000000,0.247126,-0.200000,0.000000,-0.196874,-0.200000,0.000000,-0.247126,0.200000,0.000000
0.994476,-5.579968,0.648651,0.126128,0.692200,-0.152045,0.820737,0.492644,0,0,0,0,0.196874,0.200000,0.000000,0.247126,-0.200000,0.000000,-0.196874,-0.200000,0.000000,-0.247126,0.200000,0.000000
0.994476,-5.579968,0.648651,0.126128,0.692200,-0.152045,0.820737,0.492644,0,0,0,0,0.196874,0.200000,0.000000,0.247126,-0.200000,0.000000,-0.196874,-0.200000,0.000000,-0.247126,0.200000,0.000000
0.994173,-5.580191,0.648583,0.125791,0.692269,-0.152376,0.820565,0.492355,0,0,0,0,0.196874,0.200000,0.000000,0.247126,-0.200000,0.000000,-0.196874,-0.200000,0.000000,-0.247126,0.200000,0.000000
0.994173,-5.580191,0.648583,0.125791,0.692269,-0.152376,0.820565,0.492355,0,0,0,0,0.196874,0.200000,0.000000,0.247126,-0.200000,0.000000,-0.196874,-0.200000,0.000000,-0.247126,0.200000,0.000000
0.993871,-5.580414,0.648516,0.125454,0.692338,-0.152707,0.820393,0.492066,0,0,0,0,0.196874,0.200000,0.000000,0.247126,-0.200000,0.000000,-0.196874,-0.200000,0.000000,-0.247126,0.200000,0.000000
0.993871,-5.580414,0.648516,0.125454,0.692338,-0.152707,0.820393,0.492066,0,0,0,0,0.196874,0.200000,0.000000,0.247126,-0.200000,0.000000,-0.196874,-0.200000,0.000000,-0.247126,0.200000,0.000000
0.993568,-5.580637,0.648448,0.125117,0.692407,-0.153039,0.820221,0.491777,0,0,0,0,0.196874,0.200000,0.000000,0.247126,-0.200000,0.000000,-0.196874,-0.200000,0.000000,-0.247126,0.200000,0.000000
0.993568,-5.580637,0.648448,0.125117,0.692407,-0.153039,0.820221,0.491777,0,0,0,0,0.196874,0.200000,0.000000,0.247126,-0.200000,0.000000,-0.196874,-0.200000,0.000000,-0.247126,0.200000,0.000000
0.993266,-5.580861,0.648380,0.124780,0.692477,-0.153370,0.820049,0.491488,0,0,0,0,0.196874,0.200000,0.000000,0.247126,-0.200000,0.000000,-0.196874,-0.200000,0.000000,-0.247126,0.200000,0.000000
0.993266,-5.580861,0.648380,0.124780,0.692477,-0.153370,0.820049,0.491488,0,0,0,0,0.196874,0.200000,0.000000,0.247126,-0.200000,0.000000,-0.196874,-0.200000,0.000000,-0.247126,0.200000,0.000000
0.992964,-5.581084,0.648313,0.124443,0.692546,-0.153701,0.819877,0.491199,0,0,0,0,0.196874,0.200000,0.000000,0.247126,-0.200000,0.000000,-0.196874,-0.200000,0.000000,-0.247126,0.200000,0.000000
0.992964,-5.581084,0.648313,0.124443,0.692546,-0.153701,0.819877,0.491199,0,0,0,0,0.196874,0.200000,0.000000,0.247126,-0.200000,0.000000,-0.196874,-0.200000,0.000000,-0.247126,0.200000,0.000000
0.992661,-5.581307,0.648246,0.124106,0.692616,-0.154033,0.819706,0.490910,0,0,0,0,0.196874,0.200000,0.000000,0.247126,-0.200000,0.000000,-0.196874,-0.200000,0.000000,-0.247126,0.200000,0.000000
0.992661,-5.581307,0.648246,0.124106,0.692616,-0.154033,0.819706,0.490910,0,0,0,0,0.196874,0.200000,0.000000,0.247126,-0.200000,0.000000,-0.196874,-0.200000,0.000000,-0.247126,0.200000,0.000000
0.992359,-5.581530,0.648179,0.123769,0.692686,-0.154364,0.819534,0.490620,0,0,0,0,0.196874,0.200000,0.000000,0.247126,-0.200000,0.000000,-0.196874,-0.200000,0.000000,-0.247126,0.200000,0.000000
0.992359,-5.581530,0.648179,0.123769,0.692686,-0.154364,0.819534,0.490620,0,0,0,0,0.196874,0.200000,0.000000,0.247126,-0.200000,0.000000,-0.196874,-0.200000,0.000000,-0.247126,0.200000,0.000000
0.992058,-5.581754,0.648112,0.123432,0.692756,-0.154695,0.819363,0.490331,0,0,0,0,0.196874,0.200000,0.000000,0.247126,-0.200000,0.000000,-0.196874,-0.200000,0.000000,-0.247126,0.200000,0.000000
0.992058,-5.581754,0.648112,0.123432,0.692756,-0.154695,0.819363,0.490331,0,0,0,0,0.196874,0.200000,0.000000,0.247126,-0.200000,0.000000,-0.196874,-0.200000,0.000000,-0.247126,0.200000,0.000000
0.991756,-5.581977,0.648045,0.123094,0.692826,-0.155026,0.819192,0.490042,0,0,0,0,0.196874,0.200000,0.000000,0.247126,-0.200000,0.000000,-0.196874,-0.200000,0.000000,-0.247126,0.200000,0.000000
0.991756,-5.581977,0.648045,0.123094,0.692826,-0.155026,0.819192,0.490042,0,0,0,0,0.196874,0.200000,0.000000,0.247126,-0.200000,0.000000,-0.196874,-0.200000,0.000000,-0.247126,0.200000,0.000000
0.991454,-5.582201,0.647979,0.122757,0.692897,-0.155358,0.819021,0.489752,0,0,0,0,0.196874,0.200000,0.000000,0.247126,-0.200000,0.000000,-0.196874,-0.200000,0.000000,-0.247126,0.200000,0.000000
0.991454,-5.582201,0.647979,0.122757,0.692897,-0.155358,0.819021,0.489752,0,0,0,0,0.196874,0.200000,0.000000,0.247126,-0.200000,0.000000,-0.196874,-0.200000,0.000000,-0.247126,0.200000,0.000000
0.991152,-5.582425,0.647912,0.122420,0.692967,-0.155689,0.818850,0.489463,0,0,0,0,0.196874,0.200000,0.000000,0.247126,-0.200000,0.000000,-0.196874,-0.200000,0.000000,-0.247126,0.200000,0.000000
0.991152,-5.582425,0.647912,0.122420,0.692967,-0.155689,0.818850,0.489463,0,0,0,0,0.196874,0.200000,0.000000,0.247126,-0.200000,0.000000,-0.196874,-0.200000,0.000000,-0.247126,0.200000,0.000000
0.990851,-5.582648,0.647846,0.122083,0.693038,-0.156020,0.818679,0.489173,0,0,0,0,0.196874,0.200000,0.000000,0.247126,-0.200000,0.000000,-0.196874,-0.200000,0.000000,-0.247126,0.200000,0.000000
0.990851,-5.582648,0.647846,0.122083,0.693038,-0.156020,0.818679,0.489173,0,0,0,0,0.196874,0.200000,0.000000,0.247126,-0.200000,0.000000,-0.196874,-0.200000,0.000000,-0.247126,0.200000,0.000000
0.990549,-5.582872,0.647780,0.121745,0.693109,-0.156351,0.818508,0.488884,0,0,0,0,0.196874,0.200000,0.000000,0.247126,-0.200000,0.000000,-0.196874,-0.200000,0.000000,-0.247126,0.200000,0.000000
0.990549,-5.582872,0.647780,0.121745,0.693109,-0.156351,0.818508,0.488884,0,0,0,0,0.196874,0.200000,0.000000,0.247126,-0.200000,0.000000,-0.196874,-0.200000,0.000000,-0.247126,0.200000,0.000000
0.990248,-5.583096,0.647714,0.121408,0.693180,-0.156682,0.818337,0.488594,0,0,0,0,0.196874,0.200000,0.000000,0.247126,-0.200000,0.000000,-0.196874,-0.200000,0.000000,-0.247126,0.200000,0.000000
0.990248,-5.583096,0.647714,0.121408,0.693180,-0.156682,0.818337,0.488594,0,0,0,0,0.196874,0.200000,0.000000,0.247126,-0.200000,0.000000,-0.196874,-0.200000,0.000000,-0.247126,0.200000,0.000000
0.989947,-5.583320,0.647648,0.121071,0.693251,-0.157013,0.818167,0.488304,0,0,0,0,0.196874,0.200000,0.000000,0.247126,-0.200000,0.000000,-0.196874,-0.200000,0.000000,-0.247126,0.200000,0.000000
0.989947,-5.583320,0.647648,0.121071,0.693251,-0.157013,0.818167,0.488304,0,0,0,0,0.196874,0.200000,0.000000,0.247126,-0.200000,0.000000,-0.196874,-0.200000,0.000000,-0.247126,0.200000,0.000000
0.989645,-5.583544,0.647582,0.120733,0.693322,-0.157344,0.817997,0.488014,0,0,0,0,0.196874,0.200000,0.000000,0.247126,-0.200000,0.000000,-0.196874,-0.200000,0.000000,-0.247126,0.200000,0.000000
0.989645,-5.583544,0.647582,0.120733,0.693322,-0.157344,0.817997,0.488014,0,0,0,0,0.196874,0.200000,0.000000,0.247126,-0.200000,0.000000,-0.196874,-0.200000,0.000000,-0.247126,0.200000,0.000000
0.989344,-5.583768,0.647517,0.120396,0.693394,-0.157675,0.817826,0.487725,0,0,0,0,0.196874,0.200000,0.000000,0.247126,-0.200000,0.000000,-0.196874,-0.200000,0.000000,-0.247126,0.200000,0.000000
0.989344,-5.583768,0.647517,0.120396,0.693394,-0.157675,0.817826,0.487725,0,0,0,0,0.196874,0.200000,0.000000,0.247126,-0.200000,0.000000,-0.196874,-0.200000,0.000000,-0.247126,0.200000,0.000000
0.989043,-5.583993,0.647451,0.120058,0.693465,-0.158006,0.817656,0.487435,0,0,0,0,0.196874,0.200000,0.000000,0.247126,-0.200000,0.000000,-0.196874,-0.200000,0.000000,-0.247126,0.200000,0.000000
0.989043,-5.583993,0.647451,0.120058,0.693465,-0.158006,0.817656,0.487435,0,0,0,0,0.196874,0.200000,0.000000,0.247126,-0.200000,0.000000,-0.196874,-0.200000,0.000000,-0.247126,0.200000,0.000000
0.988742,-5.584217,0.647386,0.119721,0.693537,-0.158337,0.817486,0.487145,0,0,0,0,0.196874,0.200000,0.000000,0.247126,-0.200000,0.000000,-0.196874,-0.200000,0.000000,-0.247126,0.200000,0.000000
0.988742,-5.584217,0.647386,0.119721,0.693537,-0.158337,0.817486,0.487145,0,0,0,0,0.196874,0.200000,0.000000,0.247126,-0.200000,0.000000,-0.196874,-0.200000,0.000000,-0.247126,0.200000,0.000000
0.988442,-5.584441,0.647321,0.119383,0.693609,-0.158668,0.817316,0.486855,0,0,0,0,0.196874,0.200000,0.000000,0.247126,-0.200000,0.000000,-0.196874,-0.200000,0.000000,-0.247126,0.200000,0.000000
0.988442,-5.584441,0.647321,0.119383,0.693609,-0.158668,0.817316,0.486855,0,0,0,0,0.196874,0.200000,0.000000,0.247126,-0.200000,0.000000,-0.196874,-0.200000,0.000000,-0.247126,0.200000,0.000000
0.988141,-5.584666,0.647256,0.119046,0.693681,-0.158999,0.817146,0.486565,0,0,0,0,0.196874,0.200000,0.000000,0.247126,-0.200000,0.000000,-0.196874,-0.200000,0.000000,-0.247126,0.200000,0.000000
0.988141,-5.584666,0.647256,0.119046,0.693681,-0.158999,0.817146,0.486565,0,0,0,0,0.196874,0.200000,0.000000,0.247126,-0.200000,0.000000,-0.196874,-0.200000,0.000000,-0.247126,0.200000,0.000000
0.987840,-5.584890,0.647191,0.118708,0.693753,-0.159330,0.816977,0.486275,0,0,0,0,0.196874,0.200000,0.000000,0.247126,-0.200000,0.000000,-0.196874,-0.200000,0.000000,-0.247126,0.200000,0.000000
0.987840,-5.584890,0.647191,0.118708,0.693753,-0.159330,0.816977,0.486275,0,0,0,0,0.196874,0.200000,0.000000,0.247126,-0.200000,0.000000,-0.196874,-0.200000,0.000000,-0.247126,0.200000,0.000000
0.987540,-5.585115,0.647127,0.118370,0.693825,-0.159661,0.816807,0.485984,0,0,0,0,0.196874,0.200000,0.000000,0.247126,-0.200000,0.000000,-0.196874,-0.200000,0.000000,-0.247126,0.200000,0.000000
0.987540,-5.585115,0.647127,0.118370,0.693825,-0.159661,0.816807,0.485984,0,0,0,0,0.196874,0.200000,0.000000,0.247126,-0.200000,0.000000,-0.196874,-0.200000,0.000000,-0.247126,0.200000,0.000000
0.987239,-5.585339,0.647062,0.118032,0.693898,-0.159991,0.816638,0.485694,0,0,0,0,0.196874,0.200000,0.000000,0.247126,-0.200000,0.000000,-0.196874,-0.200000,0.000000,-0.247126,0.200000,0.000000
0.987239,-5.585339,0.647062,0.118032,0.693898,-0.159991,0.816638,0.485694,0,0,0,0,0.196874,0.200000,0.000000,0.247126,-0.200000,0.000000,-0.196874,-0.200000,0.000000,-0.247126,0.200000,0.000000
0.986939,-5.585564,0.646998,0.117695,0.693971,-0.160322,0.816468,0.485404,0,0,0,0,0.196874,0.200000,0.000000,0.247126,-0.200000,0.000000,-0.196874,-0.200000,0.000000,-0.247126,0.200000,0.000000
0.986939,-5.585564,0.646998,0.117695,0.693971,-0.160322,0.816468,0.485404,0,0,0,0,0.196874,0.200000,0.000000,0.247126,-0.200000,0.000000,-0.196874,-0.200000,0.000000,-0.247126,0.200000,0.000000
0.986639,-5.585789,0.646934,0.117357,0.694043,-0.160653,0.816299,0.485113,0,0,0,0,0.196874,0.200000,0.000000,0.247126,-0.200000,0.000000,-0.196874,-0.200000,0.000000,-0.247126,0.200000,0.000000
0.986639,-5.585789,0.646934,0.117357,0.694043,-0.160653,0.816299,0.485113,0,0,0,0,0.196874,0.200000,0.000000,0.247126,-0.200000,0.000000,-0.196874,-0.200000,0.000000,-0.247126,0.200000,0.000000
