t,theta,beta,gamma,in_stance
1.977579,1.675509,-0.000000,0.000000,1
1.978579,1.682938,-0.000000,0.000000,1
1.979579,1.690363,-0.000000,0.000000,1
1.980579,1.697776,-0.000000,0.000000,1
1.981578,1.705167,-0.000000,0.000000,1
1.982578,1.712524,-0.000000,0.000000,1
1.983578,1.719839,-0.000000,0.000000,1
1.984578,1.727100,-0.000000,0.000000,1
1.985577,1.734296,-0.000000,0.000000,1
1.986577,1.741418,-0.000000,0.000000,1
1.987577,1.745329,-0.000000,0.000000,0
1.988577,1.745329,-0.000000,0.000000,0
1.989577,1.745329,-0.000000,0.000000,0
1.990576,1.745329,-0.000000,0.000000,0
1.991576,1.745329,-0.000000,0.000000,0
1.992576,1.745329,-0.000000,0.000000,0
1.993576,1.745329,-0.000000,0.000000,0
1.994576,1.745329,-0.000000,0.000000,0
1.995575,1.745329,-0.000000,0.000000,0
1.996575,1.745329,-0.000000,0.000000,0
1.997575,1.745329,-0.000000,0.000000,0
1.998575,1.745329,-0.000000,0.000000,0
1.999575,1.745329,-0.000000,0.000000,0
2.000574,1.745329,-0.000000,0.000000,0
2.001574,1.745329,-0.000000,0.000000,0
2.002574,1.745329,-0.000000,0.000000,0
2.003574,1.745329,-0.000000,0.000000,0
2.004573,1.745329,-0.000000,0.000000,0
2.005573,1.745329,-0.000000,0.000000,0
2.006573,1.745329,-0.000000,0.000000,0
2.007573,1.745329,-0.000000,0.000000,0
2.008573,1.745329,-0.000000,0.000000,0
2.009572,1.745329,-0.000000,0.000000,0
2.010572,1.745329,-0.000000,0.000000,0
2.011572,1.745329,-0.000000,0.000000,0
2.012572,1.745329,-0.000000,0.000000,0
2.013572,1.745329,-0.000000,0.000000,0
2.014571,1.745329,-0.000000,0.000000,0
2.015571,1.745329,-0.000000,0.000000,0
2.016571,1.745329,-0.000000,0.000000,0
2.017571,1.745329,-0.000000,0.000000,0
2.018570,1.745329,-0.000000,0.000000,0
2.019570,1.745329,-0.000000,0.000000,0
2.020570,1.745329,-0.000000,0.000000,0
2.021570,1.745329,-0.000000,0.000000,0
2.022570,1.745329,-0.000000,0.000000,0
2.023569,1.745329,-0.000000,0.000000,0
2.024569,1.745329,-0.000000,0.000000,0
2.025569,1.745329,-0.000000,0.000000,0
2.026569,1.745329,-0.000000,0.000000,0
2.027569,1.745329,-0.000000,0.000000,0
2.028568,1.745329,-0.000000,0.000000,0
2.029568,1.745329,-0.000000,0.000000,0
2.030568,1.745329,-0.000000,0.000000,0
2.031568,1.745329,-0.000000,0.000000,0
2.032567,1.745329,-0.000000,0.000000,0
2.033567,1.745329,-0.000000,0.000000,0
2.034567,1.745329,-0.000000,0.000000,0
2.035567,1.745329,-0.000000,0.000000,0
2.036567,1.745329,-0.000000,0.000000,0
2.037566,1.745329,-0.000000,0.000000,0
2.038566,1.745329,-0.000000,0.000000,0
2.039566,1.745329,-0.000000,0.000000,0
2.040566,1.745329,-0.000000,0.000000,0
2.041566,1.745329,-0.000000,0.000000,0
2.042565,1.745329,-0.000000,0.000000,0
2.043565,1.745329,-0.000000,0.000000,0
2.044565,1.745329,-0.000000,0.000000,0
2.045565,1.745329,-0.000000,0.000000,0
2.046565,1.745329,-0.000000,0.000000,0
2.047564,1.745329,-0.000000,0.000000,0
2.048564,1.745329,-0.000000,0.000000,0
2.049564,1.745329,-0.000000,0.000000,0
2.050564,1.745329,-0.000000,0.000000,0
2.051563,1.745329,-0.000000,0.000000,0
2.052563,1.745329,-0.000000,0.000000,0
2.053563,1.745329,-0.000000,0.000000,0
2.054563,1.745329,-0.000000,0.000000,0
2.055563,1.745329,-0.000000,0.000000,0
2.056562,1.745329,-0.000000,0.000000,0
2.057562,1.745329,-0.000000,0.000000,0
2.058562,1.745329,-0.000000,0.000000,0
2.059562,1.745329,-0.000000,0.000000,0
2.060562,1.745329,-0.000000,0.000000,0
2.061561,1.745329,-0.000000,0.000000,0
2.062561,1.745329,-0.000000,0.000000,0
2.063561,1.745329,-0.000000,0.000000,0
2.064561,1.745329,-0.000000,0.000000,0
2.065560,1.745329,-0.000000,0.000000,0
2.066560,1.745329,-0.000000,0.000000,0
2.067560,1.745329,-0.000000,0.000000,0
2.068560,1.745329,-0.000000,0.000000,0
2.069560,1.745329,-0.000000,0.000000,0
2.070559,1.745329,-0.000000,0.000000,0
2.071559,1.745329,-0.000000,0.000000,0
2.072559,1.745329,-0.000000,0.000000,0
2.073559,1.745329,-0.000000,0.000000,0
2.074559,1.745329,-0.000000,0.000000,0
2.075558,1.745329,-0.000000,0.000000,0
2.076558,1.745329,-0.000000,0.000000,0
2.077558,1.745329,-0.000000,0.000000,0
2.078558,1.745329,-0.000000,0.000000,0
2.079557,1.745329,-0.000000,0.000000,0
2.080557,1.745329,-0.000000,0.000000,0
2.081557,1.745329,-0.000000,0.000000,0
2.082557,1.745329,-0.000000,0.000000,0
2.083557,1.745329,-0.000000,0.000000,0
2.084556,1.745329,-0.000000,0.000000,0
2.085556,1.745329,-0.000000,0.000000,0
2.086556,1.745329,-0.000000,0.000000,0
2.087556,1.745329,-0.000000,0.000000,0
2.088556,1.745329,-0.000000,0.000000,0
2.089555,1.745329,-0.000000,0.000000,0
2.090555,1.745329,-0.000000,0.000000,0
2.091555,1.745329,-0.000000,0.000000,0
2.092555,1.745329,-0.000000,0.000000,0
2.093555,1.745329,-0.000000,0.000000,0
2.094554,1.745329,-0.000000,0.000000,0
2.095554,1.745329,-0.000000,0.000000,0
2.096554,1.745329,-0.000000,0.000000,0
2.097554,1.745329,-0.000000,0.000000,0
2.098553,1.745329,-0.000000,0.000000,0
2.099553,1.745329,-0.000000,0.000000,0
2.100553,1.745329,-0.000000,0.000000,0
2.101553,1.745329,-0.000000,0.000000,0
2.102553,1.745329,-0.000000,0.000000,0
2.103552,1.745329,-0.000000,0.000000,0
2.104552,1.745329,-0.000000,0.000000,0
2.105552,1.745329,-0.000000,0.000000,0
2.106552,1.745329,-0.000000,0.000000,0
2.107552,1.745329,-0.000000,0.000000,0
2.108551,1.745329,-0.000000,0.000000,0
2.109551,1.745329,-0.000000,0.000000,0
2.110551,1.745329,-0.000000,0.000000,0
2.111551,1.745329,-0.000000,0.000000,0
2.112550,1.745329,-0.000000,0.000000,0
2.113550,1.745329,-0.000000,0.000000,0
2.114550,1.745329,-0.000000,0.000000,0
2.115550,1.745329,-0.000000,0.000000,0
2.116550,1.745329,-0.000000,0.000000,0
2.117549,1.745329,-0.000000,0.000000,0
2.118549,1.745329,-0.000000,0.000000,0
2.119549,1.745329,-0.000000,0.000000,0
2.120549,1.745329,-0.000000,0.000000,0
2.121549,1.745329,-0.000000,0.000000,0
2.122548,1.745329,-0.000000,0.000000,0
2.123548,1.745329,-0.000000,0.000000,0
2.124548,1.745329,-0.000000,0.000000,0
2.125548,1.745329,-0.000000,0.000000,0
2.126547,1.745329,-0.000000,0.000000,0
2.127547,1.745329,-0.000000,0.000000,0
2.128547,1.745329,-0.000000,0.000000,0
2.129547,1.745329,-0.000000,0.000000,0
2.130547,1.745329,-0.000000,0.000000,0
2.131546,1.745329,-0.000000,0.000000,0
2.132546,1.745329,-0.000000,0.000000,0
2.133546,1.745329,-0.000000,0.000000,0
2.134546,1.745329,-0.000000,0.000000,0
2.135546,1.745329,-0.000000,0.000000,0
2.136545,1.745329,-0.000000,0.000000,0
2.137545,1.745329,-0.000000,0.000000,0
2.138545,1.745329,-0.000000,0.000000,0
2.139545,1.745329,-0.000000,0.000000,0
2.140545,1.745329,-0.000000,0.000000,0
2.141544,1.745329,-0.000000,0.000000,0
2.142544,1.745329,-0.000000,0.000000,0
2.143544,1.745329,0.122173,0.000000,1
2.144543,1.739781,0.120252,0.000000,1
2.145541,1.734157,0.118327,0.000000,1
2.146540,1.728466,0.116397,0.000000,1
2.147538,1.722717,0.114462,0.000000,1
2.148537,1.716918,0.112521,0.000000,1
2.149536,1.711078,0.110574,0.000000,1
2.150534,1.705205,0.108621,0.000000,1
2.151533,1.699307,0.106660,0.000000,1
2.152532,1.693393,0.104693,0.000000,1
2.153530,1.687470,0.102719,0.000000,1
2.154529,1.681545,0.100737,0.000000,1
2.155528,1.675627,0.098747,0.000000,1
2.156526,1.669723,0.096749,0.000000,1
2.157525,1.663840,0.094744,0.000000,1
2.158523,1.657985,0.092729,0.000000,1
2.159522,1.652165,0.090706,0.000000,1
2.160521,1.646388,0.088675,0.000000,1
2.161519,1.640659,0.086635,0.000000,1
2.162518,1.634986,0.084586,0.000000,1
2.163517,1.629375,0.082529,0.000000,1
2.164515,1.623831,0.080463,0.000000,1
2.165514,1.618363,0.078387,0.000000,1
2.166513,1.612974,0.076304,0.000000,1
2.167511,1.607671,0.074211,0.000000,1
2.168510,1.602461,0.072109,0.000000,1
2.169508,1.597347,0.069999,0.000000,1
2.170507,1.592337,0.067881,0.000000,1
2.171506,1.587434,0.065754,0.000000,1
2.172504,1.582645,0.063618,0.000000,1
2.173503,1.577974,0.061475,0.000000,1
2.174502,1.573426,0.059323,0.000000,1
2.175500,1.569005,0.057164,0.000000,1
2.176499,1.564716,0.054996,0.000000,1
2.177498,1.560564,0.052822,0.000000,1
2.178496,1.556552,0.050640,0.000000,1
2.179495,1.552685,0.048451,0.000000,1
2.180494,1.548966,0.046255,0.000000,1
2.181492,1.545400,0.044052,0.000000,1
2.182491,1.541988,0.041843,0.000000,1
2.183489,1.538736,0.039628,0.000000,1
2.184488,1.535646,0.037407,0.000000,1
2.185487,1.532721,0.035181,0.000000,1
2.186485,1.529964,0.032949,0.000000,1
2.187484,1.527377,0.030712,0.000000,1
2.188483,1.524964,0.028471,0.000000,1
2.189481,1.522725,0.026225,0.000000,1
2.190480,1.520665,0.023975,0.000000,1
2.191479,1.518784,0.021722,0.000000,1
2.192477,1.517084,0.019465,0.000000,1
2.193476,1.515567,0.017205,0.000000,1
2.194474,1.514235,0.014943,0.000000,1
2.195473,1.513088,0.012678,0.000000,1
2.196472,1.512128,0.010411,0.000000,1
2.197470,1.511356,0.008143,0.000000,1
2.198469,1.510772,0.005873,0.000000,1
2.199468,1.510377,0.003602,0.000000,1
2.200466,1.510171,0.001331,0.000000,1
2.201465,1.510155,-0.000940,0.000000,1
2.202464,1.510328,-0.003212,0.000000,1
2.203462,1.510691,-0.005482,0.000000,1
2.204461,1.511242,-0.007752,0.000000,1
2.205459,1.511982,-0.010021,0.000000,1
2.206458,1.512910,-0.012288,0.000000,1
2.207457,1.514025,-0.014553,0.000000,1
2.208455,1.515325,-0.016816,0.000000,1
2.209454,1.516810,-0.019076,0.000000,1
2.210453,1.518478,-0.021334,0.000000,1
2.211451,1.520328,-0.023588,0.000000,1
2.212450,1.522358,-0.025838,0.000000,1
2.213449,1.524566,-0.028085,0.000000,1
2.214447,1.526949,-0.030327,0.000000,1
2.215446,1.529506,-0.032564,0.000000,1
2.216444,1.532234,-0.034797,0.000000,1
2.217443,1.535131,-0.037024,0.000000,1
2.218442,1.538193,-0.039246,0.000000,1
2.219440,1.541417,-0.041462,0.000000,1
2.220439,1.544801,-0.043672,0.000000,1
2.221438,1.548342,-0.045876,0.000000,1
2.222436,1.552034,-0.048073,0.000000,1
2.223435,1.555876,-0.050263,0.000000,1
2.224434,1.559864,-0.052447,0.000000,1
2.225432,1.563992,-0.054623,0.000000,1
2.226431,1.568257,-0.056791,0.000000,1
2.227430,1.572656,-0.058952,0.000000,1
2.228428,1.577182,-0.061105,0.000000,1
2.229427,1.581833,-0.063250,0.000000,1
2.230425,1.586602,-0.065387,0.000000,1
2.231424,1.591485,-0.067515,0.000000,1
2.232423,1.596478,-0.069635,0.000000,1
2.233421,1.601574,-0.071747,0.000000,1
2.234420,1.606768,-0.073850,0.000000,1
2.235419,1.612055,-0.075944,0.000000,1
2.236417,1.617429,-0.078029,0.000000,1
2.237416,1.622885,-0.080106,0.000000,1
2.238415,1.628416,-0.082174,0.000000,1
2.239413,1.634016,-0.084233,0.000000,1
2.240412,1.639679,-0.086283,0.000000,1
2.241410,1.645398,-0.088325,0.000000,1
2.242409,1.651168,-0.090358,0.000000,1
2.243408,1.656981,-0.092382,0.000000,1
2.244406,1.662830,-0.094397,0.000000,1
2.245405,1.668709,-0.096405,0.000000,1
2.246404,1.674610,-0.098404,0.000000,1
2.247402,1.680526,-0.100395,0.000000,1
2.248401,1.686450,-0.102378,0.000000,1
2.249400,1.692374,-0.104354,0.000000,1
2.250398,1.698290,-0.106322,0.000000,1
2.251397,1.704192,-0.108284,0.000000,1
2.252395,1.710069,-0.110238,0.000000,1
2.253394,1.715916,-0.112186,0.000000,1
2.254393,1.721722,-0.114128,0.000000,1
2.255391,1.727481,-0.116064,0.000000,1
2.256390,1.733182,-0.117995,0.000000,1
2.257389,1.738819,-0.119921,0.000000,1
2.258387,1.744380,-0.121843,0.000000,1
2.259386,1.745329,-0.122139,0.000000,0
2.260385,1.745329,-0.122008,0.000000,0
2.261383,1.745329,-0.121778,0.000000,0
2.262382,1.745329,-0.121449,0.000000,0
2.263381,1.745329,-0.121021,0.000000,0
2.264379,1.745329,-0.120495,0.000000,0
2.265378,1.745329,-0.119869,0.000000,0
2.266376,1.745329,-0.119145,0.000000,0
2.267375,1.745329,-0.118322,0.000000,0
2.268374,1.745329,-0.117400,0.000000,0
2.269372,1.745329,-0.116379,0.000000,0
2.270371,1.745329,-0.115260,0.000000,0
2.271370,1.745329,-0.114041,0.000000,0
2.272368,1.745329,-0.112724,0.000000,0
2.273367,1.745329,-0.111308,0.000000,0
2.274366,1.745329,-0.109793,0.000000,0
2.275364,1.745329,-0.108179,0.000000,0
2.276363,1.745329,-0.106467,0.000000,0
2.277361,1.745329,-0.104655,0.000000,0
2.278360,1.745329,-0.102745,0.000000,0
2.279359,1.745329,-0.100736,0.000000,0
2.280357,1.745329,-0.098628,0.000000,0
2.281356,1.745329,-0.096421,0.000000,0
2.282355,1.745329,-0.094115,0.000000,0
2.283353,1.745329,-0.091711,0.000000,0
2.284352,1.745329,-0.089208,0.000000,0
2.285351,1.745329,-0.086606,0.000000,0
2.286349,1.745329,-0.083905,0.000000,0
2.287348,1.745329,-0.081106,0.000000,0
2.288346,1.745329,-0.078268,0.000000,0
2.289345,1.745329,-0.075431,0.000000,0
2.290344,1.745329,-0.072594,0.000000,0
2.291342,1.745329,-0.069757,0.000000,0
2.292341,1.745329,-0.066919,0.000000,0
2.293340,1.745329,-0.064082,0.000000,0
2.294338,1.745329,-0.061245,0.000000,0
2.295337,1.745329,-0.058408,0.000000,0
2.296336,1.745329,-0.055570,0.000000,0
2.297334,1.745329,-0.052733,0.000000,0
2.298333,1.745329,-0.049896,0.000000,0
2.299331,1.745329,-0.047059,0.000000,0
2.300330,1.745329,-0.044221,0.000000,0
2.301329,1.745329,-0.041384,0.000000,0
2.302327,1.745329,-0.038547,0.000000,0
2.303326,1.745329,-0.035710,0.000000,0
2.304325,1.745329,-0.032872,0.000000,0
2.305323,1.745329,-0.030035,0.000000,0
2.306322,1.745329,-0.027198,0.000000,0
2.307321,1.745329,-0.024361,0.000000,0
2.308319,1.745329,-0.021523,0.000000,0
2.309318,1.745329,-0.018686,0.000000,0
2.310317,1.745329,-0.015849,0.000000,0
2.311315,1.745329,-0.013012,0.000000,0
2.312314,1.745329,-0.010174,0.000000,0
2.313312,1.745329,-0.007337,0.000000,0
2.314311,1.745329,-0.004500,0.000000,0
2.315310,1.745329,-0.001663,0.000000,0
2.316308,1.745329,0.001174,0.000000,0
2.317307,1.745329,0.004012,0.000000,0
2.318306,1.745329,0.006849,0.000000,0
2.319304,1.745329,0.009686,0.000000,0
2.320303,1.745329,0.012523,0.000000,0
2.321302,1.745329,0.015361,0.000000,0
2.322300,1.745329,0.018198,0.000000,0
2.323299,1.745329,0.021035,0.000000,0
2.324297,1.745329,0.023872,0.000000,0
2.325296,1.745329,0.026710,0.000000,0
2.326295,1.745329,0.029547,0.000000,0
2.327293,1.745329,0.032384,0.000000,0
2.328292,1.745329,0.035221,0.000000,0
2.329291,1.745329,0.038059,0.000000,0
2.330289,1.745329,0.040896,0.000000,0
2.331288,1.745329,0.043733,0.000000,0
2.332287,1.745329,0.046570,0.000000,0
2.333285,1.745329,0.049408,0.000000,0
2.334284,1.745329,0.052245,0.000000,0
2.335282,1.745329,0.055082,0.000000,0
2.336281,1.745329,0.057919,0.000000,0
2.337280,1.745329,0.060757,0.000000,0
2.338278,1.745329,0.063594,0.000000,0
2.339277,1.745329,0.066431,0.000000,0
2.340276,1.745329,0.069268,0.000000,0
2.341274,1.745329,0.072106,0.000000,0
2.342273,1.745329,0.074943,0.000000,0
2.343272,1.745329,0.077780,0.000000,0
2.344270,1.745329,0.080617,0.000000,0
2.345269,1.745329,0.083430,0.000000,0
2.346268,1.745329,0.086148,0.000000,0
2.347266,1.745329,0.088767,0.000000,0
2.348265,1.745329,0.091287,0.000000,0
2.349263,1.745329,0.093709,0.000000,0
2.350262,1.745329,0.096031,0.000000,0
2.351261,1.745329,0.098255,0.000000,0
2.352259,1.745329,0.100380,0.000000,0
2.353258,1.745329,0.102406,0.000000,0
2.354257,1.745329,0.104333,0.000000,0
2.355255,1.745329,0.106162,0.000000,0
2.356254,1.745329,0.107891,0.000000,0
2.357253,1.745329,0.109522,0.000000,0
2.358251,1.745329,0.111054,0.000000,0
2.359250,1.745329,0.112487,0.000000,0
2.360248,1.745329,0.113822,0.000000,0
2.361247,1.745329,0.115057,0.000000,0
2.362246,1.745329,0.116194,0.000000,0
2.363244,1.745329,0.117231,0.000000,0
2.364243,1.745329,0.118170,0.000000,0
2.365242,1.745329,0.119010,0.000000,0
2.366240,1.745329,0.119752,0.000000,0
2.367239,1.745329,0.120394,0.000000,0
2.368238,1.745329,0.120938,0.000000,0
2.369236,1.745329,0.121382,0.000000,0
2.370235,1.745329,0.121728,0.000000,0
2.371233,1.745329,0.121975,0.000000,0
2.372232,1.745329,0.122124,0.000000,0
2.373231,1.745329,0.122173,0.000000,1
2.374229,1.739781,0.120252,0.000000,1
2.375228,1.734157,0.118327,0.000000,1
2.376227,1.728466,0.116397,0.000000,1
2.377225,1.722717,0.114462,0.000000,1
2.378224,1.716918,0.112521,0.000000,1
2.379223,1.711078,0.110574,0.000000,1
2.380221,1.705205,0.108621,0.000000,1
2.381220,1.699307,0.106660,0.000000,1
2.382218,1.693393,0.104693,0.000000,1
2.383217,1.687470,0.102719,0.000000,1
2.384216,1.681545,0.100737,0.000000,1
2.385214,1.675627,0.098747,0.000000,1
2.386213,1.669723,0.096749,0.000000,1
2.387212,1.663840,0.094744,0.000000,1
2.388210,1.657985,0.092729,0.000000,1
2.389209,1.652165,0.090706,0.000000,1
2.390208,1.646388,0.088675,0.000000,1
2.391206,1.640659,0.086635,0.000000,1
2.392205,1.634986,0.084586,0.000000,1
2.393204,1.629375,0.082529,0.000000,1
2.394202,1.623831,0.080463,0.000000,1
2.395201,1.618363,0.078387,0.000000,1
2.396199,1.612974,0.076304,0.000000,1
2.397198,1.607671,0.074211,0.000000,1
2.398197,1.602461,0.072109,0.000000,1
2.399195,1.597347,0.069999,0.000000,1
2.400194,1.592337,0.067881,0.000000,1
2.401193,1.587434,0.065754,0.000000,1
2.402191,1.582645,0.063618,0.000000,1
2.403190,1.577974,0.061475,0.000000,1
2.404189,1.573426,0.059323,0.000000,1
2.405187,1.569005,0.057164,0.000000,1
2.406186,1.564716,0.054996,0.000000,1
2.407184,1.560564,0.052822,0.000000,1
2.408183,1.556552,0.050640,0.000000,1
2.409182,1.552685,0.048451,0.000000,1
2.410180,1.548966,0.046255,0.000000,1
2.411179,1.545400,0.044052,0.000000,1
2.412178,1.541988,0.041843,0.000000,1
2.413176,1.538736,0.039628,0.000000,1
2.414175,1.535646,0.037407,0.000000,1
2.415174,1.532721,0.035181,0.000000,1
2.416172,1.529964,0.032949,0.000000,1
2.417171,1.527377,0.030712,0.000000,1
2.418169,1.524964,0.028471,0.000000,1
2.419168,1.522725,0.026225,0.000000,1
2.420167,1.520665,0.023975,0.000000,1
2.421165,1.518784,0.021722,0.000000,1
2.422164,1.517084,0.019465,0.000000,1
2.423163,1.515567,0.017205,0.000000,1
2.424161,1.514235,0.014943,0.000000,1
2.425160,1.513088,0.012678,0.000000,1
2.426159,1.512128,0.010411,0.000000,1
2.427157,1.511356,0.008143,0.000000,1
2.428156,1.510772,0.005873,0.000000,1
2.429155,1.510377,0.003602,0.000000,1
2.430153,1.510171,0.001331,0.000000,1
2.431152,1.510155,-0.000940,0.000000,1
2.432150,1.510328,-0.003212,0.000000,1
2.433149,1.510691,-0.005482,0.000000,1
2.434148,1.511242,-0.007752,0.000000,1
2.435146,1.511982,-0.010021,0.000000,1
2.436145,1.512910,-0.012288,0.000000,1
2.437144,1.514025,-0.014553,0.000000,1
2.438142,1.515325,-0.016816,0.000000,1
2.439141,1.516810,-0.019076,0.000000,1
2.440140,1.518478,-0.021334,0.000000,1
2.441138,1.520328,-0.023588,0.000000,1
2.442137,1.522358,-0.025838,0.000000,1
2.443135,1.524566,-0.028085,0.000000,1
2.444134,1.526949,-0.030327,0.000000,1
2.445133,1.529506,-0.032564,0.000000,1
2.446131,1.532234,-0.034797,0.000000,1
2.447130,1.535131,-0.037024,0.000000,1
2.448129,1.538193,-0.039246,0.000000,1
2.449127,1.541417,-0.041462,0.000000,1
2.450126,1.544801,-0.043672,0.000000,1
2.451125,1.548342,-0.045876,0.000000,1
2.452123,1.552034,-0.048073,0.000000,1
2.453122,1.555876,-0.050263,0.000000,1
2.454120,1.559864,-0.052447,0.000000,1
2.455119,1.563992,-0.054623,0.000000,1
2.456118,1.568257,-0.056791,0.000000,1
2.457116,1.572656,-0.058952,0.000000,1
2.458115,1.577182,-0.061105,0.000000,1
2.459114,1.581833,-0.063250,0.000000,1
2.460112,1.586602,-0.065387,0.000000,1
2.461111,1.591485,-0.067515,0.000000,1
2.462110,1.596478,-0.069635,0.000000,1
2.463108,1.601574,-0.071747,0.000000,1
2.464107,1.606768,-0.073850,0.000000,1
2.465105,1.612055,-0.075944,0.000000,1
2.466104,1.617429,-0.078029,0.000000,1
2.467103,1.622885,-0.080106,0.000000,1
2.468101,1.628416,-0.082174,0.000000,1
2.469100,1.634016,-0.084233,0.000000,1
2.470099,1.639679,-0.086283,0.000000,1
2.471097,1.645398,-0.088325,0.000000,1
2.472096,1.651168,-0.090358,0.000000,1
2.473095,1.656981,-0.092382,0.000000,1
2.474093,1.662830,-0.094397,0.000000,1
2.475092,1.668709,-0.096405,0.000000,1
2.476091,1.674610,-0.098404,0.000000,1
2.477089,1.680526,-0.100395,0.000000,1
2.478088,1.686450,-0.102378,0.000000,1
2.479086,1.692374,-0.104354,0.000000,1
2.480085,1.698290,-0.106322,0.000000,1
2.481084,1.704192,-0.108284,0.000000,1
2.482082,1.710069,-0.110238,0.000000,1
2.483081,1.715916,-0.112186,0.000000,1
2.484080,1.721722,-0.114128,0.000000,1
2.485078,1.727481,-0.116064,0.000000,1
2.486077,1.733182,-0.117995,0.000000,1
2.487076,1.738819,-0.119921,0.000000,1
2.488074,1.744380,-0.121843,0.000000,1
2.489073,1.745329,-0.122139,0.000000,0
2.490071,1.745329,-0.122008,0.000000,0
2.491070,1.745329,-0.121778,0.000000,0
2.492069,1.745329,-0.121449,0.000000,0
2.493067,1.745329,-0.121021,0.000000,0
2.494066,1.745329,-0.120495,0.000000,0
2.495065,1.745329,-0.119869,0.000000,0
2.496063,1.745329,-0.119145,0.000000,0
2.497062,1.745329,-0.118322,0.000000,0
2.498061,1.745329,-0.117400,0.000000,0
2.499059,1.745329,-0.116379,0.000000,0
2.500058,1.745329,-0.115260,0.000000,0
2.501056,1.745329,-0.114041,0.000000,0
2.502055,1.745329,-0.112724,0.000000,0
2.503054,1.745329,-0.111308,0.000000,0
2.504052,1.745329,-0.109793,0.000000,0
2.505051,1.745329,-0.108179,0.000000,0
2.506050,1.745329,-0.106467,0.000000,0
2.507048,1.745329,-0.104655,0.000000,0
2.508047,1.745329,-0.102745,0.000000,0
2.509046,1.745329,-0.100736,0.000000,0
2.510044,1.745329,-0.098628,0.000000,0
2.511043,1.745329,-0.096421,0.000000,0
2.512042,1.745329,-0.094115,0.000000,0
2.513040,1.745329,-0.091711,0.000000,0
2.514039,1.745329,-0.089208,0.000000,0
2.515037,1.745329,-0.086606,0.000000,0
2.516036,1.745329,-0.083905,0.000000,0
2.517035,1.745329,-0.081106,0.000000,0
2.518033,1.745329,-0.078268,0.000000,0
2.519032,1.745329,-0.075431,0.000000,0
2.520031,1.745329,-0.072594,0.000000,0
2.521029,1.745329,-0.069757,0.000000,0
2.522028,1.745329,-0.066919,0.000000,0
2.523027,1.745329,-0.064082,0.000000,0
2.524025,1.745329,-0.061245,0.000000,0
2.525024,1.745329,-0.058408,0.000000,0
2.526022,1.745329,-0.055570,0.000000,0
2.527021,1.745329,-0.052733,0.000000,0
2.528020,1.745329,-0.049896,0.000000,0
2.529018,1.745329,-0.047059,0.000000,0
2.530017,1.745329,-0.044221,0.000000,0
2.531016,1.745329,-0.041384,0.000000,0
2.532014,1.745329,-0.038547,0.000000,0
2.533013,1.745329,-0.035710,0.000000,0
2.534012,1.745329,-0.032872,0.000000,0
2.535010,1.745329,-0.030035,0.000000,0
2.536009,1.745329,-0.027198,0.000000,0
2.537007,1.745329,-0.024361,0.000000,0
2.538006,1.745329,-0.021523,0.000000,0
2.539005,1.745329,-0.018686,0.000000,0
2.540003,1.745329,-0.015849,0.000000,0
2.541002,1.745329,-0.013012,0.000000,0
2.542001,1.745329,-0.010174,0.000000,0
2.542999,1.745329,-0.007337,0.000000,0
2.543998,1.745329,-0.004500,0.000000,0
2.544997,1.745329,-0.001663,0.000000,0
2.545995,1.745329,0.001174,0.000000,0
2.546994,1.745329,0.004012,0.000000,0
2.547993,1.745329,0.006849,0.000000,0
2.548991,1.745329,0.009686,0.000000,0
2.549990,1.745329,0.012523,0.000000,0
2.550988,1.745329,0.015361,0.000000,0
2.551987,1.745329,0.018198,0.000000,0
2.552986,1.745329,0.021035,0.000000,0
2.553984,1.745329,0.023872,0.000000,0
2.554983,1.745329,0.026710,0.000000,0
2.555982,1.745329,0.029547,0.000000,0
2.556980,1.745329,0.032384,0.000000,0
2.557979,1.745329,0.035221,0.000000,0
2.558978,1.745329,0.038059,0.000000,0
2.559976,1.745329,0.040896,0.000000,0
2.560975,1.745329,0.043733,0.000000,0
2.561973,1.745329,0.046570,0.000000,0
2.562972,1.745329,0.049408,0.000000,0
2.563971,1.745329,0.052245,0.000000,0
2.564969,1.745329,0.055082,0.000000,0
2.565968,1.745329,0.057919,0.000000,0
2.566967,1.745329,0.060757,0.000000,0
2.567965,1.745329,0.063594,0.000000,0
2.568964,1.745329,0.066431,0.000000,0
2.569963,1.745329,0.069268,0.000000,0
2.570961,1.745329,0.072106,0.000000,0
2.571960,1.745329,0.074943,0.000000,0
2.572958,1.745329,0.077780,0.000000,0
2.573957,1.745329,0.080617,0.000000,0
2.574956,1.745329,0.083430,0.000000,0
2.575954,1.745329,0.086148,0.000000,0
2.576953,1.745329,0.088767,0.000000,0
2.577952,1.745329,0.091287,0.000000,0
2.578950,1.745329,0.093709,0.000000,0
2.579949,1.745329,0.096031,0.000000,0
2.580948,1.745329,0.098255,0.000000,0
2.581946,1.745329,0.100380,0.000000,0
2.582945,1.745329,0.102406,0.000000,0
2.583943,1.745329,0.104333,0.000000,0
2.584942,1.745329,0.106162,0.000000,0
2.585941,1.745329,0.107891,0.000000,0
2.586939,1.745329,0.109522,0.000000,0
2.587938,1.745329,0.111054,0.000000,0
2.588937,1.745329,0.112487,0.000000,0
2.589935,1.745329,0.113822,0.000000,0
2.590934,1.745329,0.115057,0.000000,0
2.591933,1.745329,0.116194,0.000000,0
2.592931,1.745329,0.117231,0.000000,0
