0.296706,-5.55112E-17,0.296706,5.55112E-17,0.296706,5.55112E-17,0.296706,-5.55112E-17,-1,-1,-1,-1
0.297228,0.000345108,0.29717,-0.00283929,0.29717,-0.0003023,0.297228,0.00279648,-1,-1,-1,-1
0.29775,0.000690216,0.297634,-0.00567859,0.297634,-0.000604599,0.29775,0.00559297,-1,-1,-1,-1
0.298272,0.00103532,0.298098,-0.00851788,0.298098,-0.000906899,0.298272,0.00838945,-1,-1,-1,-1
0.298794,0.00138043,0.298561,-0.0113572,0.298561,-0.0012092,0.298794,0.0111859,-1,-1,-1,-1
0.299316,0.00172554,0.299025,-0.0141965,0.299025,-0.0015115,0.299316,0.0139824,-1,-1,-1,-1
0.299838,0.00207065,0.299489,-0.0170358,0.299489,-0.0018138,0.299838,0.0167789,-1,-1,-1,-1
0.30036,0.00241575,0.299953,-0.0198751,0.299953,-0.0021161,0.30036,0.0195754,-1,-1,-1,-1
0.300882,0.00276086,0.300417,-0.0227143,0.300417,-0.0024184,0.300882,0.0223719,-1,-1,-1,-1
0.301405,0.00310597,0.300881,-0.0255536,0.300881,-0.0027207,0.301405,0.0251684,-1,-1,-1,-1
0.301927,0.00345108,0.301344,-0.0283929,0.301344,-0.003023,0.301927,0.0279648,-1,-1,-1,-1
0.302449,0.00379619,0.301808,-0.0312322,0.301808,-0.0033253,0.302449,0.0307613,-1,-1,-1,-1
0.302971,0.00414129,0.302272,-0.0340715,0.302272,-0.0036276,0.302971,0.0335578,-1,-1,-1,-1
0.303493,0.0044864,0.302736,-0.0369108,0.302736,-0.00392989,0.303493,0.0363543,-1,-1,-1,-1
0.304015,0.00483151,0.3032,-0.0397501,0.3032,-0.00423219,0.304015,0.0391508,-1,-1,-1,-1
0.304537,0.00517662,0.303664,-0.0425894,0.303664,-0.00453449,0.304537,0.0419473,-1,-1,-1,-1
0.305059,0.00552173,0.304128,-0.0454287,0.304128,-0.00483679,0.305059,0.0447438,-1,-1,-1,-1
0.305581,0.00586683,0.304591,-0.048268,0.304591,-0.00513909,0.305581,0.0475402,-1,-1,-1,-1
0.306103,0.00621194,0.305055,-0.0511073,0.305055,-0.00544139,0.306103,0.0503367,-1,-1,-1,-1
0.306625,0.00655705,0.305519,-0.0539466,0.305519,-0.00574369,0.306625,0.0531332,-1,-1,-1,-1
0.307147,0.00690216,0.305983,-0.0567859,0.305983,-0.00604599,0.307147,0.0559297,-1,-1,-1,-1
0.307669,0.00724726,0.306447,-0.0596252,0.306447,-0.00634829,0.307669,0.0587262,-1,-1,-1,-1
0.308191,0.00759237,0.306911,-0.0624644,0.306911,-0.00665059,0.308191,0.0615227,-1,-1,-1,-1
0.308713,0.00793748,0.307374,-0.0653037,0.307374,-0.00695289,0.308713,0.0643192,-1,-1,-1,-1
0.309235,0.00828259,0.307838,-0.068143,0.307838,-0.00725519,0.309235,0.0671156,-1,-1,-1,-1
0.309757,0.0086277,0.308302,-0.0709823,0.308302,-0.00755749,0.309757,0.0699121,-1,-1,-1,-1
0.31028,0.0089728,0.308766,-0.0738216,0.308766,-0.00785979,0.31028,0.0727086,-1,-1,-1,-1
0.310802,0.00931791,0.30923,-0.0766609,0.30923,-0.00816209,0.310802,0.0755051,-1,-1,-1,-1
0.311324,0.00966302,0.309694,-0.0795002,0.309694,-0.00846439,0.311324,0.0783016,-1,-1,-1,-1
0.311846,0.0100081,0.310158,-0.0823395,0.310158,-0.00876669,0.311846,0.0810981,-1,-1,-1,-1
