0.296706,-0,0.296706,0,0.296706,0,0.296706,-0
0.296706,-0.000537669,0.296706,0.0005656,0.296706,0.00118706,0.296706,-0.00111025
0.296706,-0.00107534,0.296706,0.0011312,0.296706,0.00237412,0.296706,-0.0022205
0.296706,-0.00161301,0.296706,0.0016968,0.296706,0.00356118,0.296706,-0.00333075
0.296706,-0.00215068,0.296706,0.0022624,0.296706,0.00474825,0.296706,-0.00444101
0.296706,-0.00268834,0.296706,0.002828,0.296706,0.00593531,0.296706,-0.00555126
0.296706,-0.00322601,0.296706,0.0033936,0.296706,0.00712237,0.296706,-0.00666151
0.296706,-0.00376368,0.296706,0.0039592,0.296706,0.00830943,0.296706,-0.00777176
0.296706,-0.00430135,0.296706,0.0045248,0.296706,0.00949649,0.296706,-0.00888201
0.296706,-0.00483902,0.296706,0.0050904,0.296706,0.0106836,0.296706,-0.00999226
0.296706,-0.00537669,0.296706,0.005656,0.296706,0.0118706,0.296706,-0.0111025
0.296706,-0.00591436,0.296706,0.0062216,0.296706,0.0130577,0.296706,-0.0122128
0.296706,-0.00645203,0.296706,0.0067872,0.296706,0.0142447,0.296706,-0.013323
0.296706,-0.0069897,0.296706,0.0073528,0.296706,0.0154318,0.296706,-0.0144333
0.296706,-0.00752737,0.296706,0.0079184,0.296706,0.0166189,0.296706,-0.0155435
0.296706,-0.00806503,0.296706,0.008484,0.296706,0.0178059,0.296706,-0.0166538
0.296706,-0.0086027,0.296706,0.0090496,0.296706,0.018993,0.296706,-0.017764
0.296706,-0.00914037,0.296706,0.0096152,0.296706,0.02018,0.296706,-0.0188743
0.296706,-0.00967804,0.296706,0.0101808,0.296706,0.0213671,0.296706,-0.0199845
0.296706,-0.0102157,0.296706,0.0107464,0.296706,0.0225542,0.296706,-0.0210948
0.296706,-0.0107534,0.296706,0.011312,0.296706,0.0237412,0.296706,-0.022205
0.296706,-0.011291,0.296706,0.0118776,0.296706,0.0249283,0.296706,-0.0233153
0.296706,-0.0118287,0.296706,0.0124432,0.296706,0.0261153,0.296706,-0.0244255
0.296706,-0.0123664,0.296706,0.0130088,0.296706,0.0273024,0.296706,-0.0255358
0.296706,-0.0129041,0.296706,0.0135744,0.296706,0.0284895,0.296706,-0.026646
0.296706,-0.0134417,0.296706,0.01414,0.296706,0.0296765,0.296706,-0.0277563
0.296706,-0.0139794,0.296706,0.0147056,0.296706,0.0308636,0.296706,-0.0288665
0.296706,-0.0145171,0.296706,0.0152712,0.296706,0.0320507,0.296706,-0.0299768
0.296706,-0.0150547,0.296706,0.0158368,0.296706,0.0332377,0.296706,-0.031087
0.296706,-0.0155924,0.296706,0.0164024,0.296706,0.0344248,0.296706,-0.0321973
0.296706,-0.0161301,0.296706,0.016968,0.296706,0.0356118,0.296706,-0.0333075
0.296706,-0.0166677,0.296706,0.0175336,0.296706,0.0367989,0.296706,-0.0344178
0.296706,-0.0172054,0.296706,0.0180992,0.296706,0.037986,0.296706,-0.035528
0.296706,-0.0177431,0.296706,0.0186648,0.296706,0.039173,0.296706,-0.0366383
0.296706,-0.0182807,0.296706,0.0192304,0.296706,0.0403601,0.296706,-0.0377485
0.296706,-0.0188184,0.296706,0.019796,0.296706,0.0415471,0.296706,-0.0388588
0.296706,-0.0193561,0.296706,0.0203616,0.296706,0.0427342,0.296706,-0.0399691
0.296706,-0.0198938,0.296706,0.0209272,0.296706,0.0439213,0.296706,-0.0410793
0.296706,-0.0204314,0.296706,0.0214928,0.296706,0.0451083,0.296706,-0.0421896
0.296706,-0.0209691,0.296706,0.0220584,0.296706,0.0462954,0.296706,-0.0432998
0.296706,-0.0215068,0.296706,0.022624,0.296706,0.0474825,0.296706,-0.0444101
0.296706,-0.0220444,0.296706,0.0231896,0.296706,0.0486695,0.296706,-0.0455203
0.296706,-0.0225821,0.296706,0.0237552,0.296706,0.0498566,0.296706,-0.0466306
0.296706,-0.0231198,0.296706,0.0243208,0.296706,0.0510436,0.296706,-0.0477408
0.296706,-0.0236574,0.296706,0.0248864,0.296706,0.0522307,0.296706,-0.0488511
0.296706,-0.0241951,0.296706,0.025452,0.296706,0.0534178,0.296706,-0.0499613
0.296706,-0.0247328,0.296706,0.0260176,0.296706,0.0546048,0.296706,-0.0510716
0.296706,-0.0252704,0.296706,0.0265832,0.296706,0.0557919,0.296706,-0.0521818
0.296706,-0.0258081,0.296706,0.0271488,0.296706,0.0569789,0.296706,-0.0532921
