0.296706,-5.55112e-17,0.296706,5.55112e-17,0.296706,5.55112e-17,0.296706,-5.55112e-17,-1,-1,-1,-1
0.296832,7.98683e-05,0.296846,-0.00115603,0.296846,-0.000100612,0.296832,0.00117677,-1,-1,-1,-1
0.296958,0.000159737,0.296987,-0.00231205,0.296987,-0.000201223,0.296958,0.00235354,-1,-1,-1,-1
0.297085,0.000239605,0.297127,-0.00346808,0.297127,-0.000301835,0.297085,0.00353031,-1,-1,-1,-1
0.297211,0.000319473,0.297267,-0.0046241,0.297267,-0.000402446,0.297211,0.00470707,-1,-1,-1,-1
0.297337,0.000399342,0.297408,-0.00578013,0.297408,-0.000503058,0.297337,0.00588384,-1,-1,-1,-1
0.297463,0.00047921,0.297548,-0.00693615,0.297548,-0.000603669,0.297463,0.00706061,-1,-1,-1,-1
0.29759,0.000559078,0.297688,-0.00809218,0.297688,-0.000704281,0.29759,0.00823738,-1,-1,-1,-1
0.297716,0.000638947,0.297829,-0.0092482,0.297829,-0.000804892,0.297716,0.00941415,-1,-1,-1,-1
0.297842,0.000718815,0.297969,-0.0104042,0.297969,-0.000905504,0.297842,0.0105909,-1,-1,-1,-1
0.297968,0.000798683,0.29811,-0.0115603,0.29811,-0.00100612,0.297968,0.0117677,-1,-1,-1,-1
0.298095,0.000878552,0.29825,-0.0127163,0.29825,-0.00110673,0.298095,0.0129445,-1,-1,-1,-1
0.298221,0.00095842,0.29839,-0.0138723,0.29839,-0.00120734,0.298221,0.0141212,-1,-1,-1,-1
0.298347,0.00103829,0.298531,-0.0150283,0.298531,-0.00130795,0.298347,0.015298,-1,-1,-1,-1
0.298473,0.00111816,0.298671,-0.0161844,0.298671,-0.00140856,0.298473,0.0164748,-1,-1,-1,-1
0.2986,0.00119802,0.298811,-0.0173404,0.298811,-0.00150917,0.2986,0.0176515,-1,-1,-1,-1
0.298726,0.00127789,0.298952,-0.0184964,0.298952,-0.00160978,0.298726,0.0188283,-1,-1,-1,-1
0.298852,0.00135776,0.299092,-0.0196524,0.299092,-0.0017104,0.298852,0.0200051,-1,-1,-1,-1
0.298978,0.00143763,0.299232,-0.0208085,0.299232,-0.00181101,0.298978,0.0211818,-1,-1,-1,-1
