Time,cmd_seq,cmd_sec,cmd_nsec,cmd_theta_a,cmd_beta_a,cmd_trq_r_a,cmd_trq_l_a,cmd_theta_b,cmd_beta_b,cmd_trq_r_b,cmd_trq_l_b,cmd_theta_c,cmd_beta_c,cmd_trq_r_c,cmd_trq_l_c,cmd_theta_d,cmd_beta_d,cmd_trq_r_d,cmd_trq_l_d,state_seq,state_sec,state_nsec,state_theta_a,state_beta_a,state_vel_r_a,state_vel_l_a,state_trq_r_a,state_trq_l_a,state_theta_b,state_beta_b,state_vel_r_b,state_vel_l_b,state_trq_r_b,state_trq_l_b,state_theta_c,state_beta_c,state_vel_r_c,state_vel_l_c,state_trq_r_c,state_trq_l_c,state_theta_d,state_beta_d,state_vel_r_d,state_vel_l_d,state_trq_r_d,state_trq_l_d,imu_seq,imu_sec,imu_nsec,imu_orien_x,imu_orien_y,imu_orien_z,imu_orien_w,imu_ang_vel_x,imu_ang_vel_y,imu_ang_vel_z,imu_lin_acc_x,imu_lin_acc_y,imu_lin_acc_z,imp_seq,imp_sec,imp_nsec,imp_cmd_theta_a,imp_cmd_beta_a,imp_cmd_Fx_a,imp_cmd_Fy_a,imp_cmd_theta_b,imp_cmd_beta_b,imp_cmd_Fx_b,imp_cmd_Fy_b,imp_cmd_theta_c,imp_cmd_beta_c,imp_cmd_Fx_c,imp_cmd_Fy_c,imp_cmd_theta_d,imp_cmd_beta_d,imp_cmd_Fx_d,imp_cmd_Fy_d,force_seq,force_sec,force_nsec,force_Fx_a,force_Fy_a,force_Fx_b,force_Fy_b,force_Fx_c,force_Fy_c,force_Fx_d,force_Fy_d,sim_sec,sim_nsec,sim_pos_x,sim_pos_y,sim_pos_z,sim_orien_x,sim_orien_y,sim_orien_z,sim_orien_w,sim_contact_state_a,sim_contact_state_b,sim_contact_state_c,sim_contact_state_d,power_seq,power_sec,power_nsec,v_0,i_0,v_1,i_1,v_2,i_2,v_3,i_3,v_4,i_4,v_5,i_5,v_6,i_6,v_7,i_7,v_8,i_8,v_9,i_9,v_10,i_10,v_11,i_11,dst_lf,dst_rf,dst_rr,dst_lr,camera_dist,camera_yaw
6.947,0,5,6000000,1.85747,0.47911,0,0,1.60467,0.129147,0,0,1.60467,-0.129147,0,0,1.85747,-0.47911,0,0,6944,6,945000000,1.82906,0.457375,0.000913189,0.000866982,-0.602228,4.51147,1.57984,0.0819324,0.000713367,0.000552825,2.01406,6.48241,1.57793,-0.0725169,-0.00111177,-0.000958317,-7.50109,-2.68875,1.8216,-0.451185,-0.00125687,-0.000601633,-5.73913,0.715864,6944,6,945000000,0.00178683,4.41688e-06,0.000196191,0.999998,-0.000121082,-4.9402e-06,8.28093e-05,-7.14785e-05,0.0350457,9.80997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,945999999,-0.0203004,-0.000638867,0.248155,0.00178677,4.41422e-06,0.000196232,0.999998,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN
6.947,0,5,6000000,1.85747,0.47911,0,0,1.60467,0.129147,0,0,1.60467,-0.129147,0,0,1.85747,-0.47911,0,0,6945,6,945999999,1.82906,0.457376,0.00091928,0.000865813,-0.602321,4.51139,1.57984,0.081933,0.000713514,0.000552831,2.01399,6.48236,1.57793,-0.072518,-0.00110566,-0.000956916,-7.501,-2.68867,1.8216,-0.451186,-0.0012465,-0.000603039,-5.73903,0.715921,6945,6,945999999,0.00178677,4.41422e-06,0.000196232,0.999998,-0.000121033,-5.14117e-06,8.28085e-05,-7.13124e-05,0.0350445,9.80997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,947000000,-0.0203004,-0.000638839,0.248155,0.00178671,4.41147e-06,0.000196274,0.999998,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN
6.948,0,6,947000000,1.85747,0.47911,0,0,1.60467,0.129147,0,0,1.60467,-0.129147,0,0,1.85747,-0.47911,0,0,6946,6,947000000,1.82906,0.457377,0.000925069,0.000864662,-0.602415,4.51131,1.57984,0.0819336,0.000713666,0.000552902,2.01393,6.48231,1.57793,-0.072519,-0.00109995,-0.000955533,-7.50092,-2.68858,1.8216,-0.451187,-0.00123636,-0.000604415,-5.73894,0.715978,6946,6,947000000,0.00178671,4.41147e-06,0.000196274,0.999998,-0.000120985,-5.34032e-06,8.28077e-05,-7.11805e-05,0.0350434,9.80997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,947000000,-0.0203004,-0.000638839,0.248155,0.00178671,4.41147e-06,0.000196274,0.999998,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN
6.95,1,6,948000000,1.85747,0.47911,0,0,1.60467,0.129147,0,0,1.60467,-0.129147,0,0,1.85747,-0.47911,0,0,6947,6,948000000,1.82906,0.457378,0.000930553,0.000863529,-0.602508,4.51124,1.57984,0.0819343,0.000713822,0.000553035,2.01387,6.48226,1.57793,-0.07252,-0.0010947,-0.00095417,-7.50083,-2.6885,1.8216,-0.451188,-0.00122647,-0.000605759,-5.73885,0.716035,6947,6,948000000,0.00178665,4.40861e-06,0.000196315,0.999998,-0.000120936,-5.53786e-06,8.28071e-05,-7.10831e-05,0.0350422,9.80998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,948999999,-0.0203004,-0.000638783,0.248155,0.00178659,4.40566e-06,0.000196357,0.999998,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN
6.95,2,6,950000000,1.85747,0.47911,0,0,1.60467,0.129147,0,0,1.60467,-0.129147,0,0,1.85747,-0.47911,0,0,6948,6,948999999,1.82906,0.457379,0.000935733,0.000862418,-0.602601,4.51116,1.57984,0.0819349,0.000713984,0.000553229,2.0138,6.48221,1.57793,-0.072521,-0.00108992,-0.000952825,-7.50074,-2.68842,1.8216,-0.451189,-0.00121687,-0.00060707,-5.73875,0.716092,6948,6,948999999,0.00178659,4.40566e-06,0.000196357,0.999998,-0.000120887,-5.73403e-06,8.28065e-05,-7.10201e-05,0.035041,9.80998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,948999999,-0.0203004,-0.000638783,0.248155,0.00178659,4.40566e-06,0.000196357,0.999998,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN
6.951,3,6,950000000,1.85747,0.47911,0,0,1.60467,0.129147,0,0,1.60467,-0.129147,0,0,1.85747,-0.47911,0,0,6949,6,950000000,1.82906,0.457379,0.000940609,0.000861329,-0.602694,4.51109,1.57984,0.0819355,0.00071415,0.000553481,2.01374,6.48216,1.57793,-0.0725221,-0.00108564,-0.000951502,-7.50065,-2.68833,1.8216,-0.45119,-0.00120758,-0.000608345,-5.73866,0.716149,6949,6,950000000,0.00178653,4.40261e-06,0.000196398,0.999998,-0.000120838,-5.92907e-06,8.28059e-05,-7.09917e-05,0.0350399,9.80998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,950000000,-0.0203004,-0.000638756,0.248155,0.00178653,4.40261e-06,0.000196398,0.999998,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN
6.952,4,6,951000000,1.85747,0.47911,0,0,1.60467,0.129147,0,0,1.60467,-0.129147,0,0,1.85747,-0.47911,0,0,6950,6,951000000,1.82906,0.45738,0.000945181,0.000860263,-0.602787,4.51101,1.57984,0.0819362,0.000714321,0.00055379,2.01367,6.48211,1.57793,-0.0725231,-0.00108186,-0.000950199,-7.50056,-2.68825,1.8216,-0.451191,-0.00119864,-0.000609581,-5.73857,0.716206,6950,6,951000000,0.00178647,4.39946e-06,0.000196439,0.999998,-0.00012079,-6.12323e-06,8.28054e-05,-7.09975e-05,0.0350387,9.80997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,951000000,-0.0203004,-0.000638728,0.248155,0.00178647,4.39946e-06,0.000196439,0.999998,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN
6.953,5,6,952000000,1.85747,0.47911,0,0,1.60467,0.129147,0,0,1.60467,-0.129147,0,0,1.85747,-0.47911,0,0,6951,6,952000000,1.82906,0.457381,0.000949451,0.000859224,-0.60288,4.51094,1.57984,0.0819368,0.000714497,0.000554153,2.01361,6.48206,1.57793,-0.0725241,-0.00107862,-0.000948919,-7.50046,-2.68817,1.8216,-0.451192,-0.00119006,-0.000610778,-5.73848,0.716263,6951,6,952000000,0.00178641,4.39622e-06,0.000196481,0.999998,-0.000120742,-6.31675e-06,8.28048e-05,-7.10376e-05,0.0350376,9.80997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,952000000,-0.0203004,-0.0006387,0.248155,0.00178641,4.39622e-06,0.000196481,0.999998,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN
6.955,6,6,953000000,1.85747,0.47911,0,0,1.60467,0.129147,0,0,1.60467,-0.129147,0,0,1.85747,-0.47911,0,0,6952,6,953000000,1.82906,0.457382,0.000953419,0.000858211,-0.602973,4.51086,1.57984,0.0819374,0.000714679,0.000554569,2.01354,6.48201,1.57793,-0.0725251,-0.00107592,-0.000947662,-7.50037,-2.68808,1.8216,-0.451192,-0.00118189,-0.000611932,-5.73839,0.71632,6952,6,953000000,0.00178635,4.39288e-06,0.000196522,0.999998,-0.000120693,-6.50988e-06,8.28043e-05,-7.11117e-05,0.0350365,9.80997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,953999999,-0.0203004,-0.000638644,0.248155,0.00178629,4.38944e-06,0.000196564,0.999998,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN
6.955,7,6,955000000,1.85747,0.47911,0,0,1.60467,0.129147,0,0,1.60467,-0.129147,0,0,1.85747,-0.47911,0,0,6953,6,953999999,1.82906,0.457383,0.000957087,0.000857226,-0.603066,4.51079,1.57984,0.0819381,0.000714866,0.000555035,2.01348,6.48196,1.57793,-0.0725261,-0.00107377,-0.000946431,-7.50028,-2.688,1.8216,-0.451193,-0.00117413,-0.000613041,-5.73829,0.716377,6953,6,953999999,0.00178629,4.38944e-06,0.000196564,0.999998,-0.000120645,-6.70289e-06,8.28038e-05,-7.12195e-05,0.0350353,9.80997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,953999999,-0.0203004,-0.000638644,0.248155,0.00178629,4.38944e-06,0.000196564,0.999998,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN
6.956,8,6,955000000,1.85747,0.47911,0,0,1.60467,0.129147,0,0,1.60467,-0.129147,0,0,1.85747,-0.47911,0,0,6954,6,955000000,1.82906,0.457384,0.000960459,0.000856271,-0.603158,4.51071,1.57984,0.0819387,0.000715059,0.000555549,2.01341,6.48191,1.57793,-0.0725271,-0.00107217,-0.000945228,-7.50018,-2.68792,1.8216,-0.451194,-0.00116681,-0.000614105,-5.7382,0.716434,6954,6,955000000,0.00178623,4.38591e-06,0.000196605,0.999998,-0.000120598,-6.89601e-06,8.28033e-05,-7.13608e-05,0.0350342,9.80997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,955000000,-0.0203004,-0.000638616,0.248155,0.00178623,4.38591e-06,0.000196605,0.999998,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN
6.958,9,6,956000000,1.85747,0.47911,0,0,1.60467,0.129147,0,0,1.60467,-0.129147,0,0,1.85747,-0.47911,0,0,6955,6,956000000,1.82906,0.457385,0.000963535,0.000855347,-0.60325,4.51063,1.57984,0.0819393,0.000715257,0.00055611,2.01335,6.48186,1.57793,-0.0725281,-0.00107112,-0.000944054,-7.50009,-2.68783,1.8216,-0.451195,-0.00115996,-0.000615121,-5.73811,0.716491,6955,6,956000000,0.00178617,4.38228e-06,0.000196646,0.999998,-0.000120551,-7.08949e-06,8.28027e-05,-7.1535e-05,0.0350331,9.80997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,956999999,-0.0203004,-0.000638561,0.248154,0.00178611,4.37855e-06,0.000196688,0.999998,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN
6.958,10,6,958000000,1.85747,0.47911,0,0,1.60467,0.129147,0,0,1.60467,-0.129147,0,0,1.85747,-0.47911,0,0,6956,6,956999999,1.82906,0.457386,0.000966319,0.000854456,-0.603342,4.51056,1.57984,0.08194,0.000715461,0.000556714,2.01328,6.48181,1.57793,-0.0725291,-0.00107063,-0.000942912,-7.49999,-2.68775,1.8216,-0.451196,-0.00115358,-0.000616088,-5.73802,0.716549,6956,6,956999999,0.00178611,4.37855e-06,0.000196688,0.999998,-0.000120504,-7.28359e-06,8.28021e-05,-7.17419e-05,0.035032,9.80997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,956999999,-0.0203004,-0.000638561,0.248154,0.00178611,4.37855e-06,0.000196688,0.999998,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN
6.959,11,6,958000000,1.85747,0.47911,0,0,1.60467,0.129147,0,0,1.60467,-0.129147,0,0,1.85747,-0.47911,0,0,6957,6,958000000,1.82906,0.457387,0.000968814,0.000853598,-0.603433,4.51048,1.57984,0.0819406,0.000715672,0.00055736,2.01322,6.48176,1.57793,-0.0725301,-0.00107069,-0.000941804,-7.4999,-2.68767,1.8216,-0.451197,-0.0011477,-0.000617005,-5.73792,0.716606,6957,6,958000000,0.00178605,4.37472e-06,0.000196729,0.999998,-0.000120457,-7.47852e-06,8.28015e-05,-7.19809e-05,0.035031,9.80997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,958000000,-0.0203004,-0.000638533,0.248154,0.00178605,4.37472e-06,0.000196729,0.999998,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN
6.96,12,6,959000000,1.85747,0.47911,0,0,1.60467,0.129147,0,0,1.60467,-0.129147,0,0,1.85747,-0.47911,0,0,6958,6,959000000,1.82906,0.457388,0.000971025,0.000852775,-0.603525,4.51041,1.57984,0.0819412,0.000715889,0.000558047,2.01315,6.48171,1.57793,-0.0725311,-0.00107129,-0.000940735,-7.4998,-2.68759,1.8216,-0.451198,-0.00114232,-0.000617869,-5.73783,0.716663,6958,6,959000000,0.00178599,4.3708e-06,0.00019677,0.999998,-0.000120411,-7.67452e-06,8.28008e-05,-7.22517e-05,0.0350299,9.80997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,959000000,-0.0203004,-0.000638505,0.248154,0.00178599,4.3708e-06,0.00019677,0.999998,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN
6.961,13,6,960000000,1.85747,0.47911,0,0,1.60467,0.129147,0,0,1.60467,-0.129147,0,0,1.85747,-0.47911,0,0,6959,6,960000000,1.82906,0.457389,0.000972954,0.000851987,-0.603616,4.51033,1.57984,0.0819419,0.000716112,0.000558771,2.01309,6.48165,1.57793,-0.0725321,-0.00107241,-0.000939706,-7.4997,-2.6875,1.8216,-0.451199,-0.00113747,-0.00061868,-5.73774,0.71672,6959,6,960000000,0.00178593,4.36678e-06,0.000196812,0.999998,-0.000120366,-7.87179e-06,8.28001e-05,-7.25538e-05,0.0350288,9.80997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,960000000,-0.0203004,-0.000638478,0.248154,0.00178593,4.36678e-06,0.000196812,0.999998,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN
6.963,14,6,961000000,1.85747,0.47911,0,0,1.60467,0.129147,0,0,1.60467,-0.129147,0,0,1.85747,-0.47911,0,0,6960,6,961000000,1.82906,0.457389,0.000974606,0.000851237,-0.603706,4.51026,1.57984,0.0819425,0.000716343,0.000559531,2.01302,6.4816,1.57793,-0.0725332,-0.00107405,-0.000938722,-7.4996,-2.68742,1.8216,-0.4512,-0.00113314,-0.000619436,-5.73764,0.716777,6960,6,961000000,0.00178587,4.36266e-06,0.000196853,0.999998,-0.000120321,-8.07056e-06,8.27993e-05,-7.28866e-05,0.0350278,9.80997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,961999999,-0.0203004,-0.000638422,0.248154,0.00178581,4.35844e-06,0.000196895,0.999998,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN
6.963,15,6,963000000,1.85747,0.47911,0,0,1.60467,0.129147,0,0,1.60467,-0.129147,0,0,1.85747,-0.47911,0,0,6961,6,961999999,1.82906,0.45739,0.000975985,0.000850524,-0.603797,4.51018,1.57984,0.0819432,0.000716581,0.000560325,2.01296,6.48155,1.57793,-0.0725342,-0.00107619,-0.000937787,-7.4995,-2.68734,1.82161,-0.4512,-0.00112935,-0.000620137,-5.73755,0.716834,6961,6,961999999,0.00178581,4.35844e-06,0.000196895,0.999998,-0.000120276,-8.27099e-06,8.27984e-05,-7.32495e-05,0.0350268,9.80997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,961999999,-0.0203004,-0.000638422,0.248154,0.00178581,4.35844e-06,0.000196895,0.999998,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN
6.964,16,6,963000000,1.85747,0.47911,0,0,1.60467,0.129147,0,0,1.60467,-0.129147,0,0,1.85747,-0.47911,0,0,6962,6,963000000,1.82906,0.457391,0.000977096,0.00084985,-0.603886,4.51011,1.57984,0.0819438,0.000716826,0.000561151,2.01289,6.4815,1.57793,-0.0725352,-0.00107881,-0.000936904,-7.4994,-2.68725,1.82161,-0.451201,-0.0011261,-0.000620781,-5.73745,0.716891,6962,6,963000000,0.00178575,4.35411e-06,0.000196936,0.999998,-0.000120233,-8.47328e-06,8.27974e-05,-7.36421e-05,0.0350258,9.80996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,963000000,-0.0203005,-0.000638395,0.248154,0.00178575,4.35411e-06,0.000196936,0.999998,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN
6.966,17,6,964000000,1.85747,0.47911,0,0,1.60467,0.129147,0,0,1.60467,-0.129147,0,0,1.85747,-0.47911,0,0,6963,6,964000000,1.82906,0.457392,0.000977945,0.000849216,-0.603976,4.51003,1.57984,0.0819444,0.00071708,0.000562007,2.01283,6.48145,1.57793,-0.0725362,-0.00108189,-0.000936079,-7.4993,-2.68717,1.82161,-0.451202,-0.0011234,-0.000621368,-5.73735,0.716948,6963,6,964000000,0.00178569,4.34969e-06,0.000196977,0.999998,-0.00012019,-8.67759e-06,8.27963e-05,-7.40638e-05,0.0350248,9.80996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,964999999,-0.0203005,-0.000638339,0.248154,0.00178563,4.34516e-06,0.000197019,0.999998,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN
6.966,18,6,966000000,1.85747,0.47911,0,0,1.60467,0.129147,0,0,1.60467,-0.129147,0,0,1.85747,-0.47911,0,0,6964,6,964999999,1.82906,0.457393,0.000978536,0.000848621,-0.604065,4.50996,1.57984,0.0819451,0.000717341,0.000562892,2.01276,6.4814,1.57793,-0.0725372,-0.0010854,-0.000935315,-7.49919,-2.68709,1.82161,-0.451203,-0.00112124,-0.000621898,-5.73726,0.717005,6964,6,964999999,0.00178563,4.34516e-06,0.000197019,0.999998,-0.000120148,-8.88406e-06,8.27951e-05,-7.4514e-05,0.0350238,9.80996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,964999999,-0.0203005,-0.000638339,0.248154,0.00178563,4.34516e-06,0.000197019,0.999998,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN
6.967,19,6,966000000,1.85747,0.47911,0,0,1.60467,0.129147,0,0,1.60467,-0.129147,0,0,1.85747,-0.47911,0,0,6965,6,966000000,1.82906,0.457394,0.000978874,0.000848068,-0.604154,4.50988,1.57984,0.0819457,0.000717611,0.000563803,2.0127,6.48134,1.57793,-0.0725382,-0.00108931,-0.000934619,-7.49909,-2.68701,1.82161,-0.451204,-0.00111964,-0.000622369,-5.73716,0.717062,6965,6,966000000,0.00178557,4.34053e-06,0.00019706,0.999998,-0.000120106,-9.09282e-06,8.27938e-05,-7.49919e-05,0.0350228,9.80996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,966000000,-0.0203005,-0.000638312,0.248154,0.00178557,4.34053e-06,0.00019706,0.999998,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN
6.968,20,6,967000000,1.85747,0.47911,0,0,1.60467,0.129147,0,0,1.60467,-0.129147,0,0,1.85747,-0.47911,0,0,6966,6,967000000,1.82906,0.457395,0.000978966,0.000847556,-0.604242,4.50981,1.57984,0.0819464,0.00071789,0.000564739,2.01263,6.48129,1.57793,-0.0725392,-0.00109361,-0.000933994,-7.49898,-2.68692,1.82161,-0.451205,-0.00111858,-0.000622782,-5.73706,0.717118,6966,6,967000000,0.00178551,4.33579e-06,0.000197102,0.999998,-0.000120066,-9.30398e-06,8.27924e-05,-7.5497e-05,0.0350219,9.80996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,967000000,-0.0203005,-0.000638284,0.248154,0.00178551,4.33579e-06,0.000197102,0.999998,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN
6.969,21,6,968000000,1.85747,0.47911,0,0,1.60467,0.129147,0,0,1.60467,-0.129147,0,0,1.85747,-0.47911,0,0,6967,6,968000000,1.82906,0.457396,0.000978816,0.000847085,-0.60433,4.50973,1.57984,0.081947,0.000718177,0.000565698,2.01257,6.48124,1.57793,-0.0725402,-0.00109825,-0.000933447,-7.49888,-2.68684,1.82161,-0.451206,-0.00111806,-0.000623136,-5.73696,0.717175,6967,6,968000000,0.00178545,4.33095e-06,0.000197143,0.999998,-0.000120027,-9.51765e-06,8.27908e-05,-7.60286e-05,0.0350209,9.80996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,968000000,-0.0203005,-0.000638256,0.248154,0.00178545,4.33095e-06,0.000197143,0.999998,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN
6.971,22,6,969000000,1.85747,0.47911,0,0,1.60467,0.129147,0,0,1.60467,-0.129147,0,0,1.85747,-0.47911,0,0,6968,6,969000000,1.82906,0.457397,0.000978432,0.000846657,-0.604417,4.50966,1.57984,0.0819476,0.000718475,0.000566679,2.0125,6.48118,1.57793,-0.0725412,-0.00110322,-0.000932983,-7.49877,-2.68676,1.82161,-0.451207,-0.00111808,-0.000623431,-5.73686,0.717232,6968,6,969000000,0.00178539,4.326e-06,0.000197184,0.999998,-0.000119989,-9.7339e-06,8.27891e-05,-7.65859e-05,0.03502,9.80996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,969999999,-0.0203005,-0.000638201,0.248154,0.00178533,4.32093e-06,0.000197226,0.999998,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN
6.971,23,6,971000000,1.85747,0.47911,0,0,1.60467,0.129147,0,0,1.60467,-0.129147,0,0,1.85747,-0.47911,0,0,6969,6,969999999,1.82906,0.457398,0.000977819,0.000846271,-0.604504,4.50958,1.57984,0.0819483,0.000718782,0.000567679,2.01244,6.48113,1.57793,-0.0725423,-0.00110846,-0.000932608,-7.49866,-2.68667,1.82161,-0.451207,-0.00111863,-0.000623666,-5.73676,0.717288,6969,6,969999999,0.00178533,4.32093e-06,0.000197226,0.999998,-0.000119952,-9.95279e-06,8.27872e-05,-7.71681e-05,0.0350191,9.80995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,969999999,-0.0203005,-0.000638201,0.248154,0.00178533,4.32093e-06,0.000197226,0.999998,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN
