Time,cmd_seq,cmd_sec,cmd_nsec,cmd_theta_a,cmd_beta_a,cmd_trq_r_a,cmd_trq_l_a,cmd_theta_b,cmd_beta_b,cmd_trq_r_b,cmd_trq_l_b,cmd_theta_c,cmd_beta_c,cmd_trq_r_c,cmd_trq_l_c,cmd_theta_d,cmd_beta_d,cmd_trq_r_d,cmd_trq_l_d,state_seq,state_sec,state_nsec,state_theta_a,state_beta_a,state_vel_r_a,state_vel_l_a,state_trq_r_a,state_trq_l_a,state_theta_b,state_beta_b,state_vel_r_b,state_vel_l_b,state_trq_r_b,state_trq_l_b,state_theta_c,state_beta_c,state_vel_r_c,state_vel_l_c,state_trq_r_c,state_trq_l_c,state_theta_d,state_beta_d,state_vel_r_d,state_vel_l_d,state_trq_r_d,state_trq_l_d,imu_seq,imu_sec,imu_nsec,imu_orien_x,imu_orien_y,imu_orien_z,imu_orien_w,imu_ang_vel_x,imu_ang_vel_y,imu_ang_vel_z,imu_lin_acc_x,imu_lin_acc_y,imu_lin_acc_z,imp_seq,imp_sec,imp_nsec,imp_cmd_theta_a,imp_cmd_beta_a,imp_cmd_Fx_a,imp_cmd_Fy_a,imp_cmd_theta_b,imp_cmd_beta_b,imp_cmd_Fx_b,imp_cmd_Fy_b,imp_cmd_theta_c,imp_cmd_beta_c,imp_cmd_Fx_c,imp_cmd_Fy_c,imp_cmd_theta_d,imp_cmd_beta_d,imp_cmd_Fx_d,imp_cmd_Fy_d,force_seq,force_sec,force_nsec,force_Fx_a,force_Fy_a,force_Fx_b,force_Fy_b,force_Fx_c,force_Fy_c,force_Fx_d,force_Fy_d,sim_sec,sim_nsec,sim_pos_x,sim_pos_y,sim_pos_z,sim_orien_x,sim_orien_y,sim_orien_z,sim_orien_w,sim_contact_state_a,sim_contact_state_b,sim_contact_state_c,sim_contact_state_d,power_seq,power_sec,power_nsec,v_0,i_0,v_1,i_1,v_2,i_2,v_3,i_3,v_4,i_4,v_5,i_5,v_6,i_6,v_7,i_7,v_8,i_8,v_9,i_9,v_10,i_10,v_11,i_11,dst_lf,dst_rf,dst_rr,dst_lr,camera_dist,camera_yaw
11.556,4606,11,553000000,1.67041,0.273726,0,0,1.69427,0.309479,0,0,1.59488,0.0817368,0,0,1.3615,0.360044,0,0,11553,11,554000000,1.61095,0.279176,0.137198,0.602937,-6.06874,3.86078,1.70421,0.314472,-0.0912388,-0.614724,0.595949,-0.323834,1.54775,0.0900223,-0.320359,-0.453766,-4.45624,4.24839,1.42044,0.405035,0.516658,-4.86966,0.334473,-1.34229,11553,11,554000000,-0.0175524,-0.0179746,0.000509099,0.999684,-0.117213,-0.131089,-0.00115396,0.57542,-0.770407,9.76479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,554999999,0.223756,0.00913792,0.243659,-0.0176108,-0.0180403,0.000508905,0.999682,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN
11.556,4607,11,554000000,1.67064,0.274105,0,0,1.69401,0.30912,0,0,1.59481,0.0813414,0,0,1.35876,0.357115,0,0,11554,11,554999999,1.61118,0.279546,0.140497,0.599096,-6.08716,3.81358,1.70395,0.314114,-0.0928277,-0.623001,0.607084,-0.253279,1.54768,0.089635,-0.311713,-0.462889,-4.44331,4.30601,1.41767,0.402792,0.532992,-5.01935,0.25792,-0.628601,11554,11,554999999,-0.0176108,-0.0180403,0.000508905,0.999682,-0.116942,-0.131396,-0.000592298,0.170608,-0.478065,9.14115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,554999999,0.223756,0.00913792,0.243659,-0.0176108,-0.0180403,0.000508905,0.999682,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN
11.557,4608,11,556000000,1.67088,0.274484,0,0,1.69376,0.308761,0,0,1.59475,0.0809459,0,0,1.35603,0.35415,0,0,11555,11,556000000,1.61141,0.279914,0.141695,0.595914,-6.10201,3.76552,1.70368,0.313756,-0.0929988,-0.622732,0.615753,-0.197703,1.5476,0.0892493,-0.309903,-0.461569,-4.41859,4.34524,1.41491,0.400511,0.481994,-5.04316,0.303785,-0.133048,11555,11,556000000,-0.0176684,-0.0181053,0.000508586,0.99968,-0.115412,-0.129828,-0.000842399,0.4437,-0.672492,9.58633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,556000000,0.223819,0.00916623,0.243663,-0.0176684,-0.0181053,0.000508586,0.99968,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN
11.559,4609,11,556000000,1.67112,0.274863,0,0,1.6935,0.308402,0,0,1.59468,0.0805504,0,0,1.35331,0.35115,0,0,11556,11,557000000,1.61163,0.280282,0.142254,0.59349,-6.0773,3.88248,1.70342,0.313401,-0.0950392,-0.616108,0.599933,-0.319733,1.54753,0.0888651,-0.310625,-0.45773,-4.47754,4.25433,1.41221,0.398216,0.402892,-4.99314,0.331056,-1.31636,11556,11,557000000,-0.0177251,-0.0181691,0.000508095,0.999678,-0.113561,-0.127555,-0.00117894,0.619859,-0.779172,9.80755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,557999999,0.223945,0.00922182,0.243672,-0.0177817,-0.018233,0.000507901,0.999676,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN
11.559,4610,11,557000000,1.67135,0.275242,0,0,1.69325,0.308043,0,0,1.59461,0.0801549,0,0,1.35059,0.348115,0,0,11557,11,557999999,1.61186,0.28065,0.14518,0.590192,-6.09549,3.83514,1.70316,0.31304,-0.096811,-0.624011,0.611747,-0.249741,1.54745,0.0884805,-0.302451,-0.466714,-4.46463,4.31206,1.40943,0.395855,0.415918,-5.13817,0.270826,-0.600122,11557,11,557999999,-0.0177817,-0.018233,0.000507901,0.999676,-0.113275,-0.127865,-0.000598299,0.207614,-0.485374,9.18123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,557999999,0.223945,0.00922182,0.243672,-0.0177817,-0.018233,0.000507901,0.999676,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN
11.56,4611,11,559000000,1.67159,0.275621,0,0,1.69299,0.307684,0,0,1.59454,0.0797594,0,0,1.34789,0.345043,0,0,11558,11,559000000,1.61208,0.281017,0.146012,0.587672,-6.11009,3.78666,1.70289,0.31268,-0.0972387,-0.623427,0.621247,-0.194654,1.54736,0.0880973,-0.300963,-0.465502,-4.44015,4.35183,1.40667,0.393458,0.364482,-5.15748,0.328036,-0.102158,11558,11,559000000,-0.0178375,-0.0182962,0.000507587,0.999673,-0.111748,-0.126373,-0.000837654,0.478498,-0.675842,9.61867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,559000000,0.224008,0.00924921,0.243676,-0.0178375,-0.0182962,0.000507587,0.999673,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN
11.561,4612,11,559000000,1.67183,0.275999,0,0,1.69274,0.307325,0,0,1.59447,0.0793638,0,0,1.34519,0.341937,0,0,11559,11,560000000,1.6123,0.281383,0.146233,0.585964,-6.08547,3.90325,1.70264,0.312322,-0.0995021,-0.616578,0.605923,-0.316873,1.54728,0.0877154,-0.301956,-0.46189,-4.49971,4.26194,1.40397,0.39105,0.286792,-5.10308,0.327698,-1.30519,11559,11,560000000,-0.0178924,-0.0183583,0.000507105,0.999671,-0.109912,-0.124217,-0.00116893,0.653869,-0.779604,9.8347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,560000000,0.224071,0.00927617,0.24368,-0.0178924,-0.0183583,0.000507105,0.999671,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN
11.563,4613,11,560000000,1.67206,0.276378,0,0,1.69248,0.306966,0,0,1.5944,0.0789682,0,0,1.3425,0.338795,0,0,11560,11,561000000,1.61251,0.281749,0.148879,0.583071,-6.1035,3.85584,1.70237,0.311959,-0.101001,-0.624373,0.617637,-0.247038,1.5472,0.0873329,-0.294231,-0.470655,-4.48674,4.31963,1.4012,0.388576,0.297518,-5.24566,0.28215,-0.583575,11560,11,561000000,-0.0179472,-0.0184206,0.000506922,0.999669,-0.109624,-0.124519,-0.000581879,0.237464,-0.487968,9.21315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,561999999,0.224197,0.00932945,0.243686,-0.0180012,-0.0184822,0.000506622,0.999667,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN
11.563,4614,11,561000000,1.6723,0.276757,0,0,1.69223,0.306606,0,0,1.59434,0.0785725,0,0,1.33982,0.335617,0,0,11561,11,561999999,1.61273,0.282114,0.14942,0.58108,-6.10524,3.86252,1.70211,0.311597,-0.101365,-0.62364,0.617918,-0.247398,1.54711,0.0869517,-0.293051,-0.46947,-4.49199,4.31815,1.39845,0.386068,0.24619,-5.26212,0.304866,-0.608134,11561,11,561999999,-0.0180012,-0.0184822,0.000506622,0.999667,-0.108113,-0.123083,-0.000817954,0.507352,-0.67587,9.6461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,563000000,0.224261,0.00935561,0.243689,-0.0180546,-0.0185431,0.000506297,0.999665,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN
11.564,4615,11,563000000,1.67254,0.277135,0,0,1.69197,0.306247,0,0,1.59427,0.0781768,0,0,1.33716,0.332405,0,0,11562,11,563000000,1.61294,0.282479,0.15038,0.579176,-6.12045,3.81372,1.70185,0.311234,-0.102809,-0.623046,0.629696,-0.192363,1.54702,0.0865711,-0.291194,-0.470016,-4.46903,4.36141,1.39571,0.383525,0.200773,-5.28703,0.366276,-0.0887242,11562,11,563000000,-0.0180546,-0.0185431,0.000506297,0.999665,-0.10685,-0.121866,-0.000868762,0.504956,-0.666148,9.62043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,563000000,0.224261,0.00935561,0.243689,-0.0180546,-0.0185431,0.000506297,0.999665,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN
11.566,4616,11,563000000,1.67278,0.277514,0,0,1.69172,0.305887,0,0,1.5942,0.0777811,0,0,1.3345,0.329157,0,0,11563,11,564000000,1.61316,0.282843,0.150152,0.578339,-6.09582,3.92976,1.7016,0.310873,-0.105145,-0.61622,0.614613,-0.314358,1.54693,0.0861914,-0.292164,-0.467129,-4.52991,4.27358,1.39303,0.380973,0.128068,-5.23149,0.322127,-1.30891,11563,11,564000000,-0.018107,-0.0186031,0.000505832,0.999663,-0.105073,-0.119918,-0.00114753,0.686125,-0.769285,9.85154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,564999999,0.224388,0.00940696,0.243695,-0.0181594,-0.0186632,0.000505673,0.999661,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN
11.566,4617,11,564000000,1.67302,0.277892,0,0,1.69147,0.305528,0,0,1.59414,0.0773853,0,0,1.33186,0.325874,0,0,11564,11,564999999,1.61337,0.283207,0.152466,0.575863,-6.11359,3.88226,1.70134,0.310508,-0.106017,-0.624079,0.62568,-0.244439,1.54683,0.0858111,-0.284953,-0.475615,-4.51689,4.33124,1.39027,0.378355,0.136835,-5.37354,0.29447,-0.576695,11564,11,564999999,-0.0181594,-0.0186632,0.000505673,0.999661,-0.104802,-0.120204,-0.000544712,0.268536,-0.485234,9.24661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,564999999,0.224388,0.00940696,0.243695,-0.0181594,-0.0186632,0.000505673,0.999661,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN
11.567,4618,11,566000000,1.67326,0.27827,0,0,1.69121,0.305168,0,0,1.59407,0.0769896,0,0,1.32923,0.322557,0,0,11565,11,566000000,1.61358,0.283571,0.152684,0.574434,-6.12772,3.83306,1.70108,0.310143,-0.106108,-0.623266,0.63539,-0.189766,1.54674,0.0854319,-0.284155,-0.474393,-4.49271,4.37179,1.38753,0.375704,0.0862499,-5.38832,0.375231,-0.0658938,11565,11,566000000,-0.018211,-0.0187226,0.000505399,0.999659,-0.103327,-0.118824,-0.000777473,0.538482,-0.67146,9.67711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,566000000,0.224452,0.00943224,0.243697,-0.018211,-0.0187226,0.000505399,0.999659,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN
11.569,4619,11,566000000,1.6735,0.278649,0,0,1.69096,0.304808,0,0,1.59401,0.0765937,0,0,1.32661,0.319205,0,0,11566,11,567000000,1.61379,0.283934,0.152314,0.573971,-6.10334,3.94904,1.70083,0.309781,-0.108248,-0.616196,0.619946,-0.312029,1.54665,0.0850535,-0.28575,-0.471017,-4.55337,4.28371,1.38486,0.373046,0.0127486,-5.32835,0.304394,-1.30312,11566,11,567000000,-0.0182617,-0.0187811,0.000504957,0.999657,-0.101557,-0.116867,-0.00111029,0.715361,-0.771622,9.88813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,567999999,0.224581,0.00948183,0.243702,-0.0183123,-0.0188396,0.000504814,0.999655,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN
11.569,4620,11,567000000,1.67374,0.279027,0,0,1.69071,0.304449,0,0,1.59394,0.0761979,0,0,1.324,0.315818,0,0,11567,11,567999999,1.614,0.284297,0.154425,0.571654,-6.12094,3.90164,1.70057,0.309415,-0.108611,-0.623947,0.630356,-0.242308,1.54655,0.0846745,-0.279141,-0.47887,-4.53981,4.34055,1.38212,0.370321,0.0169509,-5.46763,0.295514,-0.567275,11567,11,567999999,-0.0183123,-0.0188396,0.000504814,0.999655,-0.101277,-0.11704,-0.000521815,0.295518,-0.49032,9.28727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,567999999,0.224581,0.00948183,0.243702,-0.0183123,-0.0188396,0.000504814,0.999655,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN
11.57,4621,11,569000000,1.67398,0.279405,0,0,1.69046,0.304089,0,0,1.59388,0.075802,0,0,1.32141,0.312397,0,0,11568,11,569000000,1.61421,0.28466,0.154409,0.570559,-6.1348,3.85221,1.70031,0.309049,-0.108577,-0.622962,0.640068,-0.187966,1.54645,0.0842964,-0.278706,-0.477443,-4.51549,4.38102,1.3794,0.367563,-0.0348401,-5.47985,0.389284,-0.0527207,11568,11,569000000,-0.0183622,-0.0188974,0.000504555,0.999653,-0.0998171,-0.115647,-0.000756109,0.563613,-0.672129,9.70944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,569000000,0.224645,0.00950624,0.243704,-0.0183622,-0.0188974,0.000504555,0.999653,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN
11.572,4622,11,569000000,1.67422,0.279783,0,0,1.69021,0.303729,0,0,1.59381,0.0754061,0,0,1.31884,0.308941,0,0,11569,11,570000000,1.61442,0.285022,0.153802,0.570533,-6.11047,3.96793,1.70006,0.308686,-0.110737,-0.615739,0.624587,-0.310374,1.54635,0.0839191,-0.280588,-0.474051,-4.57641,4.29342,1.37674,0.364801,-0.107442,-5.41735,0.28802,-1.30252,11569,11,570000000,-0.0184111,-0.0189543,0.000504128,0.999651,-0.0980734,-0.113736,-0.00108889,0.740411,-0.769213,9.91516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,570999999,0.224774,0.0095541,0.243708,-0.01846,-0.0190112,0.000503999,0.999649,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN
11.572,4623,11,570000000,1.67446,0.280161,0,0,1.68995,0.303368,0,0,1.59375,0.0750102,0,0,1.31628,0.305452,0,0,11570,11,570999999,1.61462,0.285384,0.15568,0.568394,-6.12776,3.92052,1.6998,0.308319,-0.110671,-0.623445,0.634432,-0.240778,1.54625,0.0835411,-0.274504,-0.481388,-4.56235,4.34959,1.37402,0.36197,-0.107174,-5.55475,0.297197,-0.56213,11570,11,570999999,-0.01846,-0.0190112,0.000503999,0.999649,-0.0977894,-0.113816,-0.000499852,0.320275,-0.492938,9.32358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,570999999,0.224774,0.0095541,0.243708,-0.01846,-0.0190112,0.000503999,0.999649,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN
11.573,4624,11,572000000,1.6747,0.280539,0,0,1.6897,0.303008,0,0,1.59368,0.0746142,0,0,1.31374,0.301928,0,0,11571,11,572000000,1.61483,0.285745,0.155437,0.567623,-6.14133,3.87078,1.69955,0.307952,-0.110563,-0.622329,0.644194,-0.186722,1.54615,0.083164,-0.274404,-0.479792,-4.53783,4.38997,1.37132,0.359108,-0.159715,-5.56508,0.403518,-0.0431984,11571,11,572000000,-0.0185081,-0.0190675,0.000503755,0.999647,-0.0963506,-0.11242,-0.000731737,0.586806,-0.670969,9.73848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,572000000,0.224839,0.00957765,0.24371,-0.0185081,-0.0190675,0.000503755,0.999647,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN
11.575,4625,11,572000000,1.67494,0.280917,0,0,1.68945,0.302648,0,0,1.59362,0.0742182,0,0,1.31122,0.29837,0,0,11572,11,573000000,1.61504,0.286107,0.154613,0.568015,-6.117,3.98621,1.6993,0.307588,-0.112779,-0.614989,0.628697,-0.309239,1.54605,0.0827876,-0.276557,-0.476398,-4.59893,4.30283,1.36868,0.356242,-0.231079,-5.5006,0.270361,-1.30322,11572,11,573000000,-0.0185554,-0.0191227,0.000503344,0.999645,-0.0946372,-0.110561,-0.00106399,0.763768,-0.765436,9.93952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,573999999,0.22497,0.00962381,0.243713,-0.0186025,-0.019178,0.00050323,0.999643,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN
11.575,4626,11,573000000,1.67518,0.281294,0,0,1.6892,0.302288,0,0,1.59356,0.0738221,0,0,1.30871,0.294779,0,0,11573,11,573999999,1.61524,0.286468,0.156264,0.566036,-6.13395,3.93873,1.69904,0.307221,-0.11229,-0.622691,0.637948,-0.239717,1.54594,0.0824105,-0.271005,-0.483192,-4.58426,4.35821,1.36598,0.353306,-0.234879,-5.63619,0.29815,-0.558668,11573,11,573999999,-0.0186025,-0.019178,0.00050323,0.999643,-0.0943479,-0.110541,-0.000475747,0.344421,-0.49543,9.35911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,573999999,0.22497,0.00962381,0.243713,-0.0186025,-0.019178,0.00050323,0.999643,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN
11.576,4627,11,575000000,1.67543,0.281672,0,0,1.68895,0.301927,0,0,1.59349,0.0734261,0,0,1.30622,0.291154,0,0,11574,11,575000000,1.61545,0.286828,0.155812,0.565566,-6.14718,3.88865,1.69879,0.306854,-0.112134,-0.621474,0.647768,-0.185915,1.54583,0.0820341,-0.271233,-0.481424,-4.55945,4.39844,1.3633,0.35034,-0.288142,-5.64482,0.417293,-0.0355382,11574,11,575000000,-0.0186489,-0.0192326,0.000503001,0.999641,-0.0929313,-0.109142,-0.000705588,0.609149,-0.669455,9.7661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,575000000,0.225035,0.00964651,0.243714,-0.0186489,-0.0192326,0.000503001,0.999641,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN
11.577,4628,11,575000000,1.67567,0.28205,0,0,1.6887,0.301567,0,0,1.59343,0.07303,0,0,1.30375,0.287496,0,0,11575,11,576000000,1.61565,0.287189,0.15479,0.566354,-6.12284,4.00373,1.69854,0.30649,-0.114435,-0.614044,0.632273,-0.30851,1.54573,0.0816583,-0.273646,-0.478033,-4.62066,4.3117,1.36069,0.347371,-0.358166,-5.57857,0.251224,-1.30385,11575,11,576000000,-0.0186945,-0.0192863,0.000502606,0.999639,-0.0912497,-0.107334,-0.00103751,0.786179,-0.761207,9.96216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,576000000,0.225101,0.00966883,0.243716,-0.0186945,-0.0192863,0.000502606,0.999639,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN
11.579,4629,11,576000000,1.67591,0.282427,0,0,1.68845,0.301206,0,0,1.59337,0.0726338,0,0,1.3013,0.283805,0,0,11576,11,577000000,1.61585,0.287549,0.156203,0.564546,-6.13937,3.95609,1.69828,0.306122,-0.113515,-0.621774,0.640879,-0.239024,1.54562,0.0812819,-0.268606,-0.484272,-4.60531,4.3662,1.35802,0.344332,-0.366307,-5.71218,0.298438,-0.555948,11576,11,577000000,-0.0187399,-0.0193399,0.000502501,0.999637,-0.0909445,-0.107207,-0.000459893,0.368471,-0.498161,9.39433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,577999999,0.225233,0.00971287,0.243718,-0.0187846,-0.0193928,0.000502286,0.999635,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN
11.579,4630,11,577000000,1.67615,0.282805,0,0,1.6882,0.300845,0,0,1.59331,0.0722377,0,0,1.29887,0.280081,0,0,11577,11,577999999,1.61606,0.287909,0.15558,0.56433,-6.14019,3.96153,1.69803,0.305755,-0.113363,-0.620471,0.64081,-0.240377,1.54552,0.0809061,-0.269176,-0.482319,-4.61017,4.36497,1.35537,0.341262,-0.420297,-5.71917,0.314271,-0.58284,11577,11,577999999,-0.0187846,-0.0193928,0.000502286,0.999635,-0.0895574,-0.105802,-0.000681751,0.63093,-0.668097,9.79233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,579000000,0.2253,0.00973445,0.24372,-0.0188288,-0.0194451,0.000502046,0.999633,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN
11.58,4631,11,579000000,1.6764,0.283182,0,0,1.68795,0.300485,0,0,1.59325,0.0718415,0,0,1.29646,0.276324,0,0,11578,11,579000000,1.61626,0.288269,0.15537,0.564145,-6.15381,3.91108,1.69777,0.305389,-0.114067,-0.619476,0.652307,-0.186365,1.54541,0.0805306,-0.269209,-0.481867,-4.58588,4.40755,1.35274,0.33816,-0.469856,-5.7347,0.443287,-0.0395397,11578,11,579000000,-0.0188288,-0.0194451,0.000502046,0.999633,-0.0883885,-0.104573,-0.000730277,0.629477,-0.658645,9.76823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,579000000,0.2253,0.00973445,0.24372,-0.0188288,-0.0194451,0.000502046,0.999633,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN
11.582,4632,11,579000000,1.67664,0.28356,0,0,1.6877,0.300124,0,0,1.59318,0.0714453,0,0,1.29407,0.272535,0,0,11579,11,580000000,1.61647,0.288629,0.154032,0.56551,-6.12926,4.0255,1.69753,0.305024,-0.116531,-0.61219,0.636892,-0.308657,1.54531,0.0801553,-0.271615,-0.478992,-4.64769,4.32212,1.35017,0.335058,-0.535541,-5.66893,0.227863,-1.31196,11579,11,580000000,-0.0188721,-0.0194966,0.000501667,0.999632,-0.0867733,-0.102908,-0.0010094,0.810039,-0.748652,9.97501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,580999999,0.225433,0.00977673,0.243722,-0.0189153,-0.0195479,0.000501575,0.99963,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN
