C.x,C.y,C.z,v.x,v.y,v.z,imu_lin_acc_x,imu_lin_acc_y,imu_lin_acc_z,imu_ang_vel_x,imu_ang_vel_y,imu_ang_vel_z,imu_orien_w,imu_orien_x,imu_orien_y,imu_orien_z,state_theta_a,state_beta_a,state_theta_b,state_beta_b_original_define,state_beta_b,state_theta_c,state_beta_c_original_define,state_beta_c,state_theta_d,state_beta_d
-1.00199,2.00598,0.114125,-0.02700116,0.001631335,0.009074875,-0.001450663,-0.00091505,-0.019589955,3.37E-07,0.000702974,1.51E-05,1,6.61E-08,-4.77E-05,-7.89E-06,0.318298123,-0.09436185,0.338746473,-0.1517905,0.1517905,0.338521973,0.152091,-0.152091,0.318006573,0.0946944
-1.00212,2.00599,0.114166,-0.027018503,0.001621517,0.008941067,-0.00346782,-0.001963981,-0.026739958,3.37E-07,0.000664464,1.54E-05,1,6.70E-08,-4.60E-05,-7.85E-06,0.318684773,-0.0955342,0.339400973,-0.153677,0.153677,0.339188473,0.1539625,-0.1539625,0.318407823,0.09585015
-1.00226,2.006,0.114206,-0.027028142,0.001609429,0.008803054,-0.001929213,-0.002417517,-0.027579961,3.37E-07,0.000617886,1.66E-05,1,6.78E-08,-4.45E-05,-7.81E-06,0.319067073,-0.0967069,0.340050973,-0.155563,0.155563,0.339848473,0.1558345,-0.1558345,0.318803423,0.09700655
-1.00239,2.006,0.114246,-0.02703098,0.001600251,0.008671563,-0.000558199,-0.001835924,-0.026279964,3.37E-07,0.000602748,1.78E-05,1,6.87E-08,-4.30E-05,-7.77E-06,0.319444073,-0.0978789,0.340695473,-0.1574495,0.1574495,0.340503473,0.1577075,-0.1577075,0.319194023,0.09816395
-1.00253,2.00601,0.114284,-0.027066308,0.001612822,0.008570025,-0.007047746,0.00251409,-0.020289966,3.37E-07,0.00045572,1.29E-05,1,6.95E-08,-4.18E-05,-7.74E-06,0.319817473,-0.0990515,0.341335973,-0.159336,0.159336,0.341153473,0.1595805,-0.1595805,0.319579823,0.09932215
-1.00266,2.00602,0.114323,-0.027084136,0.001602634,0.008446258,-0.003579816,-0.002038357,-0.024739967,3.37E-07,0.0004275,1.41E-05,1,7.04E-08,-4.08E-05,-7.70E-06,0.320186373,-0.1002236,0.341970973,-0.161222,0.161222,0.341797473,0.1614545,-0.1614545,0.319960923,0.10048105
-1.0028,2.00603,0.114361,-0.027094263,0.001587506,0.008320832,-0.00201815,-0.003026543,-0.025069969,3.37E-07,0.000418685,1.45E-05,1,7.12E-08,-3.97E-05,-7.66E-06,0.320551773,-0.1013962,0.342601973,-0.163108,0.163108,0.342437473,0.1633295,-0.1633295,0.320337423,0.10164055
-1.00293,2.00604,0.114398,-0.02710059,0.001570628,0.008197417,-0.001256544,-0.00337651,-0.024669971,3.37E-07,0.000412988,1.48E-05,1,7.21E-08,-3.87E-05,-7.63E-06,0.320912873,-0.1025681,0.343228973,-0.164995,0.164995,0.343072473,0.1652045,-0.1652045,0.320709473,0.1028005
-1.00307,2.00604,0.114434,-0.027082005,0.001528761,0.008110593,0.003728207,-0.008373346,-0.017359972,3.37E-07,0.00023894,2.04E-05,1,7.29E-08,-3.81E-05,-7.58E-06,0.321271273,-0.1037407,0.343851973,-0.166881,0.166881,0.343702973,0.16708,-0.16708,0.321077723,0.10396125
-1.0032,2.00605,0.114471,-0.027068322,0.001504974,0.007999363,0.002722297,-0.004757793,-0.022239972,3.37E-07,0.000216325,2.21E-05,1,7.38E-08,-3.76E-05,-7.52E-06,0.321625973,-0.104913,0.344470973,-0.168767,0.168767,0.344329973,0.168956,-0.168956,0.321442323,0.10512265
-1.00334,2.00606,0.114507,-0.027063642,0.001458236,0.007922749,0.000948033,-0.009347619,-0.015309974,3.37E-07,0.000391754,1.42E-05,1,7.46E-08,-3.66E-05,-7.48E-06,0.321977623,-0.10608535,0.345086973,-0.170653,0.170653,0.344952973,0.170833,-0.170833,0.321802773,0.1062842
-1.00347,2.00606,0.114542,-0.026966375,0.001481501,0.007898367,0.019461018,0.004650824,-0.004849976,3.37E-07,0.000781569,2.56E-05,1,7.55E-08,-3.46E-05,-7.42E-06,0.322326223,-0.10725775,0.345699473,-0.1725395,0.1725395,0.345571973,0.17271,-0.17271,0.322160273,0.1074467
-1.00361,2.00607,0.114578,-0.027071696,0.001513261,0.007886287,-0.021067943,0.006353108,-0.002399978,3.37E-07,0.000494156,1.37E-05,1,7.63E-08,-3.34E-05,-7.39E-06,0.322671973,-0.10843,0.346308473,-0.1744255,0.1744255,0.346187473,0.1745875,-0.1745875,0.322514373,0.1086096
-1.00375,2.00608,0.114614,-0.027144019,0.001496752,0.007792951,-0.014462231,-0.003303059,-0.01865998,3.37E-07,0.000450798,1.33E-05,1,7.72E-08,-3.23E-05,-7.35E-06,0.323014873,-0.1096021,0.346914473,-0.1763115,0.1763115,0.346799473,0.1764655,-0.1764655,0.322865173,0.1097728
-1.00388,2.00609,0.114648,-0.027193143,0.001473483,0.007688234,-0.009821139,-0.004653565,-0.020929981,3.37E-07,0.000441645,1.26E-05,1,7.80E-08,-3.12E-05,-7.32E-06,0.323355473,-0.1107745,0.347517973,-0.178198,0.178198,0.347408973,0.178344,-0.178344,0.323213273,0.1109367
-1.00402,2.00609,0.114683,-0.027226165,0.001449704,0.007583776,-0.006593952,-0.004756502,-0.020879982,3.37E-07,0.000438869,1.21E-05,1,7.89E-08,-3.01E-05,-7.29E-06,0.323693323,-0.11194665,0.348118473,-0.1800835,0.1800835,0.348014973,0.180223,-0.180223,0.323558273,0.1121007
-1.00415,2.0061,0.114717,-0.027262894,0.001365913,0.007548878,-0.007334489,-0.016759068,-0.006959984,3.37E-07,0.000740125,-6.59E-06,1,7.97E-08,-2.82E-05,-7.31E-06,0.324029073,-0.1131189,0.348716473,-0.1819695,0.1819695,0.348617973,0.182102,-0.182102,0.323900723,0.11326525
-1.00429,2.00611,0.114751,-0.027287522,0.001320322,0.007481678,-0.00491934,-0.009116665,-0.013419986,3.37E-07,0.000668285,-2.99E-06,1,8.06E-08,-2.65E-05,-7.32E-06,0.324362673,-0.1142913,0.349311973,-0.183856,0.183856,0.349218473,0.1839815,-0.1839815,0.324240723,0.11443025
-1.00443,2.00611,0.114784,-0.027302251,0.001302271,0.007396627,-0.002944987,-0.003611311,-0.016989988,3.37E-07,0.000668332,-2.78E-06,1,8.14E-08,-2.49E-05,-7.32E-06,0.324694273,-0.1154637,0.349904973,-0.185742,0.185742,0.349815973,0.185861,-0.185861,0.324578373,0.1155956
-1.00456,2.00612,0.114817,-0.02730928,0.001290191,0.007310857,-0.001406507,-0.002415178,-0.017139989,3.37E-07,0.000660748,-2.93E-06,1,8.23E-08,-2.32E-05,-7.33E-06,0.325023873,-0.1166361,0.350495973,-0.187628,0.187628,0.350411473,0.1877415,-0.1877415,0.324913623,0.11676135
-1.0047,2.00613,0.11485,-0.027308207,0.001277351,0.007224718,0.000220774,-0.002566994,-0.017209991,3.37E-07,0.000652422,-2.25E-06,1,8.31E-08,-2.16E-05,-7.34E-06,0.325351523,-0.11780845,0.351084973,-0.189514,0.189514,0.351004473,0.1896215,-0.1896215,0.325246673,0.1179273
-1.00484,2.00613,0.114882,-0.027306032,0.0012598,0.007143544,0.000436047,-0.003510831,-0.016219992,3.37E-07,0.000620055,-1.43E-06,1,8.40E-08,-2.00E-05,-7.34E-06,0.325677323,-0.11898065,0.351671973,-0.1914,0.1914,0.351595473,0.1915025,-0.1915025,0.325578073,0.1190939
-1.00497,2.00614,0.114914,-0.027304156,0.00124049,0.007063043,0.000377107,-0.003861657,-0.016079993,3.37E-07,0.000587543,-5.85E-07,1,8.48E-08,-1.86E-05,-7.34E-06,0.326001223,-0.12015275,0.352256973,-0.193286,0.193286,0.352183973,0.193383,-0.193383,0.325906773,0.1202602
-1.00511,2.00615,0.114946,-0.027304878,0.00122039,0.006982247,-0.000140063,-0.004021314,-0.016139994,3.37E-07,0.000560328,-1.60E-07,1,8.57E-08,-1.72E-05,-7.34E-06,0.326323823,-0.12132515,0.352839973,-0.195172,0.195172,0.352770973,0.195264,-0.195264,0.326234423,0.12142755
-1.00525,2.00615,0.114977,-0.027309499,0.00119925,0.006902003,-0.000912386,-0.00422626,-0.016029995,3.37E-07,0.000541827,-2.10E-07,1,8.66E-08,-1.58E-05,-7.34E-06,0.326644673,-0.1224973,0.353421473,-0.1970575,0.1970575,0.353355473,0.1971455,-0.1971455,0.326559573,0.1225944
-1.00538,2.00616,0.115008,-0.027314921,0.00117363,0.006828176,-0.001076718,-0.005124517,-0.014749996,3.37E-07,0.000562223,-2.75E-07,1,8.74E-08,-1.44E-05,-7.34E-06,0.326964273,-0.1236697,0.354000973,-0.198944,0.198944,0.353938973,0.199027,-0.199027,0.326883223,0.12376175
-1.00552,2.00616,0.115038,-0.027327142,0.00114804,0.006754167,-0.002437747,-0.005119394,-0.014789997,3.37E-07,0.000583479,-1.15E-06,1,8.83E-08,-1.29E-05,-7.34E-06,0.327282173,-0.1248418,0.354579473,-0.2008295,0.2008295,0.354519973,0.200909,-0.200909,0.327205473,0.1249295
-1.00566,2.00617,0.115068,-0.027341163,0.001126989,0.006683579,-0.002816653,-0.00420964,-0.014099997,3.37E-07,0.000573161,-2.78E-06,1,8.91E-08,-1.15E-05,-7.35E-06,0.327598973,-0.126014,0.355155973,-0.202716,0.202716,0.355099973,0.202791,-0.202791,0.327526373,0.1260976
-1.00579,2.00617,0.115098,-0.027347088,0.001073257,0.006657686,-0.001180509,-0.010744667,-0.005159998,3.37E-07,0.000757071,-1.33E-05,1,9.00E-08,-9.61E-06,-7.39E-06,0.327914623,-0.12718635,0.355731473,-0.2046015,0.2046015,0.355677973,0.204673,-0.204673,0.327845423,0.12726555
-1.00593,2.00618,0.115128,-0.027364814,0.001050255,0.006608181,-0.003536515,-0.004600103,-0.009879999,3.37E-07,0.000764809,-1.36E-05,1,9.08E-08,-7.70E-06,-7.42E-06,0.328229173,-0.1283588,0.356305473,-0.2064875,0.2064875,0.356254473,0.2065555,-0.2065555,0.328163173,0.1284338
-1.00607,2.00618,0.115157,-0.027379139,0.001032093,0.006550729,-0.00285072,-0.00363249,-0.011469999,3.37E-07,0.000747891,-1.34E-05,1,9.17E-08,-5.83E-06,-7.45E-06,0.328542123,-0.12953085,0.356877973,-0.208373,0.208373,0.356829973,0.208438,-0.208438,0.328479673,0.1296023
-1.00621,2.00619,0.115187,-0.027365554,0.000977949,0.006534762,0.00270956,-0.010828916,-0.00318,3.37E-07,0.000488096,-2.79E-06,1,9.25E-08,-4.61E-06,-7.46E-06,0.328854573,-0.1307034,0.357449473,-0.2102595,0.2102595,0.357403473,0.2103205,-0.2103205,0.328794973,0.130771
-1.00634,2.00619,0.115216,-0.027357669,0.000952882,0.00647781,0.001576696,-0.005013473,-0.01138,3.37E-07,0.000452503,-2.27E-06,1,9.34E-08,-3.48E-06,-7.47E-06,0.329165523,-0.13187545,0.358019973,-0.212145,0.212145,0.357976473,0.2122035,-0.2122035,0.329109123,0.13193985
-1.00648,2.0062,0.115245,-0.027358984,0.000931105,0.006414257,-0.000254538,-0.004355059,-0.0127,3.37E-07,0.000464251,-3.54E-06,1,9.42E-08,-2.32E-06,-7.47E-06,0.329475973,-0.133048,0.358588973,-0.214031,0.214031,0.358547973,0.214086,-0.214086,0.329421973,0.133109
-1.00662,2.0062,0.115273,-0.027364,0.000905432,0.006353947,-0.001002225,-0.005134576,-0.01205,3.37E-07,0.00051295,-5.00E-06,1,9.51E-08,-1.04E-06,-7.49E-06,0.329784973,-0.13422,0.359157973,-0.215917,0.215917,0.359118473,0.2159695,-0.2159695,0.329733973,0.134278
-1.00675,2.00621,0.115302,-0.027364918,0.000880057,0.006291801,-0.000166538,-0.005074972,-0.01241,3.37E-07,0.000553472,-4.53E-06,1,9.59E-08,3.46E-07,-7.50E-06,0.330093473,-0.1353925,0.359724973,-0.217803,0.217803,0.359687473,0.2178525,-0.2178525,0.330045473,0.1354475
-1.00689,2.00621,0.11533,-0.027362437,0.000861792,0.006236524,0.000495575,-0.003652749,-0.01104,3.37E-07,0.000632601,-4.14E-06,1,9.68E-08,1.93E-06,-7.51E-06,0.330400973,-0.136565,0.360290973,-0.219689,0.219689,0.360255973,0.219736,-0.219736,0.330354973,0.136617
-1.00703,2.00622,0.115358,-0.027358363,0.000823035,0.006211776,0.000825343,-0.007751166,-0.00492,3.37E-07,0.00086276,-9.56E-06,1,9.77E-08,4.08E-06,-7.53E-06,0.330707973,-0.137737,0.360856473,-0.2215745,0.2215745,0.360822973,0.22162,-0.22162,0.330663973,0.137787
-1.00716,2.00622,0.115385,-0.027370691,0.000798167,0.006162967,-0.002466787,-0.004973502,-0.009739999,3.37E-07,0.000942318,-9.86E-06,1,9.85E-08,6.44E-06,-7.56E-06,0.331013973,-0.138909,0.361421473,-0.2234605,0.2234605,0.361388973,0.223503,-0.223503,0.330972473,0.1389565
-1.0073,2.00622,0.115413,-0.027389921,0.000765043,0.006120289,-0.003838394,-0.006624299,-0.008509998,3.37E-07,0.00100657,-1.10E-05,1,9.94E-08,8.96E-06,-7.58E-06,0.331318973,-0.140081,0.361984973,-0.225346,0.225346,0.361954973,0.225387,-0.225387,0.331279473,0.1401265
-1.00744,2.00623,0.11544,-0.027416851,0.000736624,0.006079278,-0.005377437,-0.005683475,-0.008169997,3.37E-07,0.00102686,-1.26E-05,1,1.00E-07,1.15E-05,-7.62E-06,0.331623473,-0.1412535,0.362547973,-0.227232,0.227232,0.362519473,0.2272705,-0.2272705,0.331586473,0.1412965
-1.00757,2.00623,0.115467,-0.027446081,0.000712153,0.006036357,-0.005844907,-0.004893642,-0.008559996,3.37E-07,0.00102062,-1.39E-05,1,1.01E-07,1.41E-05,-7.65E-06,0.331927973,-0.142426,0.363110973,-0.229118,0.229118,0.363083473,0.2291545,-0.2291545,0.331892473,0.1424665
-1.00771,2.00623,0.115494,-0.027473909,0.000688829,0.005988498,-0.005557206,-0.004664608,-0.009539995,3.37E-07,0.00101038,-1.42E-05,1,1.02E-07,1.66E-05,-7.69E-06,0.332230973,-0.143598,0.363671973,-0.231004,0.231004,0.363646473,0.2310385,-0.2310385,0.332197473,0.1436365
-1.00785,2.00624,0.11552,-0.027498937,0.000665935,0.005936149,-0.005001279,-0.004578395,-0.010439993,3.37E-07,0.00100036,-1.41E-05,1,1.03E-07,1.91E-05,-7.72E-06,0.332533973,-0.14477,0.364233473,-0.2328895,0.2328895,0.364208473,0.2329225,-0.2329225,0.332501973,0.144807
-1.00799,2.00624,0.115547,-0.027563255,0.000675282,0.00597158,-0.012862549,0.001870179,0.007100008,3.37E-07,0.000555961,-2.28E-05,1,1.04E-07,2.05E-05,-7.78E-06,0.332836473,-0.1459425,0.364793473,-0.2347755,0.2347755,0.364769973,0.234807,-0.234807,0.332805473,0.1459775
-1.00813,2.00624,0.115574,-0.027598368,0.000658045,0.005926801,-0.007024477,-0.003446808,-0.008939991,3.37E-07,0.000494453,-2.08E-05,1,1.05E-07,2.17E-05,-7.83E-06,0.333137973,-0.147115,0.365353473,-0.2366615,0.2366615,0.365330973,0.236691,-0.236691,0.333108973,0.147148
-1.00826,2.00625,0.1156,-0.027623079,0.000636584,0.005866102,-0.004928383,-0.004291744,-0.01212999,3.37E-07,0.000488572,-2.02E-05,1,1.05E-07,2.29E-05,-7.88E-06,0.333438973,-0.148287,0.365912973,-0.238547,0.238547,0.365891473,0.2385755,-0.2385755,0.333411473,0.1483185
-1.0084,2.00625,0.115627,-0.02788338,0.000725554,0.005972055,-0.052071158,0.017795019,0.02118001,3.37E-07,-0.000181988,-4.45E-05,1,1.06E-07,2.25E-05,-7.99E-06,0.333739973,-0.149459,0.366471473,-0.2404335,0.2404335,0.366450973,0.24046,-0.24046,0.333713973,0.149489
-1.00854,2.00625,0.115655,-0.027744306,0.000848767,0.006117546,0.027822553,0.024642903,0.029110011,3.37E-07,0.000544564,-9.37E-06,1,1.07E-07,2.39E-05,-8.02E-06,0.334040473,-0.1506315,0.367029973,-0.242319,0.242319,0.367010473,0.2423445,-0.2423445,0.334015973,0.15066
-1.00868,2.00626,0.115682,-0.027676628,0.000861226,0.006097104,0.013533992,0.002491946,-0.004069987,3.37E-07,0.000761248,-2.65E-06,1,1.08E-07,2.58E-05,-8.02E-06,0.334339973,-0.151804,0.367587473,-0.2442045,0.2442045,0.367568973,0.244229,-0.244229,0.334316973,0.151831
-1.00882,2.00626,0.115709,-0.027658548,0.000836995,0.00605026,0.003623357,-0.00484606,-0.009349985,3.37E-07,0.000756688,-1.69E-06,1,1.09E-07,2.77E-05,-8.03E-06,0.334639473,-0.1529765,0.368144473,-0.2460905,0.2460905,0.368127473,0.2461135,-0.2461135,0.334617473,0.1530015
-1.00896,2.00627,0.115736,-0.027662365,0.000813406,0.006006238,-0.000756752,-0.004717857,-0.008789983,3.37E-07,0.000663636,-4.82E-07,1,1.10E-07,2.93E-05,-8.03E-06,0.334938473,-0.1541485,0.368701473,-0.2479765,0.2479765,0.368684973,0.247998,-0.247998,0.334917473,0.1541725
-1.0091,2.00627,0.115763,-0.027682679,0.000790983,0.005960299,-0.004066719,-0.004484623,-0.009169981,3.37E-07,0.000567622,-2.44E-06,1,1.11E-07,3.07E-05,-8.03E-06,0.335237473,-0.1553205,0.369257973,-0.249862,0.249862,0.369242473,0.2498825,-0.2498825,0.335217473,0.1553435
-1.00923,2.00628,0.115789,-0.027712389,0.000776297,0.005919116,-0.005922823,-0.00293698,-0.00821998,3.37E-07,0.000437635,-4.46E-06,1,1.11E-07,3.18E-05,-8.04E-06,0.335535973,-0.156493,0.369813973,-0.251748,0.251748,0.369799473,0.2517675,-0.2517675,0.335516973,0.156515
-1.00937,2.00628,0.115816,-0.027743396,0.000761521,0.005874329,-0.006204726,-0.002955116,-0.008949979,3.37E-07,0.000323706,-6.18E-06,1,1.12E-07,3.26E-05,-8.06E-06,0.335833973,-0.157665,0.370369973,-0.253634,0.253634,0.370355473,0.2536525,-0.2536525,0.335815973,0.157686
-1.00951,2.00628,0.115842,-0.027772899,0.000745532,0.005825315,-0.005905243,-0.003197563,-0.009799978,3.37E-07,0.000230436,-7.88E-06,1,1.13E-07,3.32E-05,-8.08E-06,0.336131473,-0.1588375,0.370925473,-0.2555195,0.2555195,0.370911973,0.255537,-0.255537,0.336114473,0.1588575
-1.00965,2.00629,0.115868,-0.0277951,0.000728467,0.005772822,-0.004442823,-0.003412739,-0.010489978,3.37E-07,0.000153925,-8.89E-06,1,1.14E-07,3.36E-05,-8.10E-06,0.336428973,-0.16001,0.371480473,-0.2574055,0.2574055,0.371467473,0.2574225,-0.2574225,0.336412473,0.1600285
-1.00979,2.00629,0.115893,-0.027804799,0.000713425,0.005721456,-0.001931679,-0.003008206,-0.010269977,3.37E-07,0.000111371,-7.91E-06,1,1.15E-07,3.39E-05,-8.12E-06,0.336725973,-0.161182,0.372034973,-0.259291,0.259291,0.372022973,0.259307,-0.259307,0.336710973,0.1612
-1.00993,2.00629,0.115919,-0.027808799,0.000702982,0.00567455,-0.000790093,-0.002088442,-0.009379977,3.37E-07,0.000117773,-6.49E-06,1,1.16E-07,3.42E-05,-8.14E-06,0.337022973,-0.162354,0.372588973,-0.261177,0.261177,0.372577973,0.261192,-0.261192,0.337008473,0.1623715
-1.01007,2.0063,0.115944,-0.027822999,0.00069266,0.005627392,-0.002849528,-0.002063919,-0.009429977,3.37E-07,0.000123235,-8.91E-06,1,1.16E-07,3.45E-05,-8.16E-06,0.337319473,-0.1635265,0.373143473,-0.2630625,0.2630625,0.373132473,0.2630775,-0.2630775,0.337305973,0.163543
-1.01021,2.0063,0.115969,-0.027826192,0.000633711,0.005656412,-0.000639105,-0.011790095,0.005800022,3.37E-07,-0.000289235,3.74E-06,1,1.17E-07,3.38E-05,-8.15E-06,0.337616473,-0.1646985,0.373697473,-0.2649485,0.2649485,0.373686973,0.264962,-0.264962,0.337602973,0.164714
-1.01035,2.0063,0.115995,-0.027836289,0.000576608,0.005669458,-0.002029923,-0.011420312,0.002610022,3.37E-07,-0.000120845,-8.75E-06,1,1.18E-07,3.34E-05,-8.17E-06,0.337912473,-0.1658705,0.374250973,-0.266834,0.266834,0.374241473,0.2668475,-0.2668475,0.337899473,0.1658855
-1.01049,2.00631,0.11602,-0.027870282,0.000562092,0.005628873,-0.006784561,-0.002902788,-0.008119978,3.37E-07,-0.000124111,-1.20E-05,1,1.19E-07,3.31E-05,-8.20E-06,0.338208473,-0.1670435,0.374803973,-0.26872,0.26872,0.374794973,0.268733,-0.268733,0.338196473,0.1670575
-1.01063,2.00631,0.116045,-0.027894075,0.000552107,0.005578062,-0.004765468,-0.001996755,-0.010169979,3.37E-07,-0.000152035,-1.29E-05,1,1.20E-07,3.28E-05,-8.24E-06,0.338504473,-0.1682155,0.375356973,-0.270606,0.270606,0.375348473,0.2706175,-0.2706175,0.338492473,0.1682285
-1.01076,2.00631,0.11607,-0.027899668,0.000544146,0.005534659,-0.001117442,-0.001591731,-0.008679979,3.37E-07,-0.000124244,-1.17E-05,1,1.21E-07,3.24E-05,-8.26E-06,0.338799473,-0.1693875,0.375910473,-0.2724915,0.2724915,0.375901973,0.272503,-0.272503,0.338788973,0.1694
-1.0109,2.00631,0.116094,-0.027897364,0.000539828,0.005496817,0.000464543,-0.000863339,-0.00756998,3.37E-07,-5.39E-05,-1.04E-05,1,1.21E-07,3.23E-05,-8.29E-06,0.339094973,-0.17056,0.376462473,-0.2743775,0.2743775,0.376454973,0.274388,-0.274388,0.339084973,0.170572
-1.01104,2.00632,0.116119,-0.027890962,0.000533268,0.005455356,0.001268448,-0.001311855,-0.008289979,3.37E-07,9.67E-06,-8.02E-06,1,1.22E-07,3.23E-05,-8.31E-06,0.339390473,-0.1717325,0.377015473,-0.2762635,0.2762635,0.377007473,0.2762735,-0.2762735,0.339380473,0.1717435
-1.01118,2.00632,0.116143,-0.02788786,0.000523736,0.005409707,0.000633704,-0.001906091,-0.009129979,3.37E-07,6.35E-05,-6.60E-06,1,1.23E-07,3.25E-05,-8.33E-06,0.339685473,-0.1729045,0.377567973,-0.278149,0.278149,0.377560473,0.2781585,-0.2781585,0.339675973,0.172915
-1.01132,2.00632,0.116167,-0.02789816,0.000520154,0.005371354,-0.002071866,-0.000716324,-0.007669979,3.37E-07,9.44E-05,-8.78E-06,1,1.24E-07,3.27E-05,-8.35E-06,0.339979973,-0.174077,0.378119973,-0.280035,0.280035,0.378112973,0.280044,-0.280044,0.339971473,0.1740865
-1.01146,2.00632,0.116191,-0.028033359,0.000659442,0.005497357,-0.027027959,0.027858756,0.02519002,3.37E-07,-0.000445731,-3.62E-05,1,1.25E-07,3.16E-05,-8.44E-06,0.340274973,-0.175249,0.378671473,-0.2819205,0.2819205,0.378665473,0.2819295,-0.2819295,0.340266473,0.1752585
-1.0116,2.00633,0.116216,-0.028117144,0.000685873,0.005498541,-0.01675867,0.00528723,0.000220018,3.37E-07,-0.000560885,-3.91E-05,1,1.26E-07,3.02E-05,-8.54E-06,0.340569473,-0.1764215,0.379223473,-0.2838065,0.2838065,0.379217473,0.2838145,-0.2838145,0.340561473,0.1764305
-1.01174,2.00633,0.11624,-0.028180525,0.000692183,0.005476339,-0.012682743,0.001263243,-0.004459984,3.37E-07,-0.000651832,-4.32E-05,1,1.26E-07,2.86E-05,-8.65E-06,0.340863473,-0.1775935,0.379774973,-0.285692,0.285692,0.379768973,0.2857,-0.2857,0.340856473,0.1776025
-1.01188,2.00634,0.116265,-0.028055625,0.00081776,0.005588439,0.024976311,0.025116107,0.022410015,3.37E-07,-0.000308771,-3.14E-05,1,1.27E-07,2.78E-05,-8.72E-06,0.341157973,-0.178766,0.380326973,-0.287578,0.287578,0.380321473,0.2875855,-0.2875855,0.341150973,0.178774
-1.01202,2.00634,0.11629,-0.027989517,0.00084187,0.005585997,0.013217846,0.00482298,-0.000499986,3.37E-07,-0.000313257,-2.64E-05,1,1.28E-07,2.70E-05,-8.79E-06,0.341451973,-0.179938,0.380877973,-0.289464,0.289464,0.380872973,0.289471,-0.289471,0.341445473,0.1799455
-1.01216,2.00634,0.116315,-0.027939111,0.00085982,0.005583321,0.010082416,0.003590494,-0.000539986,3.37E-07,-0.000223023,-2.33E-05,1,1.29E-07,2.65E-05,-8.85E-06,0.341746473,-0.1811105,0.381429473,-0.2913495,0.2913495,0.381424473,0.2913565,-0.2913565,0.341739973,0.181118
-1.0123,2.00635,0.11634,-0.027907207,0.000870582,0.005570101,0.006368812,0.002152947,-0.002649987,3.37E-07,-0.000136516,-2.15E-05,1,1.30E-07,2.61E-05,-8.90E-06,0.342040473,-0.1822825,0.381980473,-0.2932355,0.2932355,0.381975473,0.2932415,-0.2932415,0.342034473,0.1822895
-1.01244,2.00635,0.116365,-0.027889704,0.000874726,0.005546352,0.00351239,0.000829468,-0.004749987,3.37E-07,-6.79E-05,-2.02E-05,1,1.31E-07,2.60E-05,-8.95E-06,0.342333973,-0.183455,0.382530973,-0.295121,0.295121,0.382526473,0.2951275,-0.2951275,0.342328473,0.1834615
-1.01258,2.00636,0.11639,-0.027881902,0.000873363,0.005513854,0.001550437,-0.000272214,-0.006499987,3.37E-07,-1.58E-05,-1.92E-05,1,1.32E-07,2.59E-05,-9.00E-06,0.342627973,-0.184627,0.383081973,-0.297007,0.297007,0.383077973,0.297013,-0.297013,0.342622473,0.1846335
-1.01272,2.00636,0.116414,-0.0278806,0.000867539,0.005474401,0.000262871,-0.001164332,-0.007889987,3.37E-07,2.35E-05,-1.85E-05,1,1.32E-07,2.60E-05,-9.05E-06,0.342921473,-0.1857995,0.383632473,-0.2988925,0.2988925,0.383628973,0.298898,-0.298898,0.342916473,0.1858055
-1.01286,2.00637,0.116438,-0.027883399,0.000858157,0.005429473,-0.000557113,-0.001875799,-0.008979987,3.37E-07,5.30E-05,-1.81E-05,1,1.33E-07,2.61E-05,-9.09E-06,0.343215473,-0.1869715,0.384183473,-0.3007785,0.3007785,0.384179473,0.3007835,-0.3007835,0.343209973,0.186977
-1.013,2.00637,0.116462,-0.027888699,0.000845951,0.005380263,-0.001065589,-0.002440755,-0.009839986,3.37E-07,7.51E-05,-1.78E-05,1,1.34E-07,2.63E-05,-9.14E-06,0.343508473,-0.1881435,0.384733973,-0.302664,0.302664,0.384730473,0.3026695,-0.3026695,0.343503973,0.188149
-1.01314,2.00637,0.116486,-0.027895598,0.000831504,0.0053277,-0.001372234,-0.002888882,-0.010509986,3.37E-07,9.18E-05,-1.77E-05,1,1.35E-07,2.65E-05,-9.18E-06,0.343801973,-0.189316,0.385283973,-0.30455,0.30455,0.385280973,0.304555,-0.304555,0.343797473,0.1893215
-1.01328,2.00638,0.11651,-0.027903398,0.00081528,0.005272515,-0.001551491,-0.003244338,-0.011029986,3.37E-07,0.00010442,-1.76E-05,1,1.36E-07,2.68E-05,-9.22E-06,0.344094973,-0.190488,0.385834973,-0.306436,0.306436,0.385831473,0.3064405,-0.3064405,0.344090973,0.190493
-1.01342,2.00638,0.116534,-0.02819759,0.000975459,0.005470288,-0.0588425,0.032037125,0.039530012,3.37E-07,-0.00077408,-5.08E-05,1,1.37E-07,2.49E-05,-9.35E-06,0.344388473,-0.1916605,0.386384973,-0.308322,0.308322,0.386381973,0.308326,-0.308326,0.344383973,0.191665
-1.01356,2.00639,0.11656,-0.028071603,0.001144834,0.00567989,0.025186109,0.033875809,0.041920012,3.37E-07,-4.47E-05,-1.99E-05,1,1.37E-07,2.47E-05,-9.40E-06,0.344681473,-0.1928325,0.386935473,-0.3102075,0.3102075,0.386932473,0.3102115,-0.3102115,0.344677973,0.192837
