C.x,C.y,C.z,v.x,v.y,v.z,imu_lin_acc_x,imu_lin_acc_y,imu_lin_acc_z,imu_ang_vel_x,imu_ang_vel_y,imu_ang_vel_z,imu_orien_w,imu_orien_x,imu_orien_y,imu_orien_z,state_theta_a,state_beta_a,state_theta_b,state_beta_b_original_define,state_beta_b,state_theta_c,state_beta_c_original_define,state_beta_c,state_theta_d,state_beta_d
-0.54702,2.00502,0.122566,0.094400503,0.000129534,0.000129169,0.013781049,-0.021909381,-0.054369508,-2.60E-08,-0.0016781,-0.000534993,1,2.09E-06,0.00073127,-3.42E-05,0.708135973,-1.74836,0.640975973,-2.3714,2.3714,0.608750973,1.417415,-1.417415,1.146405973,1.87786
-0.546544,2.00502,0.122585,0.094467711,2.18E-05,-0.000145271,0.013444538,-0.021595941,-0.054779589,-2.60E-08,-0.0011267,-0.00054764,1,2.09E-06,0.000728453,-3.56E-05,0.706620973,-1.745755,0.658260973,-2.367065,2.367065,0.609275973,1.42067,-1.42067,1.152635973,1.87633
-0.546066,2.00502,0.122603,0.094533019,-8.27E-05,-0.000421358,0.01306443,-0.020947499,-0.05515963,-2.60E-08,-0.000576844,-0.000571232,1,2.09E-06,0.000727011,-3.70E-05,0.705125973,-1.74314,0.676495973,-2.36149,2.36149,0.609800973,1.423935,-1.423935,1.158930973,1.874745
-0.545585,2.00502,0.12262,0.094597631,-0.000185476,-0.000698856,0.012934559,-0.020620055,-0.055499632,-2.60E-08,-3.03E-05,-0.000594214,1,2.08E-06,0.000726935,-3.85E-05,0.703645973,-1.74051,0.695640973,-2.354705,2.354705,0.610335973,1.42721,-1.42721,1.165280973,1.873125
-0.545102,2.00502,0.122636,0.094661848,-0.000288083,-0.00097772,0.012829819,-0.02058001,-0.055819595,-2.60E-08,0.000516161,-0.000619338,1,2.08E-06,0.000728225,-4.00E-05,0.702185973,-1.73786,0.715655973,-2.34676,2.34676,0.610865973,1.43049,-1.43049,1.171694973,1.871451
-0.544616,2.00502,0.12265,0.094725273,-0.000392249,-0.001258062,0.012695485,-0.020894762,-0.056169519,-2.60E-08,0.00106689,-0.000650629,1,2.08E-06,0.000730893,-4.16E-05,0.700730973,-1.735205,0.736495973,-2.3377,2.3377,0.611405973,1.43377,-1.43377,1.178165473,1.8697305
-0.544127,2.00502,0.122664,0.09478951,-0.000497661,-0.001540256,0.012832419,-0.021146812,-0.056589402,-2.60E-08,0.00162744,-0.00068174,1,2.08E-06,0.000734961,-4.33E-05,0.699300973,-1.732535,0.758100973,-2.327585,2.327585,0.611955973,1.43706,-1.43706,1.184694473,1.8679615
-0.543636,2.00501,0.122676,0.094853961,-0.000605041,-0.001824637,0.012899235,-0.021543759,-0.057079242,-2.60E-08,0.00220337,-0.000713234,1,2.08E-06,0.00074047,-4.51E-05,0.697880973,-1.729845,0.780415973,-2.31648,2.31648,0.612500973,1.440355,-1.440355,1.191286973,1.866149
-0.543142,2.00501,0.122686,0.094930359,-0.000692183,-0.002063971,0.015267587,-0.017499303,-0.048149028,-2.60E-08,0.00293336,-0.000747946,1,2.08E-06,0.000747803,-4.70E-05,0.696475973,-1.72715,0.803370973,-2.304455,2.304455,0.613055973,1.44365,-1.44365,1.197937473,1.8642885
-0.542646,2.005,0.122695,0.095013308,-0.000759335,-0.002260699,0.016578892,-0.013504144,-0.039708749,-2.60E-08,0.00378507,-0.000778534,1,2.08E-06,0.000757266,-4.89E-05,0.695085973,-1.72444,0.826885973,-2.29157,2.29157,0.613610973,1.446955,-1.446955,1.204645973,1.86238
-0.542147,2.00501,0.12271,0.095149178,0.000545999,-0.000723516,0.027154774,0.260981025,0.306811736,-2.60E-08,0.0064613,-0.000899116,1,2.08E-06,0.000773419,-5.12E-05,0.693710973,-1.721715,0.850890973,-2.277905,2.277905,0.614175973,1.45026,-1.45026,1.211412473,1.8604235
-0.541645,2.00501,0.122725,0.09514561,0.000801954,-0.00068607,-0.000719702,0.051118484,0.007032103,-2.60E-08,0.00479564,-0.000759527,1,2.08E-06,0.000785408,-5.31E-05,0.692345973,-1.71898,0.875300973,-2.263535,2.263535,0.614745973,1.45357,-1.45357,1.218241973,1.858424
-0.541142,2.00502,0.122741,0.095171661,0.00130963,-0.000113825,0.005222572,0.101460147,0.11388257,-2.60E-08,0.00600558,-0.000787248,1,2.08E-06,0.000800422,-5.51E-05,0.690995973,-1.71623,0.900025973,4.034645307,-4.034645307,0.615320973,1.456875,-1.456875,1.225129473,1.8563765
-0.540637,2.00503,0.122756,0.095197295,0.001539244,-2.65E-05,0.005114992,0.045852406,0.016903032,-2.60E-08,0.00583127,-0.000735809,1,2.07E-06,0.000815,-5.69E-05,0.689660973,-1.713465,0.924990973,4.050180307,-4.050180307,0.615895973,1.46019,-1.46019,1.232078973,1.854287
-0.540135,2.00503,0.122777,0.094144796,0.001337151,0.00139882,-0.210489994,-0.04046805,0.28521295,-2.60E-08,-0.00102517,-0.000533672,1,2.07E-06,0.000812437,-5.82E-05,0.688340973,-1.710695,0.950080973,4.066170307,-4.066170307,0.616485973,1.4635,-1.4635,1.239085973,1.85215
-0.539632,2.00504,0.122796,0.094159857,0.001600507,0.001346089,0.003006709,0.052619394,-0.010387185,-2.60E-08,-0.00170845,-0.000539728,1,2.07E-06,0.000808166,-5.96E-05,0.687030973,-1.707905,0.975225973,4.082535307,-4.082535307,0.617070973,1.466815,-1.466815,1.246149973,1.849966
-0.539129,2.00505,0.122813,0.094096703,0.001617296,0.001385478,-0.012643351,0.003310585,0.008122612,-2.60E-08,-0.00256816,-0.000502699,1,2.07E-06,0.000801746,-6.08E-05,0.685735973,-1.70511,1.000310973,4.099180307,-4.099180307,0.617665973,1.47013,-1.47013,1.253276473,1.8477395
-0.538626,2.00505,0.122833,0.093625145,0.001151152,0.002113752,-0.094310825,-0.093275425,0.146192168,-2.60E-08,-0.00568937,-0.000493118,1,2.07E-06,0.000787522,-6.21E-05,0.684455973,-1.7023,1.025250973,4.116020307,-4.116020307,0.618270973,1.473445,-1.473445,1.260463973,1.845472
-0.538124,2.00506,0.122851,0.093565623,0.00103617,0.002241482,-0.011925778,-0.023041287,0.026151674,-2.60E-08,-0.00647012,-0.000480008,1,2.07E-06,0.000771347,-6.33E-05,0.683185973,-1.69948,1.049945973,4.132975307,-4.132975307,0.618875973,1.47676,-1.47676,1.267708473,1.8431575
-0.537621,2.00506,0.122867,0.093603139,0.000949506,0.002149189,0.007490614,-0.017375851,-0.017858808,-2.60E-08,-0.00643318,-0.000462396,1,2.06E-06,0.000755264,-6.44E-05,0.681930973,-1.696645,1.074300973,4.149950307,-4.149950307,0.619485973,1.48007,-1.48007,1.275008973,1.840797
-0.537118,2.00507,0.122879,0.09367559,0.000832589,0.001961921,0.014480627,-0.023425617,-0.036889248,-2.60E-08,-0.00599449,-0.000452148,1,2.06E-06,0.000740278,-6.56E-05,0.680685973,-1.6938,1.098225973,4.166865307,-4.166865307,0.620110973,1.483385,-1.483385,1.282370473,1.8383955
-0.536615,2.00507,0.122889,0.0937673,0.000684975,0.001725346,0.018341507,-0.029565083,-0.04681963,-2.60E-08,-0.00531327,-0.000451227,1,2.06E-06,0.000726995,-6.67E-05,0.679455973,-1.69095,1.121630973,4.183640307,-4.183640307,0.620730973,1.486695,-1.486695,1.289792473,1.8359535
-0.536112,2.00507,0.122895,0.093871638,0.000516592,0.001459165,0.020860513,-0.03371895,-0.052819947,-2.60E-08,-0.00447886,-0.000453249,1,2.06E-06,0.000715797,-6.78E-05,0.678235973,-1.68808,1.144420973,4.200190307,-4.200190307,0.621360973,1.490005,-1.490005,1.297269973,1.833466
-0.535609,2.00508,0.122897,0.093983289,0.000336249,0.001173766,0.022328238,-0.036111416,-0.056750195,-2.60E-08,-0.00355241,-0.000457114,1,2.06E-06,0.000706916,-6.90E-05,0.677035973,-1.6852,1.166515973,4.216445307,-4.216445307,0.622000973,1.493315,-1.493315,1.304807473,1.8309385
-0.535107,2.00508,0.122897,0.094098246,0.000150705,0.000875558,0.022973017,-0.037151983,-0.059400373,-2.60E-08,-0.00257833,-0.000462169,1,2.06E-06,0.000700471,-7.01E-05,0.675840973,-1.682315,1.187850973,4.232330307,-4.232330307,0.622640973,1.496625,-1.496625,1.312404973,1.828371
-0.534607,2.00508,0.122893,0.094212805,-3.45E-05,0.000568928,0.022908976,-0.03709325,-0.061180482,-2.60E-08,-0.00158807,-0.000472033,1,2.06E-06,0.0006965,-7.13E-05,0.674660973,-1.679415,1.208340973,4.247770307,-4.247770307,0.623295973,1.49993,-1.49993,1.320056473,1.8257595
-0.534107,2.00507,0.122886,0.094324666,-0.000215818,0.000257123,0.022370652,-0.036301315,-0.062300523,-2.60E-08,-0.000605968,-0.000486035,1,2.05E-06,0.000694985,-7.25E-05,0.673490973,-1.676505,1.227920973,4.262720307,-4.262720307,0.623950973,1.503235,-1.503235,1.327767473,1.8231085
-0.53361,2.00507,0.122876,0.09443253,-0.000391022,-5.74E-05,0.02157877,-0.03508808,-0.0629305,-2.60E-08,0.000349347,-0.000500106,1,2.05E-06,0.000695859,-7.38E-05,0.672335973,-1.67358,1.246540973,4.277110307,-4.277110307,0.624610973,1.506535,-1.506535,1.335536473,1.8204195
-0.533114,2.00507,0.122863,0.094534198,-0.000556959,-0.000372696,0.020341915,-0.033236743,-0.063190413,-2.60E-08,0.00126819,-0.000524905,1,2.05E-06,0.000699029,-7.51E-05,0.671185973,-1.67065,1.264145973,4.290905307,-4.290905307,0.625280973,1.509835,-1.509835,1.343364473,1.8176915
-0.53262,2.00507,0.122848,0.094629272,-0.000713138,-0.000687342,0.019004364,-0.031288103,-0.063130266,-2.60E-08,0.00213846,-0.000554255,1,2.05E-06,0.000704375,-7.65E-05,0.670050973,-1.667705,1.280697973,4.304057307,-4.304057307,0.625960973,1.513125,-1.513125,1.351244973,1.814921
-0.532129,2.00506,0.12283,0.094717055,-0.00086004,-0.001000027,0.017565729,-0.029436061,-0.06282006,-2.60E-08,0.00295206,-0.000587254,1,2.05E-06,0.000711756,-7.79E-05,0.668930973,-1.664755,1.296177473,4.316536807,-4.316536807,0.626640973,1.516415,-1.516415,1.359187973,1.812118
-0.53164,2.00506,0.12281,0.094798147,-0.000996506,-0.001309935,0.016209378,-0.027351616,-0.0623298,-2.60E-08,0.00370561,-0.00061954,1,2.05E-06,0.00072102,-7.95E-05,0.667820973,-1.661795,1.310563473,4.328322807,-4.328322807,0.627330973,1.519705,-1.519705,1.367183473,1.8092725
-0.531153,2.00505,0.122787,0.094872451,-0.001122167,-0.001616392,0.01484523,-0.025194069,-0.061709487,-2.60E-08,0.00439685,-0.000650919,1,2.05E-06,0.000732012,-8.11E-05,0.666720973,-1.658815,1.323848973,4.339408307,-4.339408307,0.628025973,1.52299,-1.52299,1.375235473,1.8063905
-0.53067,2.00504,0.122763,0.094938569,-0.00123869,-0.00191884,0.013230658,-0.023370517,-0.060969123,-2.60E-08,0.00502381,-0.000689856,1,2.05E-06,0.000744571,-8.28E-05,0.665630973,-1.655835,1.336049473,4.349788807,-4.349788807,0.628730973,1.526265,-1.526265,1.383348973,1.803477
-0.530189,2.00504,0.122738,0.094995302,-0.001345295,-0.002217121,0.011335388,-0.021390062,-0.060188711,-2.60E-08,0.00558923,-0.000731712,1,2.05E-06,0.000758544,-8.47E-05,0.664555973,-1.65284,1.347193973,4.359473307,-4.359473307,0.629440973,1.529545,-1.529545,1.391513473,1.8005225
-0.52971,2.00503,0.122711,0.095060046,-0.001408387,-0.002445342,0.01292273,-0.012692103,-0.046238239,-2.60E-08,0.00627161,-0.000774014,1,2.05E-06,0.000774223,-8.66E-05,0.663485973,-1.64984,1.357309473,4.368498807,-4.368498807,0.630160973,1.532815,-1.532815,1.399733473,1.7975325
-0.529234,2.00502,0.122683,0.095104463,-0.001432974,-0.002646649,0.008875577,-0.004993049,-0.040907714,-2.60E-08,0.00684383,-0.000812352,1,2.05E-06,0.000791333,-8.86E-05,0.662430973,-1.646825,1.366464473,4.376883807,-4.376883807,0.630885973,1.53608,-1.53608,1.408003973,1.794522
-0.528759,2.00502,0.122663,0.095387396,-3.80E-05,-0.000894897,0.056541008,0.278915225,0.349413058,-2.60E-08,0.00978726,-0.000792197,1,2.05E-06,0.000815801,-9.06E-05,0.661385973,-1.64381,1.374695973,4.384675307,-4.384675307,0.631620973,1.539345,-1.539345,1.416293973,1.791512
-0.528288,2.00502,0.122644,0.095163061,0.000367154,-0.000896077,-0.044859416,0.080955392,-0.000926352,-2.60E-08,0.00728777,-0.000815224,1,2.05E-06,0.000834021,-9.26E-05,0.660350973,-1.640775,1.382062973,4.391892307,-4.391892307,0.632360973,1.542605,-1.542605,1.424576473,1.7885595
-0.527818,2.00503,0.122628,0.095192405,0.001001118,-0.000207191,0.005856316,0.126719356,0.137014309,-2.60E-08,0.0079864,-0.000763326,1,2.05E-06,0.000853987,-9.46E-05,0.659330973,-1.637735,1.388604473,4.398573807,-4.398573807,0.633110973,1.545855,-1.545855,1.432793473,1.7857125
-0.527351,2.00504,0.122613,0.095043657,0.001379679,-0.000159333,-0.029739481,0.075639523,0.008934875,-2.60E-08,0.00669119,-0.000771337,1,2.05E-06,0.000870715,-9.65E-05,0.658310973,-1.634685,1.394365473,4.404744807,-4.404744807,0.633860973,1.549105,-1.549105,1.440899973,1.783056
-0.526891,2.00504,0.122606,0.09388717,0.00144281,0.001264494,-0.231310361,0.012580065,0.284914721,-2.60E-08,-0.00180974,-0.000485109,1,2.05E-06,0.00086619,-9.77E-05,0.657310973,-1.631625,1.399390973,4.410430307,-4.410430307,0.634625973,1.55235,-1.55235,1.448830473,1.7806655
-0.526434,2.00505,0.122599,0.093510718,0.002201064,0.000986431,-0.075283421,0.151594515,-0.055125714,-2.60E-08,-0.00515732,-0.000574155,1,2.05E-06,0.000853297,-9.91E-05,0.656320973,-1.628555,1.403718473,4.415657807,-4.415657807,0.635400973,1.555585,-1.555585,1.456520973,1.778635
-0.525982,2.00507,0.122597,0.09274068,0.002297085,0.001751385,-0.15401732,0.019162054,0.154073331,-2.60E-08,-0.0116005,-0.000455116,1,2.04E-06,0.000824296,-0.00010027,0.655335973,-1.62548,1.407388473,4.420447807,-4.420447807,0.636180973,1.558815,-1.558815,1.463890473,1.7770455
-0.525534,2.00508,0.122598,0.092200119,0.002754846,0.001937363,-0.108151066,0.091507993,0.038702052,-2.60E-08,-0.016223,-0.000474134,1,2.04E-06,0.000783738,-0.000101455,0.654360973,-1.622395,1.410430473,4.424829807,-4.424829807,0.636965973,1.56204,-1.56204,1.470879473,1.7760065
-0.525088,2.0051,0.1226,0.091691836,0.003325875,0.00189889,-0.101691337,0.11416163,-0.005799479,-2.60E-08,-0.0205766,-0.00048415,1,2.03E-06,0.000732297,-0.000102666,0.653405973,-1.6193,1.412882973,4.428822307,-4.428822307,0.637760973,1.565265,-1.565265,1.477408973,1.775607
-0.524644,2.00512,0.122604,0.091176899,0.003951943,0.001764194,-0.103023682,0.125168665,-0.024651195,-2.59E-08,-0.0249612,-0.000491202,1,2.02E-06,0.000669894,-0.000103894,0.652450973,-1.616195,1.414777473,4.432446807,-4.432446807,0.638560973,1.568475,-1.568475,1.483403973,1.775942
-0.524203,2.00514,0.122609,0.090651109,0.004616357,0.001581701,-0.10521679,0.132837697,-0.033813023,-2.58E-08,-0.0294213,-0.000495321,1,2.01E-06,0.000596341,-0.000105132,0.651505973,-1.61308,1.416138973,4.435728307,-4.435728307,0.639375973,1.57168,-1.57168,1.488791973,1.777104
-0.523764,2.00517,0.122615,0.090115917,0.005308458,0.001371377,-0.107096526,0.138374725,-0.038984867,-2.57E-08,-0.0339395,-0.000496491,1,2.01E-06,0.000511492,-0.000106374,0.650570973,-1.609965,1.417006973,4.438676307,-4.438676307,0.640190973,1.574885,-1.574885,1.493509473,1.7791865
-0.523326,2.0052,0.122622,0.089575588,0.006018063,0.001143187,-0.108116929,0.141876749,-0.042166616,-2.55E-08,-0.038479,-0.000494412,1,1.99E-06,0.000415294,-0.00010761,0.649650973,-1.606835,1.417403973,4.441313307,-4.441313307,0.641025973,1.57808,-1.57808,1.497484973,1.782271
-0.52289,2.00523,0.122631,0.089039996,0.006735342,0.000905056,-0.107145019,0.143411767,-0.043778141,-2.52E-08,-0.0429989,-0.000482139,1,1.98E-06,0.000307797,-0.000108816,0.648730973,-1.603695,1.417356473,4.443655807,-4.443655807,0.641855973,1.58127,-1.58127,1.500658973,1.786437
-0.522455,2.00527,0.122642,0.088520718,0.007450094,0.000664469,-0.103904481,0.14290778,-0.043889298,-2.49E-08,-0.047451,-0.000465119,1,1.97E-06,0.00018917,-0.000109979,0.647825973,-1.60055,1.416886473,4.445725807,-4.445725807,0.642705973,1.58445,-1.58445,1.502975973,1.79176
-0.522021,2.00531,0.122655,0.088021342,0.008149265,0.000422166,-0.099905501,0.139794786,-0.04387993,-2.45E-08,-0.0517637,-0.000436944,1,1.95E-06,5.98E-05,-0.000111071,0.646930973,-1.597395,1.416022473,4.447531807,-4.447531807,0.643560973,1.587625,-1.587625,1.504377473,1.7982985
-0.521587,2.00535,0.122669,0.087546354,0.008819718,0.000178127,-0.095009628,0.134055787,-0.043889875,-2.40E-08,-0.0558599,-0.000409759,1,1.94E-06,-7.99E-05,-0.000112096,0.646045973,-1.59423,1.414783473,4.449092807,-4.449092807,0.644420973,1.590795,-1.590795,1.504821473,1.8061145
-0.521153,2.0054,0.122685,0.087104344,0.009448355,-6.68E-05,-0.088411053,0.125693782,-0.04375897,-2.34E-08,-0.0596683,-0.000383606,1,1.92E-06,-0.00022906,-0.000113055,0.645170973,-1.591065,1.413197973,4.450417307,-4.450417307,0.645290973,1.593955,-1.593955,1.504264973,1.815251
-0.520718,2.00545,0.122704,0.086704103,0.010021457,-0.000312228,-0.08004447,0.114578773,-0.043587064,-2.28E-08,-0.0631176,-0.000353898,1,1.90E-06,-0.000386854,-0.00011394,0.644300973,-1.587885,1.411276973,4.451526307,-4.451526307,0.646170973,1.597115,-1.597115,1.502675473,1.8257505
-0.520283,2.0055,0.122723,0.086355023,0.010527421,-0.000557018,-0.069796542,0.101181759,-0.043224018,-2.22E-08,-0.0661317,-0.000332069,1,1.89E-06,-0.000552184,-0.000114771,0.643440973,-1.584695,1.409042473,4.452431807,-4.452431807,0.647060973,1.600255,-1.600255,1.500025473,1.8376405
-0.519846,2.00556,0.122745,0.086064802,0.010952184,-0.00080134,-0.05799153,0.084923741,-0.042939722,-2.16E-08,-0.06864,-0.000305337,1,1.87E-06,-0.000723784,-0.000115534,0.642590973,-1.581505,1.406519473,4.453138807,-4.453138807,0.647960973,1.603395,-1.603395,1.496294473,1.8509415
-0.519407,2.00562,0.122768,0.085840338,0.01128305,-0.00104443,-0.044833121,0.06614162,-0.0425441,-2.11E-08,-0.0705711,-0.000275326,1,1.85E-06,-0.000900211,-0.000116223,0.641745973,-1.5783,1.403717973,4.453667307,-4.453667307,0.648865973,1.60653,-1.60653,1.491470973,1.865665
-0.518965,2.00567,0.122792,0.085691332,0.011508921,-0.001287369,-0.029727461,0.045152897,-0.042417121,-2.07E-08,-0.0718646,-0.000246738,0.999999,1.83E-06,-0.00107987,-0.00011684,0.640915973,-1.57509,1.400655973,4.454025307,-4.454025307,0.649780973,1.609655,-1.609655,1.485542973,1.881803
-0.518521,2.00573,0.122817,0.085625884,0.011619699,-0.001531464,-0.013000589,0.022128273,-0.0426088,-2.05E-08,-0.0724628,-0.000219808,0.999999,1.81E-06,-0.00126103,-0.00011739,0.640090973,-1.571875,1.397357973,4.454217307,-4.454217307,0.650710973,1.612775,-1.612775,1.478519973,1.899356
-0.518072,2.00579,0.122843,0.085657876,0.011625888,-0.001748543,0.00651947,0.001239118,-0.037229221,-2.06E-08,-0.0722552,-0.000192466,0.999999,1.78E-06,-0.00144167,-0.000117872,0.639275973,-1.56865,1.393825473,4.454264807,-4.454264807,0.651645973,1.61588,-1.61588,1.470402473,1.9182935
-0.51762,2.00585,0.12287,0.085806885,0.011573392,-0.001861759,0.029935413,-0.010513975,-0.01655855,-2.10E-08,-0.0710786,-0.000160023,0.999999,1.76E-06,-0.00161936,-0.000118272,0.638470973,-1.565415,1.390081473,4.454170807,-4.454170807,0.652590973,1.618985,-1.618985,1.461207473,1.9385885
-0.517163,2.00591,0.122897,0.086038088,0.011404505,-0.00196986,0.046375467,-0.033797396,-0.015676965,-2.17E-08,-0.0692217,-0.000134855,0.999998,1.74E-06,-0.00179242,-0.000118609,0.637670973,-1.562175,1.386136473,4.453945807,-4.453945807,0.653540973,1.622075,-1.622075,1.450955473,1.9602005
-0.516697,2.00597,0.122933,0.086905747,0.011727027,-0.00039325,0.173654743,0.0645058,0.320674338,-2.46E-08,-0.0616334,-2.71E-05,0.999998,1.73E-06,-0.0019465,-0.000118678,0.636875973,-1.55893,1.382006973,4.453596307,-4.453596307,0.654505973,1.62516,-1.62516,1.439680973,1.983085
-0.516227,2.00602,0.122968,0.087253203,0.011138844,-0.000529162,0.069509626,-0.117638415,-0.022053969,-2.56E-08,-0.0590032,-7.97E-05,0.999998,1.71E-06,-0.00209401,-0.000118877,0.636100973,-1.555675,1.377702973,4.453132307,-4.453132307,0.655480973,1.628235,-1.628235,1.427415473,2.0071805
-0.515751,2.00608,0.123003,0.08767505,0.010459777,-0.000657345,0.08440422,-0.135830429,-0.020782171,-2.68E-08,-0.0555855,-7.43E-05,0.999997,1.69E-06,-0.00223297,-0.000119063,0.635320973,-1.552415,1.373234473,4.452563807,-4.452563807,0.656470973,1.631305,-1.631305,1.414202973,2.032423
-0.515269,2.00613,0.123037,0.088253984,0.009721562,-0.000674529,0.115817981,-0.147645442,0.00101929,-2.85E-08,-0.0508729,-6.19E-05,0.999997,1.68E-06,-0.00236015,-0.000119218,0.634560973,-1.549145,1.368615973,4.451895307,-4.451895307,0.657460973,1.634365,-1.634365,1.400083973,2.058732
-0.514781,2.00617,0.123069,0.088954302,0.008868084,-0.000681752,0.140082111,-0.170700454,0.002539995,-3.04E-08,-0.0451565,-5.68E-05,0.999997,1.66E-06,-0.00247304,-0.00011936,0.633795973,-1.54587,1.363856473,4.451135807,-4.451135807,0.658465973,1.63742,-1.63742,1.385115973,2.08603
-0.514289,2.00621,0.123108,0.089127422,0.007004385,0.000852432,0.03465316,-0.372726422,0.31063067,-3.11E-08,-0.0430659,0.000122811,0.999997,1.65E-06,-0.00258071,-0.000119053,0.633050973,-1.542585,1.358963973,4.450293307,-4.450293307,0.659480973,1.640455,-1.640455,1.369355973,2.11423
-0.513789,2.00624,0.123147,0.090173333,0.00631005,0.001227766,0.209168393,-0.138862406,0.078139546,-3.34E-08,-0.0344823,5.53E-05,0.999996,1.64E-06,-0.00266691,-0.000118915,0.632305973,-1.5393,1.353951973,4.449371307,-4.449371307,0.660505973,1.64349,-1.64349,1.352870973,2.143235
-0.513283,2.00627,0.123184,0.091117477,0.005260979,0.001145347,0.188786934,-0.209811401,-0.014063339,-3.53E-08,-0.0268568,1.31E-05,0.999996,1.63E-06,-0.00273406,-0.000118883,0.631575973,-1.536,1.348828473,4.448377807,-4.448377807,0.661540973,1.646515,-1.646515,1.335725973,2.17294
-0.51277,2.00629,0.123217,0.092072315,0.003983122,0.001030783,0.190949546,-0.255573409,-0.021168157,-3.69E-08,-0.0191541,-3.63E-05,0.999996,1.63E-06,-0.00278194,-0.000118974,0.630845973,-1.5327,1.343599973,4.447319307,-4.447319307,0.662585973,1.64953,-1.64953,1.317985973,2.20324
-0.512251,2.0063,0.123246,0.093081813,0.002533361,0.00095133,0.20189381,-0.289961436,-0.014875139,-3.84E-08,-0.011002,-0.000105914,0.999996,1.62E-06,-0.00280945,-0.000119238,0.630125973,-1.52939,1.338278973,4.446198307,-4.446198307,0.663640973,1.652535,-1.652535,1.299730973,2.234035
-0.511725,2.0063,0.123273,0.094170499,0.000978154,0.000841691,0.217735883,-0.311059487,-0.021724538,-3.96E-08,-0.00218037,-0.000191951,0.999996,1.62E-06,-0.0028149,-0.000119718,0.629420973,-1.526075,1.332871973,4.445021307,-4.445021307,0.664710973,1.655535,-1.655535,1.281035973,2.2652
-0.511193,2.0063,0.123294,0.095415774,-0.000735282,0.000680264,0.249052548,-0.342714566,-0.033026718,-4.08E-08,0.00792458,-0.00029613,0.999996,1.63E-06,-0.00279509,-0.000120459,0.628715973,-1.52275,1.327379973,4.443799307,-4.443799307,0.665785973,1.65852,-1.65852,1.262225973,2.29637
-0.510658,2.00629,0.123315,0.096324803,-0.00257916,0.001144497,0.181810195,-0.368803649,0.091389114,-4.15E-08,0.0153043,-0.000311819,0.999996,1.64E-06,-0.00275683,-0.000121238,0.628015973,-1.51942,1.321819973,4.442529307,-4.442529307,0.666875973,1.6615,-1.6615,1.243345973,2.32748
-0.510117,2.00627,0.123333,0.097379793,-0.00416894,0.001122283,0.211023525,-0.317992754,-0.006737263,-4.21E-08,0.0238394,-0.000399421,0.999996,1.65E-06,-0.00269723,-0.000122236,0.627330973,-1.516085,1.316191473,4.441220807,-4.441220807,0.667980973,1.664465,-1.664465,1.224375973,2.3585
-0.509573,2.00624,0.123346,0.098440887,-0.005666902,0.000924577,0.212248535,-0.299637873,-0.042695717,-4.28E-08,0.0324343,-0.000464779,0.999997,1.66E-06,-0.00261614,-0.000123398,0.626650973,-1.512745,1.310505973,4.439875307,-4.439875307,0.669090973,1.667425,-1.667425,1.205295973,2.38941
-0.509023,2.0062,0.123354,0.099479544,-0.007102547,0.000658899,0.207767919,-0.287176997,-0.05715599,-4.34E-08,0.0408249,-0.000501655,0.999997,1.67E-06,-0.00251408,-0.000124652,0.625975973,-1.50939,1.304762973,4.438502307,-4.438502307,0.670215973,1.67037,-1.67037,1.186095973,2.4202
-0.50847,2.00616,0.123357,0.10048402,-0.008478644,0.000362003,0.201014605,-0.275271121,-0.064247762,-4.41E-08,0.0489232,-0.000524462,0.999997,1.69E-06,-0.00239177,-0.000125963,0.625310973,-1.506035,1.298977473,4.437096807,-4.437096807,0.671345973,1.67331,-1.67331,1.166750973,2.450845
-0.507914,2.00611,0.123356,0.101446731,-0.009791487,4.62E-05,0.192549723,-0.262623242,-0.068860667,-4.50E-08,0.0566817,-0.000541901,0.999997,1.71E-06,-0.00225007,-0.000127318,0.624650973,-1.502675,1.293148973,-1.847517,1.847517,0.672490973,1.676235,-1.676235,1.147245973,2.48133
-0.507354,2.00605,0.123349,0.102412535,-0.01107754,-0.000290541,0.193000295,-0.257271358,-0.073874386,-4.62E-08,0.0644566,-0.000553034,0.999998,1.74E-06,-0.00208893,-0.0001287,0.624000973,-1.499305,1.287282473,-1.8489635,1.8489635,0.673650973,1.679155,-1.679155,1.127805973,2.5114
-0.506792,2.00599,0.123338,0.103352513,-0.012320512,-0.000641497,0.188133879,-0.248644464,-0.077558501,-4.77E-08,0.0719775,-0.00055424,0.999998,1.76E-06,-0.00190898,-0.000130085,0.623360973,-1.495935,1.281381473,-1.8504245,1.8504245,0.674815973,1.68206,-1.68206,1.108645973,2.54081
-0.506229,2.00592,0.123322,0.10421574,-0.013476807,-0.000998056,0.172544143,-0.231305558,-0.07946251,-4.94E-08,0.0788852,-0.000542332,0.999999,1.79E-06,-0.00171177,-0.000131441,0.622720973,-1.492555,1.275455973,-1.8519,1.8519,0.676000973,1.684955,-1.684955,1.089835973,2.56946
-0.505665,2.00585,0.123302,0.104999255,-0.014527428,-0.001360237,0.156533213,-0.210191638,-0.081315921,-5.13E-08,0.0851597,-0.000521718,0.999999,1.82E-06,-0.00149887,-0.000132745,0.622090973,-1.489165,1.269508973,-1.853387,1.853387,0.677190973,1.687845,-1.687845,1.071445973,2.59726
