v_.x,v_.y,v_.z,p.x,p.y,p.z,zLF.x,zLF.y,zLF.z,zRF.x,zRF.y,zRF.z,zRH.x,zRH.y,zRH.z,zLH.x,zLH.y,zLH.z,zP.x,zP.y,zP.z,ba.x,ba.y,ba.z,lf.contact,rf.contact,rh.contact,lh.contact,lf.cscore,rf.cscore,rh.cscore,lh.cscore,lf.c,rf.c,rh.c,lh.c,threshold,cov.xx,cov.xy,cov.xz,cov.yx,cov.yy,cov.yz,cov.zx,cov.zy,cov.zz,
-7.08798e-07,0,6.38718e-07,-3.54399e-09,-6.47591e-21,3.19359e-09,-0.00298589,0,0.00062421,-0.00498831,0,0.00100449,0.00499308,0,0.00102162,-0.000241101,0,0.00025332,0,0,0,3.16075e-06,0,-2.84824e-06,0,0,0,0,0,0,0,0,0,0,0,0,0.0775691,2.1e-07,0,0,0,2.1e-07,0,0,0,2.1e-07
-5.03621e-06,0,4.35672e-06,-2.8725e-08,-2.0498e-15,2.49773e-08,-0.00567928,0,0.00124052,-0.00946688,0,0.00200018,0.00946989,0,0.0020355,-0.00105299,0,0.000504406,0,0,0,9.06178e-06,0,-7.80234e-06,0,0,0,0,0,0,0,0,0,0,0,0,0.0752292,4.1979e-07,0,1.42783e-20,0,4.1979e-07,0,1.42783e-20,0,4.1979e-07
-2.78019e-05,-1.20783e-05,-0.000122405,-1.67738e-07,-6.03918e-08,-5.87048e-07,-0.00837896,6.04379e-07,0.00185702,-0.013955,6.04379e-07,0.00299532,0.0139484,6.04379e-07,0.00304689,-0.00188309,6.04379e-07,0.000759558,0,0,0,2.27335e-05,-1.36856e-08,-1.93508e-05,0,0,0,0,0,0,0,0,0,0,0,0,0.0730029,6.32278e-07,-1.76893e-17,-1.98565e-16,-1.76893e-17,6.32278e-07,-1.96827e-16,-1.98565e-16,-1.96826e-16,6.32278e-07
-5.98781e-05,-2.12206e-05,-0.000229007,-4.67138e-07,-1.66495e-07,-1.73208e-06,-0.0110803,1.06336e-06,0.00246604,-0.0184394,1.06336e-06,0.00397597,0.018427,1.06336e-06,0.00404379,-0.00268575,1.06336e-06,0.00101096,0,0,0,5.29452e-05,-5.73161e-08,-4.49137e-05,0,0,0,0,0,0,0,0,0,0,0,0,0.0709298,8.47478e-07,-4.83227e-17,-5.86117e-16,-4.83227e-17,8.47478e-07,-5.48222e-16,-5.86118e-16,-5.48221e-16,8.47478e-07
-0.000150094,-8.59101e-06,-0.000283929,-1.21762e-06,-2.0945e-07,-3.15172e-06,-0.0137785,4.34838e-07,0.00306343,-0.0229299,4.34838e-07,0.00494813,0.022917,4.34838e-07,0.00503205,-0.003503,4.34838e-07,0.00125848,0,0,0,0.000112416,-1.18888e-07,-9.52403e-05,0,0,0,0,0,0,0,0,0,0,0,0,0.0690758,1.06507e-06,-3.28215e-17,-2.27836e-15,-3.28213e-17,1.06507e-06,-4.96194e-16,-2.27836e-15,-4.9619e-16,1.06507e-06
-0.000259954,-1.86578e-05,-0.000329633,-2.51741e-06,-3.02739e-07,-4.79987e-06,-0.0164776,9.44427e-07,0.00365493,-0.0274248,9.44427e-07,0.0059117,0.0274043,9.44427e-07,0.0060086,-0.00429331,9.44427e-07,0.00150398,0,0,0,0.000217599,-2.66234e-07,-0.000184478,0,0,0,0,0,0,0,0,0,0,0,0,0.0675397,1.28428e-06,-1.9506e-16,-5.24539e-15,-1.9506e-16,1.28428e-06,-9.54081e-16,-5.24534e-15,-9.54071e-16,1.28428e-06
-0.000411824,-3.35275e-05,-0.000334536,-4.57655e-06,-4.70378e-07,-6.47252e-06,-0.0191877,1.70106e-06,0.00424383,-0.0319281,1.70106e-06,0.00686836,0.0318937,1.70106e-06,0.0069769,-0.00510386,1.70106e-06,0.00174778,0,0,0,0.000388711,-5.93035e-07,-0.000329869,0,0,0,0,0,0,0,0,0,0,0,0,0.0664623,1.50377e-06,-6.08214e-16,-1.01143e-14,-6.08208e-16,1.50377e-06,-1.79536e-15,-1.01142e-14,-1.79534e-15,1.50377e-06
-0.000622551,-4.98997e-05,-0.000283619,-7.68933e-06,-7.19878e-07,-7.89056e-06,-0.0218944,2.54519e-06,0.00482339,-0.0364332,2.54519e-06,0.00781553,0.0363871,2.54519e-06,0.00793719,-0.00588804,2.54519e-06,0.0019891,0,0,0,0.000647781,-1.25509e-06,-0.000550762,0,0,0,0,0,0,0,0,0,0,0,0,0.0660253,1.72159e-06,-1.46827e-15,-1.74521e-14,-1.46828e-15,1.72158e-06,-2.94334e-15,-1.74518e-14,-2.94338e-15,1.72158e-06
-0.000883198,-9.07255e-05,-0.000131787,-1.21053e-05,-1.17351e-06,-8.54942e-06,-0.0246068,4.63853e-06,0.00539963,-0.0409364,4.63853e-06,0.00875088,0.040891,4.63853e-06,0.00888851,-0.00668732,4.63853e-06,0.00222516,0,0,0,0.00101777,-2.66943e-06,-0.000866946,0,0,0,0,0.0270439,0.059635,0.0616089,0.0102152,0,0,0,0,0.0643254,1.93514e-06,-3.8257e-15,-2.52563e-14,-3.82564e-15,1.93512e-06,-4.7131e-15,-2.52557e-14,-4.71316e-15,1.93512e-06
-0.00125287,-0.0001136,-0.000145481,-1.83697e-05,-1.74151e-06,-9.27671e-06,-0.027308,5.82797e-06,0.00596845,-0.0454387,5.82797e-06,0.00968344,0.0454002,5.82797e-06,0.00982823,-0.00744938,5.82797e-06,0.00246066,0,0,0,0.00154866,-3.90074e-06,-0.000982787,0,1,1,0,0.0408476,0.0936229,0.0983836,0.0138214,0,0,0,0,0.062787,2.14126e-06,-7.3723e-15,-3.37877e-14,-7.37225e-15,2.14126e-06,-6.06191e-15,-3.37872e-14,-6.06214e-15,2.14125e-06
-0.00169475,-0.000158784,-0.000109262,-2.68435e-05,-2.53544e-06,-9.82283e-06,-0.0270295,8.16488e-06,0.00590671,-0.0449555,8.16488e-06,0.00959844,0.0449207,8.16488e-06,0.00973939,-0.0079953,8.16488e-06,0.00243991,0,0,0,0.00219539,-6.19268e-06,-0.0011417,0,1,1,0,0.049462,0.113434,0.122484,0.017448,0,0,0,0,0.0614061,2.36216e-06,-1.51296e-14,-4.42726e-14,-1.51294e-14,2.36216e-06,-7.77729e-15,-4.4272e-14,-7.77759e-15,2.36215e-06
-0.00209839,-0.000133392,-6.45294e-06,-3.73354e-05,-3.20241e-06,-9.85483e-06,-0.027046,7.00217e-06,0.00584116,-0.044993,7.00217e-06,0.00951307,0.0449502,7.00217e-06,0.00964539,-0.00797145,7.00217e-06,0.00241625,0,0,0,0.00295441,-9.4801e-06,-0.00132977,0,1,1,0,0.0578872,0.133596,0.148773,0.0205134,0,0,0,0,0.0601605,2.57849e-06,-2.01018e-14,-5.02353e-14,-2.01012e-14,2.57848e-06,-8.13846e-15,-5.02329e-14,-8.13871e-15,2.57844e-06
-0.00232187,-0.000100284,2.6148e-05,-4.89447e-05,-3.70384e-06,-9.72377e-06,-0.0270542,4.80952e-06,0.00577466,-0.0450182,4.80952e-06,0.00942346,0.0449956,4.80952e-06,0.00954791,-0.00789217,4.80952e-06,0.00238627,0,0,0,0.00310058,-1.15311e-05,-0.00138661,1,1,1,0,0.065401,0.151979,0.175644,0.0233249,0,0,0,0,0.0590385,2.78904e-06,-2.47025e-14,-5.03262e-14,-2.4702e-14,2.78896e-06,-7.97763e-15,-5.03258e-14,-7.97797e-15,2.78898e-06
-0.00252136,-0.000115109,-1.77447e-05,-6.15515e-05,-4.2794e-06,-9.81212e-06,-0.0270567,5.1763e-06,0.00571091,-0.0450451,5.1763e-06,0.00934287,0.0450475,5.1763e-06,0.00946436,-0.00786152,5.1763e-06,0.00236188,0,0,0,0.00328938,-1.43046e-05,-0.00145866,1,1,1,0,0.0743104,0.173208,0.203142,0.0266071,0,0,0,0,0.0580507,3.02296e-06,-3.4432e-14,-6.0507e-14,-3.44302e-14,3.02278e-06,-8.42546e-15,-6.05055e-14,-8.42581e-15,3.0229e-06
